KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,5/29/2023 23:17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,32909.1,0.526,2.6,0.87,43492.7,-1203.5,178.5,0.763,27.53,42779.1,27806,1.2,0,1.21,NA,NA,-76,-92.2,12.976,0.527,6.18,0,,,
,,,STANDARD DEVIATION:,3653,0.017,0.49,0.16,4676.3,0.1,21.8,0.025,2.96,4599.6,2990,1.39,0,0.004,0.12,0.12,7.3,6.7,1.214,0.017,0.03,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,19F100031,17H100235,17H101342,17H101342,19F100031,20G104159,20G104160,17H100235,19F100031,19F100031,19F100031,17H103502,17H103502,17H103900,20G104159,20G104160,20G104159,20G104160,19F100031,17H100235,17H104984,17H104984,,,
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ORP mV,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH,pH mV,pH mV,Temp °C,Vertical Position m,Battery V,Cable Pwr V,,,
5/27/2023,13:20:00,0,<site>,1.5,0.389,-1.58,-0.53,1.7,-1203.2,149.2,0.553,0,1.7,1,7.61,0,1.206,8.23,7.72,-82.5,-80.2,19.42,0.39,6.19,0,,,
5/27/2023,13:25:00,0,<site>,1.7,0.396,-1.45,-0.48,2.1,-1203.3,194.2,0.562,0,2.1,1,4.43,0,1.206,7.45,7.7,-36.6,-78.6,16.122,0.396,6.22,0,,,
5/27/2023,13:30:00,0,<site>,34151,0.518,2.35,0.78,43940.6,-1203.4,167.9,0.752,27.86,43246.6,28110,0.95,0,1.206,8.23,8.01,-80.9,-95.5,13.989,0.518,6.22,0,,,
5/27/2023,13:35:00,0,<site>,34121.4,0.519,2.18,0.73,43997.2,-1203.4,156.9,0.754,27.9,43299.4,28145,0.92,0,1.206,8.22,8.02,-80.8,-96.2,13.902,0.52,6.22,0,,,
5/27/2023,13:40:00,0,<site>,34153.9,0.52,2.23,0.74,43998,-1203.5,150.9,0.755,27.9,43301.4,28146,1,0,1.206,8.21,8.02,-80.2,-96.2,13.94,0.521,6.21,0,,,
5/27/2023,13:45:00,0,<site>,34166.3,0.52,2.27,0.76,44000.4,-1203.5,147,0.755,27.9,43304.2,28148,0.91,0,1.206,8.21,8.02,-80,-96.2,13.952,0.521,6.22,0,,,
5/27/2023,13:50:00,0,<site>,34200.9,0.521,2.46,0.82,44014.4,-1203.5,146.2,0.756,27.91,43318.9,28157,0.83,0,1.206,8.19,8,-78.9,-95.2,13.98,0.521,6.22,0,,,
5/27/2023,13:55:00,0,<site>,34219.9,0.519,2.58,0.86,44014.6,-1203.5,144.7,0.754,27.91,43319.9,28158,1.54,0,1.206,8.19,8.01,-79.1,-95.5,14.002,0.52,6.22,0,,,
5/27/2023,14:00:00,0,<site>,34199.4,0.521,2.35,0.78,43989.2,-1203.5,144.5,0.757,27.89,43294.8,28142,2.11,0,1.206,8.2,8.02,-79.6,-96,14.001,0.522,6.22,0,,,
5/27/2023,14:05:00,0,<site>,34239.9,0.522,2.46,0.82,44024.4,-1203.5,142.2,0.758,27.92,43330,28164,2.85,0,1.206,8.21,8.02,-80,-95.9,14.016,0.523,6.22,0,,,
5/27/2023,14:10:00,0,<site>,34174.6,0.522,2.37,0.79,43966.1,-1203.5,141.1,0.758,27.88,43271.8,28127,3.16,0,1.206,8.21,8.02,-80.2,-96.1,13.993,0.523,6.22,0,,,
5/27/2023,14:15:00,0,<site>,34221.7,0.522,2.81,0.94,44013.1,-1203.5,141.9,0.758,27.91,43318.5,28157,1.24,0,1.215,8.22,8.02,-80.5,-96.4,14.005,0.523,6.22,0,,,
5/27/2023,14:20:00,0,<site>,34290.4,0.522,2.95,0.98,44000.4,-1203.5,142.7,0.758,27.91,43309.1,28151,1.29,0,1.215,8.22,8.03,-80.8,-96.6,14.097,0.523,6.22,0,,,
5/27/2023,14:25:00,0,<site>,34306.2,0.522,2.98,0.99,43978.7,-1203.5,142.8,0.758,27.89,43289.1,28138,1.03,0,1.215,8.23,8.03,-81,-96.9,14.136,0.522,6.22,0,,,
5/27/2023,14:30:00,0,<site>,34278.5,0.522,2.73,0.91,43978,-1203.5,143.3,0.758,27.89,43287.2,28137,2.47,0,1.215,8.24,8.04,-81.8,-97.4,14.104,0.522,6.22,0,,,
5/27/2023,14:35:00,0,<site>,34299.3,0.522,2.56,0.85,43963.7,-1203.4,142.4,0.758,27.88,43274.4,28128,3.46,0,1.215,8.24,8.04,-81.7,-97.4,14.141,0.524,6.21,0,,,
5/27/2023,14:40:00,0,<site>,34281.1,0.521,2.78,0.93,43942.3,-1203.4,142.1,0.757,27.87,43253.3,28115,4.54,0,1.215,8.24,8.04,-81.8,-97.3,14.14,0.523,6.22,0,,,
5/27/2023,14:45:00,0,<site>,34285.5,0.521,2.88,0.96,43921,-1203.4,143.3,0.757,27.85,43233.2,28102,4.22,0,1.215,8.24,8.04,-81.8,-97.5,14.164,0.522,6.21,0,,,
5/27/2023,14:50:00,0,<site>,34288,0.521,2.85,0.95,43932.4,-1203.5,140.8,0.757,27.86,43244.2,28109,5.57,0,1.215,8.25,8.05,-82.2,-97.8,14.157,0.522,6.21,0,,,
5/27/2023,14:55:00,0,<site>,34351.8,0.521,2.6,0.87,43961.7,-1203.5,140.8,0.757,27.89,43274.7,28129,6.1,0,1.215,8.25,8.05,-82.4,-98,14.205,0.522,6.22,0,,,
5/27/2023,15:00:00,0,<site>,34346.9,0.52,2.69,0.9,43959,-1203.5,140.3,0.755,27.88,43271.9,28127,7.75,0,1.215,8.25,8.05,-82.4,-98,14.201,0.52,6.22,0,,,
5/27/2023,15:05:00,0,<site>,34352.6,0.521,2.72,0.91,43965.8,-1203.5,141,0.756,27.89,43278.6,28131,8.03,0,1.215,8.26,8.06,-82.7,-98.5,14.202,0.522,6.22,0,,,
5/27/2023,15:10:00,0,<site>,34395.2,0.52,2.62,0.87,43991,-1203.5,147.9,0.755,27.91,43304.3,28148,10.56,0,1.215,8.25,8.06,-82.6,-98.6,14.229,0.522,6.21,0,,,
5/27/2023,15:15:00,0,<site>,34363.9,0.52,2.84,0.95,43996.3,-1203.5,153.3,0.754,27.91,43308.1,28150,0.96,0,1.209,8.26,8.07,-82.7,-98.8,14.187,0.52,6.21,0,,,
5/27/2023,15:20:00,0,<site>,34401.7,0.52,2.74,0.91,44001.9,-1203.4,154.5,0.754,27.91,43315,28155,0.85,0,1.209,8.26,8.07,-82.9,-98.9,14.226,0.521,6.21,0,,,
5/27/2023,15:25:00,0,<site>,34400.8,0.519,2.84,0.95,43979.7,-1203.5,157.8,0.754,27.9,43293.8,28141,0.9,0,1.209,8.26,8.07,-83,-99,14.245,0.52,6.21,0,,,
5/27/2023,15:30:00,0,<site>,34411.1,0.519,2.73,0.91,43977.1,-1203.4,158.6,0.754,27.9,43291.8,28140,0.97,0,1.209,8.26,8.07,-83.2,-99,14.26,0.52,6.21,0,,,
5/27/2023,15:35:00,0,<site>,34418.8,0.519,2.85,0.95,43971.8,-1203.5,159.9,0.753,27.9,43287,28137,1.18,0,1.209,8.26,8.07,-83.1,-99.1,14.274,0.519,6.21,0,,,
5/27/2023,15:40:00,0,<site>,34453.7,0.519,2.65,0.88,43989.4,-1203.4,161.8,0.753,27.91,43305.2,28148,1.95,0,1.209,8.27,8.08,-83.4,-99.3,14.299,0.52,6.21,0,,,
5/27/2023,15:45:00,0,<site>,34488.1,0.519,2.59,0.86,43981.9,-1203.5,161.6,0.753,27.91,43299.5,28145,2.47,0,1.209,8.27,8.08,-83.6,-99.4,14.346,0.52,6.21,0,,,
