time (UTC),airtemp_avg (degC),qc_airtemp_avg,baro_pressure (hPa),qc_baro_pressure,rh (%),qc_rh,"rain (mm, unreliable)",qc_rain,winddir (deg from),qc_winddir,windspeed_avg (m/s),qc_windspeed_avg,windspeed_max (m/s),qc_windspeed_max,par_avg (?mol of photons m-2),qc_par_avg,lower_par (?mol of photons m-2),qc_lower_par,upper_par (unreliable),qc_upper_par
5/29/2023 0:00,12.74,0,1016.4,0,80.1,0,0,0,25.41,0,1.914,0,2.532,0,1160,0,3594,4,7999,4
5/29/2023 0:05,12.71,0,1016.4,0,79.42,0,0,0,25.58,0,1.981,0,2.499,0,1135,0,3586,4,7999,4
5/29/2023 0:10,12.66,0,1016.36,0,80,0,0,0,23.51,0,2.435,0,2.899,0,1110,0,3574,4,7999,4
5/29/2023 0:15,12.68,0,1016.297,0,80.3,0,0,0,26.67,0,2.527,0,2.965,0,1084,0,3564,4,7999,4
5/29/2023 0:20,12.66,0,1016.2,0,81.3,0,0,0,29.1,0,2.467,0,2.832,0,1055,0,3557,4,7999,4
5/29/2023 0:25,12.62,0,1016.19,0,82.4,0,0,0,31.22,0,2.391,0,2.799,0,1027,0,3545,4,7999,4
5/29/2023 0:30,12.6,0,1016.1,0,82.5,0,0,0,28.96,0,2.5,0,2.899,0,998,0,3536,4,7999,4
5/29/2023 0:35,12.59,0,1016.1,0,83.4,0,0,0,35.07,0,2.433,0,2.766,0,971,0,3525,4,7999,4
5/29/2023 0:40,12.79,0,1016,0,82.9,0,0,0,41.85,0,2.488,0,3.032,0,942,0,3510,4,7999,4
5/29/2023 0:45,12.85,0,1015.937,0,82.4,0,0,0,38.28,0,2.367,0,2.866,0,910,0,3496,4,7999,4
5/29/2023 0:50,12.84,0,1015.9,0,82.3,0,0,0,38.42,0,2.096,0,2.566,0,880,0,3481,4,7999,4
5/29/2023 0:55,13.04,0,1015.827,0,81.9,0,0,0,44.08,0,1.964,0,2.799,0,849,0,3467,4,7999,4
5/29/2023 1:00,13.26,0,1015.793,0,80.1,0,0,0,53.77,0,2.064,0,2.866,0,820,0,3451,4,7999,4
5/29/2023 1:05,13.55,0,1015.7,0,78.43,0,0,0,46.39,0,2.148,0,2.699,0,790.5,0,3437,4,7999,4
5/29/2023 1:10,13.84,0,1015.652,0,77.08,0,0,0,46.61,0,2.513,0,3.832,0,759.1,0,3413,4,7999,4
5/29/2023 1:15,13.94,0,1015.692,0,76.86,0,0,0,44.74,0,2.129,0,3.432,0,730.8,0,3404,4,7999,4
5/29/2023 1:20,14.22,0,1015.623,0,75.74,0,0,0,11.06,0,1.438,0,2.599,0,701.3,0,3391,4,7999,4
5/29/2023 1:25,14.8,0,1015.7,0,73.28,0,0,0,292.8,0,0.081,0,0.466,0,672.5,0,3389,4,7999,4
5/29/2023 1:30,15.25,0,1015.7,0,71.64,0,0,0,59.83,0,0.364,0,1.399,0,641.8,0,3361,4,7999,4
5/29/2023 1:35,15.13,0,1015.693,0,70.14,0,0,0,137.6,0,0.63,0,1.799,0,473,0,3286,4,7999,4
5/29/2023 1:40,15.15,0,1015.637,0,68.25,0,0,0,21.48,0,1.251,0,4.332,0,262.8,0,3196,4,7999,4
5/29/2023 1:45,15.04,0,1015.583,0,69.21,0,0,0,4.862,0,1.39,0,3.965,0,355.6,0,3239,4,7999,4
5/29/2023 1:50,14.86,0,1015.598,0,69.95,0,0,0,39.96,0,0.999,0,2.332,0,164.2,0,3183,4,7999,4
5/29/2023 1:55,14.74,0,1015.597,0,70.17,0,0,0,34.28,0,0.987,0,3.699,0,158.7,0,3197,4,7999,4
5/29/2023 2:00,14.6,0,1015.587,0,71.26,0,0,0,12.94,0,1.527,0,2.965,0,154.5,0,3215,4,7999,4
5/29/2023 2:05,14.56,0,1015.568,0,72.54,0,0,0,349,0,1.89,0,4.332,0,151,0,3229,4,7999,4
5/29/2023 2:10,14.44,0,1015.593,0,72.29,0,0,0,355.5,0,1.681,0,3.765,0,147.3,0,3240,4,7999,4
5/29/2023 2:15,14.25,0,1015.567,0,72.77,0,0,0,328.5,0,1.863,0,3.599,0,141.6,0,3239,4,7999,4
5/29/2023 2:20,14.08,0,1015.563,0,73.76,0,0,0,340.7,0,1.555,0,4.098,0,138.9,0,3245,4,7999,4
5/29/2023 2:25,13.98,0,1015.508,0,74.3,0,0,0,332.9,0,1.527,0,3.199,0,133.3,0,3247,4,7999,4
5/29/2023 2:30,13.83,0,1015.587,0,74.91,0,0,0,347.4,0,1.634,0,3.099,0,128.7,0,3249,4,7999,4
5/29/2023 2:35,13.75,0,1015.6,0,74.82,0,0,0,345.5,0,1.931,0,4.398,0,124,0,3247,4,7999,4
5/29/2023 2:40,13.58,0,1015.593,0,75.77,0,0,0,4.01,0,1.321,0,3.665,0,119.1,0,3244,4,7999,4
5/29/2023 2:45,13.43,0,1015.6,0,76.42,0,0,0,24.78,0,1.13,0,3.265,0,113.5,0,3236,4,7999,4
5/29/2023 2:50,13.23,0,1015.6,0,76.39,0,0,0,12.54,0,1.303,0,3.632,0,107.8,0,3233,4,7999,4
5/29/2023 2:55,12.99,0,1015.61,0,77,0,0,0,21.98,0,1.324,0,3.399,0,101.7,0,3229,4,7999,4
5/29/2023 3:00,12.76,0,1015.68,0,77.69,0,0,0,12.31,0,1.065,0,3.065,0,95.4,0,3225,4,7999,4
5/29/2023 3:05,12.61,0,1015.685,0,78.21,0,0,0,11.27,0,1.053,0,2.332,0,88.7,0,3220,4,7999,4
5/29/2023 3:10,12.5,0,1015.657,0,78.53,0,0,0,357.5,0,1.405,0,3.432,0,81.6,0,3224,4,7999,4
5/29/2023 3:15,12.4,0,1015.628,0,78.89,0,0,0,355.8,0,1.069,0,2.466,0,74.17,0,3217,4,7999,4
5/29/2023 3:20,12.34,0,1015.668,0,79.18,0,0,0,2.123,0,0.872,0,2.466,0,66.41,0,3213,4,7999,4
5/29/2023 3:25,12.29,0,1015.6,0,79.52,0,0,0,5.871,0,1.292,0,3.732,0,58.56,0,3209,4,7999,4
5/29/2023 3:30,12.23,0,1015.6,0,79.53,0,0,0,338.1,0,1.398,0,3.465,0,50.67,0,3206,4,7999,4
5/29/2023 3:35,12.12,0,1015.6,0,79.78,0,0,0,23.84,0,1.027,0,2.566,0,42.83,0,3199,4,7999,4
5/29/2023 3:40,11.99,0,1015.6,0,80,0,0,0,342.4,0,1.272,0,2.766,0,35.2,0,3193,4,7999,4
5/29/2023 3:45,11.86,0,1015.533,0,80.4,0,0,0,8.55,0,0.799,0,2.766,0,27.97,0,3186,4,7999,4
5/29/2023 3:50,11.75,0,1015.502,0,80.8,0,0,0,349.6,0,1.413,0,2.666,0,21.36,0,3183,4,7999,4
5/29/2023 3:55,11.63,0,1015.595,0,81.1,0,0,0,1.288,0,1.415,0,2.799,0,15.58,0,3179,4,7999,4
5/29/2023 4:00,11.52,0,1015.6,0,81.4,0,0,0,354.5,0,1.362,0,2.432,0,10.78,0,3174,4,7999,4
5/29/2023 4:05,11.45,0,1015.618,0,81.8,0,0,0,359,0,1.388,0,2.832,0,7.098,0,3171,4,7999,4
5/29/2023 4:10,11.38,0,1015.7,0,82,0,0,0,0.177,0,1.349,0,2.899,0,4.406,0,3169,4,7999,4
5/29/2023 4:15,11.28,0,1015.7,0,82.3,0,0,0,13.51,0,1.103,0,2.366,0,2.556,0,3163,4,7999,4
5/29/2023 4:20,11.19,0,1015.707,0,82.7,0,0,0,2.991,0,1.566,0,2.699,0,1.353,0,3160,4,7999,4
5/29/2023 4:25,11.09,0,1015.797,0,83,0,0,0,359.4,0,1.259,0,3.332,0,0.624,0,3160,4,7999,4
5/29/2023 4:30,11.02,0,1015.79,0,83.4,0,0,0,8.96,0,1.21,0,2.466,0,0.249,0,3160,4,7999,4
5/29/2023 4:35,10.97,0,1015.8,0,83.6,0,0,0,25.4,0,1.006,0,2.666,0,0.072,0,3154,4,7999,4
5/29/2023 4:40,10.92,0,1015.833,0,83.7,0,0,0,354.7,0,1.156,0,2.232,0,0.005,0,3157,4,7999,4
5/29/2023 4:45,10.87,0,1015.9,0,84,0,0,0,3.654,0,1.06,0,2.366,0,0,0,3154,4,7999,4
5/29/2023 4:50,10.84,0,1015.9,0,84,0,0,0,4.328,0,0.934,0,2.466,0,0,0,3150,4,7999,4
5/29/2023 4:55,10.78,0,1015.9,0,84.2,0,0,0,4.514,0,0.839,0,2.132,0,0,0,3151,4,7999,4
5/29/2023 5:00,10.75,0,1015.9,0,84.4,0,0,0,1.66,0,1.21,0,2.666,0,0,0,3148,4,7999,4
5/29/2023 5:05,10.75,0,1015.9,0,84.3,0,0,0,348.6,0,0.864,0,1.766,0,0,0,3153,4,7999,4
5/29/2023 5:10,10.72,0,1015.92,0,84.4,0,0,0,350,0,1.151,0,2.232,0,0,0,3144,4,7999,4
5/29/2023 5:15,10.7,0,1016,0,84.5,0,0,0,351.9,0,0.918,0,2.132,0,0,0,3143,4,7999,4
5/29/2023 5:20,10.68,0,1016,0,84.5,0,0,0,19.81,0,0.74,0,1.499,0,0,0,3138,4,7999,4
5/29/2023 5:25,10.62,0,1016,0,84.6,0,0,0,8.47,0,0.717,0,1.466,0,0,0,3132,4,7999,4
5/29/2023 5:30,10.59,0,1016,0,84.7,0,0,0,329.9,0,0.513,0,1.866,0,0,0,3138,4,7999,4
5/29/2023 5:35,10.59,0,1016,0,84.7,0,0,0,354.8,0,0.374,0,1.033,0,0,0,3138,4,7999,4
5/29/2023 5:40,10.56,0,1015.948,0,84.7,0,0,0,344.5,0,0.416,0,1.666,0,0,0,3139,4,7999,4
5/29/2023 5:45,10.48,0,1015.9,0,84.7,0,0,0,355.4,0,0.117,0,0.733,0,0,0,3137,4,7999,4
5/29/2023 5:50,10.39,0,1015.9,0,85,0,0,0,317.2,0,0.163,0,1.066,0,0,0,3140,4,7999,4
5/29/2023 5:55,10.34,0,1015.955,0,85.3,0,0,0,346.8,0,0.288,0,1,0,0,0,3143,4,7999,4
5/29/2023 6:00,10.34,0,1015.925,0,85.6,0,0,0,351.8,0,0.414,0,1.1,0,0,0,3144,4,7999,4
5/29/2023 6:05,10.34,0,1015.9,0,85.5,0,0,0,2.488,0,0.429,0,1.1,0,0,0,3140,4,7999,4
5/29/2023 6:10,10.21,0,1015.9,0,85.4,0,0,0,1.528,0,0.11,0,0.8,0,0,0,3139,4,7999,4
5/29/2023 6:15,10.19,0,1015.9,0,85.7,0,0,0,53,0,0.315,0,0.966,0,0,0,3138,4,7999,4
5/29/2023 6:20,10.06,0,1015.9,0,85.7,0,0,0,242,0,0.054,0,0.466,0,0,0,3142,4,7999,4
5/29/2023 6:25,10.01,0,1015.9,0,86.2,0,0,0,189.2,0,0.415,0,0.833,0,0,0,3143,4,7999,4
5/29/2023 6:30,9.96,0,1015.9,0,86.4,0,0,0,220.5,0,0.297,0,0.766,0,0,0,3148,4,7999,4
5/29/2023 6:35,9.88,0,1015.9,0,86.6,0,0,0,232.3,0,0.052,0,0.5,0,0,0,3151,4,7999,4
5/29/2023 6:40,9.79,0,1015.9,0,86.8,0,0,0,207.4,0,0,0,0,0,0,0,3151,4,7999,4
5/29/2023 6:45,9.71,0,1015.9,0,87.4,0,0,0,202.2,0,0.159,0,1.1,0,0,0,3155,4,7999,4
5/29/2023 6:50,9.79,0,1015.9,0,87.5,0,0,0,187.2,0,0.536,0,0.966,0,0,0,3152,4,7999,4
5/29/2023 6:55,9.8,0,1015.9,0,87.3,0,0,0,189.3,0,0.352,0,1.066,0,0,0,3150,4,7999,4
5/29/2023 7:00,9.67,0,1015.84,0,87.4,0,0,0,184.1,0,0.28,0,1.299,0,0,0,3148,4,7999,4
5/29/2023 7:05,9.68,0,1015.875,0,87.7,0,0,0,162.1,0,0.879,0,1.333,0,0,0,3146,4,7999,4
5/29/2023 7:10,9.65,0,1015.8,0,87.8,0,0,0,175.7,0,0.759,0,1.166,0,0,0,3142,4,7999,4
5/29/2023 7:15,9.62,0,1015.792,0,88,0,0,0,169.5,0,0.535,0,1.066,0,0,0,3134,4,7999,4
5/29/2023 7:20,9.66,0,1015.7,0,87.9,0,0,0,174.9,0,0.503,0,0.933,0,0,0,3131,4,7999,4
5/29/2023 7:25,9.54,0,1015.677,0,87.9,0,0,0,222.6,0,0.097,0,0.6,0,0,0,3129,4,7999,4
5/29/2023 7:30,9.46,0,1015.6,0,87.9,0,0,0,236.6,0,0.008,0,0.267,0,0,0,3132,4,7999,4
5/29/2023 7:35,9.41,0,1015.582,0,88.1,0,0,0,218.5,0,0,0,0,0,0,0,3134,4,7999,4
5/29/2023 7:40,9.34,0,1015.5,0,88.1,0,0,0,209.4,0,0.019,0,0.433,0,0,0,3138,4,7999,4
5/29/2023 7:45,9.3,0,1015.5,0,88.3,0,0,0,205,0,0.204,0,0.666,0,0,0,3140,4,7999,4
5/29/2023 7:50,9.3,0,1015.443,0,88.4,0,0,0,193.6,0,0.115,0,0.533,0,0,0,3143,4,7999,4
5/29/2023 7:55,9.23,0,1015.4,0,88.2,0,0,0,211,0,0,0,0,0,0,0,3141,4,7999,4
5/29/2023 8:00,9.07,0,1015.4,0,88,0,0,0,325.9,0,0.001,0,0.033,0,0,0,3149,4,7999,4
5/29/2023 8:05,9,0,1015.4,0,88.6,0,0,0,343.7,0,0.26,0,0.7,0,0,0,3149,4,7999,4
5/29/2023 8:10,8.99,0,1015.4,0,88.8,0,0,0,345.2,0,0.516,0,1.066,0,0,0,3148,4,7999,4
5/29/2023 8:15,8.96,0,1015.4,0,89.2,0,0,0,342.8,0,0.576,0,1.166,0,0,0,3148,4,7999,4
5/29/2023 8:20,8.97,0,1015.47,0,89.4,0,0,0,356.6,0,0.884,0,1.333,0,0,0,3144,4,7999,4
5/29/2023 8:25,8.92,0,1015.427,0,89.4,0,0,0,354.1,0,0.076,0,0.5,0,0,0,3144,4,7999,4
5/29/2023 8:30,8.76,0,1015.492,0,89.4,0,0,0,328.2,0,0.004,0,0.267,0,0,0,3151,4,7999,4
5/29/2023 8:35,8.76,0,1015.5,0,89.8,0,0,0,226.9,0,0.008,0,0.3,0,0,0,3148,4,7999,4
5/29/2023 8:40,8.85,0,1015.518,0,90.2,0,0,0,163.2,0,0.039,0,0.367,0,0,0,3154,4,7999,4
5/29/2023 8:45,9.07,0,1015.6,0,90.4,0,0,0,126.4,0,0.313,0,0.966,0,0,0,3152,4,7999,4
5/29/2023 8:50,9.15,0,1015.6,0,90.1,0,0,0,166.2,0,0.814,0,1.066,0,0,0,3152,4,7999,4
5/29/2023 8:55,9.12,0,1015.6,0,90.2,0,0,0,158,0,0.806,0,1.233,0,0,0,3144,4,7999,4
5/29/2023 9:00,9.12,0,1015.6,0,89.9,0,0,0,179.4,0,0.572,0,0.933,0,0,0,3135,4,7999,4
5/29/2023 9:05,9.14,0,1015.513,0,89.8,0,0,0,184.7,0,0.68,0,1.366,0,0,0,3129,4,7999,4
5/29/2023 9:10,9.09,0,1015.5,0,89.6,0,0,0,174.9,0,0.9,0,1.466,0,0,0,3126,4,7999,4
5/29/2023 9:15,9.01,0,1015.5,0,89.3,0,0,0,197.1,0,0.163,0,0.566,0,0,0,3120,4,7999,4
5/29/2023 9:20,8.9,0,1015.5,0,89.2,0,0,0,218.6,0,0.047,0,0.533,0,0,0,3122,4,7999,4
5/29/2023 9:25,8.78,0,1015.465,0,89.2,0,0,0,251.1,0,0.109,0,1,0,0,0,3126,4,7999,4
5/29/2023 9:30,8.8,0,1015.4,0,89.4,0,0,0,277.8,0,0.584,0,1.033,0,0,0,3135,4,7999,4
5/29/2023 9:35,8.85,0,1015.4,0,89.4,0,0,0,268.3,0,0.547,0,1.133,0,0,0,3135,4,7999,4
5/29/2023 9:40,8.88,0,1015.4,0,89.2,0,0,0,271.1,0,0.405,0,0.8,0,0,0,3139,4,7999,4
5/29/2023 9:45,8.83,0,1015.4,0,89.1,0,0,0,298.2,0,0.168,0,0.733,0,0,0,3143,4,7999,4
5/29/2023 9:50,8.82,0,1015.4,0,89.3,0,0,0,258,0,0.271,0,0.566,0,0,0,3144,4,7999,4
5/29/2023 9:55,8.77,0,1015.4,0,89.1,0,0,0,290,0,0.161,0,0.533,0,0,0,3147,4,7999,4
5/29/2023 10:00,8.76,0,1015.365,0,89.2,0,0,0,265.8,0,0.229,0,0.6,0,0,0,3149,4,7999,4
5/29/2023 10:05,8.81,0,1015.3,0,89.4,0,0,0,258.7,0,0.733,0,1.033,0,0,0,3153,4,7999,4
5/29/2023 10:10,9,0,1015.3,0,89.6,0,0,0,219.8,0,0.378,0,0.833,0,0,0,3152,4,7999,4
5/29/2023 10:15,9.05,0,1015.3,0,89.4,0,0,0,256.4,0,0.538,0,1.033,0,0,0,3153,4,7999,4
5/29/2023 10:20,9.06,0,1015.3,0,89.3,0,0,0,217.8,0,0.297,0,0.933,0,0,0,3152,4,7999,4
5/29/2023 10:25,9.1,0,1015.35,0,89.1,0,0,0,228.4,0,0.26,0,0.7,0,0,0,3142,4,7999,4
5/29/2023 10:30,9.1,0,1015.4,0,89.3,0,0,0,220.1,0,0.509,0,0.8,0,0,0,3149,4,7999,4
5/29/2023 10:35,9.21,0,1015.4,0,88.8,0,0,0,197.2,0,0.142,0,0.666,0,0,0,3147,4,7999,4
5/29/2023 10:40,9.04,0,1015.352,0,88.8,0,0,0,249.5,0,0.367,0,0.966,0,0,0,3143,4,7999,4
5/29/2023 10:45,8.95,0,1015.3,0,88.6,0,0,0,218.2,0,0,0,0,0,0,0,3143,4,7999,4
5/29/2023 10:50,8.88,0,1015.3,0,88.5,0,0,0,188,0,0.008,0,0.2,0,0,0,3151,4,7999,4
5/29/2023 10:55,8.8,0,1015.3,0,88.7,0,0,0,177.5,0,0.191,0,0.866,0,0,0,3151,4,7999,4
5/29/2023 11:00,8.73,0,1015.3,0,88.6,0,0,0,207.5,0,0.084,0,0.433,0,0,0,3151,4,7999,4
5/29/2023 11:05,8.61,0,1015.3,0,88.7,0,0,0,208.4,0,0.216,0,0.6,0,0,0,3160,4,7999,4
5/29/2023 11:10,8.54,0,1015.3,0,88.8,0,0,0,177.9,0,0.343,0,0.8,0,0,0,3154,4,7999,4
5/29/2023 11:15,8.56,0,1015.3,0,88.8,0,0,0,208.1,0,0.329,0,0.6,0,0,0,3164,4,7999,4
5/29/2023 11:20,8.53,0,1015.362,0,89,0,0,0,231.4,0,0.466,0,1.1,0,0,0,3159,4,7999,4
5/29/2023 11:25,8.61,0,1015.4,0,89.5,0,0,0,214.7,0,0.36,0,0.766,0,0,0,3161,4,7999,4
5/29/2023 11:30,8.83,0,1015.4,0,89.4,0,0,0,198,0,0.751,0,1.133,0,0,0,3161,4,7999,4
5/29/2023 11:35,8.92,0,1015.4,0,89.6,0,0,0,213.9,0,0.616,0,0.933,0,0,0,3157,4,7999,4
5/29/2023 11:40,9.02,0,1015.4,0,89.6,0,0,0,217.1,0,0.683,0,0.9,0,0,0,3153,4,7999,4
5/29/2023 11:45,9.04,0,1015.465,0,89.3,0,0,0,207.4,0,0.435,0,0.666,0,0.017,0,3154,4,7999,4
5/29/2023 11:50,8.98,0,1015.453,0,89.1,0,0,0,216.7,0,0.5,0,0.933,0,0.117,0,3147,4,7999,4
5/29/2023 11:55,9,0,1015.4,0,89.2,0,0,0,183.2,0,0.39,0,0.733,0,0.353,0,3145,4,7999,4
5/29/2023 12:00,8.97,0,1015.4,0,89.4,0,0,0,214,0,0.688,0,1.166,0,0.841,0,3145,4,7999,4
5/29/2023 12:05,8.96,0,1015.403,0,89.5,0,0,0,221.3,0,0.627,0,0.866,0,1.718,0,3143,4,7999,4
5/29/2023 12:10,8.96,0,1015.5,0,89.8,0,0,0,217.3,0,0.597,0,1.066,0,3.09,0,3144,4,7999,4
5/29/2023 12:15,9.01,0,1015.5,0,89.8,0,0,0,208.5,0,0.714,0,0.966,0,5.023,0,3144,4,7999,4
5/29/2023 12:20,9,0,1015.5,0,89.9,0,0,0,202.7,0,0.747,0,1.133,0,7.72,0,3144,4,7999,4
5/29/2023 12:25,9.03,0,1015.5,0,89.8,0,0,0,195.1,0,0.671,0,1.233,0,10.67,0,3138,4,7999,4
5/29/2023 12:30,8.91,0,1015.5,0,89.4,0,0,0,258.7,0,0.262,0,0.9,0,15.94,0,3137,4,7999,4
5/29/2023 12:35,8.5,0,1015.5,0,89.3,0,0,0,356.4,0,0.009,0,0.2,0,22.8,0,3135,4,7999,4
5/29/2023 12:40,8.49,0,1015.5,0,90.1,0,0,0,119.8,0,0,0,0,0,28.88,0,3135,4,7999,4
5/29/2023 12:45,8.59,0,1015.5,0,89.9,0,0,0,343.8,0,0.019,0,0.3,0,34.76,0,3147,4,7999,4
5/29/2023 12:50,8.49,0,1015.577,0,89.9,0,0,0,349.3,0,0.15,0,0.666,0,37.84,0,3156,4,7999,4
5/29/2023 12:55,8.41,0,1015.613,0,90.2,0,0,0,23.81,0,0.09,0,0.8,0,40.19,0,3144,4,7999,4
5/29/2023 13:00,8.47,0,1015.7,0,90.4,0,0,0,306.3,0,0.319,0,1.633,0,44.03,0,3143,4,7999,4
5/29/2023 13:05,8.56,0,1015.7,0,90.9,0,0,0,349.4,0,0.21,0,1.166,0,47.28,0,3147,4,7999,4
5/29/2023 13:10,8.8,0,1015.7,0,90.9,0,0,0,53.17,0,0.499,0,1.666,0,54.38,0,3145,4,7999,4
5/29/2023 13:15,8.9,0,1015.7,0,90.5,0,0,0,345.1,0,0.871,0,1.499,0,60.46,0,3147,4,7999,4
5/29/2023 13:20,8.96,0,1015.663,0,90.5,0,0,0,1.152,0,0.682,0,1.666,0,64.15,0,3143,4,7999,4
5/29/2023 13:25,9.1,0,1015.6,0,90.2,0,0,0,17.9,0,0.355,0,1.233,0,71.27,0,3141,4,7999,4
5/29/2023 13:30,9.24,0,1015.6,0,90,0,0,0,173.5,0,0.137,0,1.2,0,80.3,0,3143,4,7999,4
5/29/2023 13:35,9.4,0,1015.657,0,89.5,0,0,0,48.52,0,0.415,0,1.799,0,83.5,0,3140,4,7999,4
5/29/2023 13:40,9.54,0,1015.693,0,88.9,0,0,0,19.37,0,0.866,0,2.099,0,91.3,0,3133,4,7999,4
5/29/2023 13:45,9.68,0,1015.7,0,88.2,0,0,0,347,0,1.481,0,2.799,0,101.9,0,3139,4,7999,4
5/29/2023 13:50,9.81,0,1015.7,0,87.6,0,0,0,351,0,1.393,0,2.965,0,115.2,0,3146,4,7999,4
5/29/2023 13:55,9.9,0,1015.697,0,86.9,0,0,0,110.2,0,1.015,0,2.366,0,131.5,0,3141,4,7999,4
5/29/2023 14:00,9.98,0,1015.7,0,86.6,0,0,0,74.52,0,0.73,0,1.733,0,149.9,0,3137,4,7999,4
5/29/2023 14:05,10.09,0,1015.7,0,86,0,0,0,5,0,0.551,0,2.033,0,176.4,0,3139,4,7999,4
5/29/2023 14:10,10.16,0,1015.74,0,85.7,0,0,0,6.231,0,0.486,0,1.599,0,190.7,0,3136,4,7999,4
5/29/2023 14:15,10.21,0,1015.8,0,85.2,0,0,0,354.4,0,0.667,0,2.332,0,206.8,0,3144,4,7999,4
5/29/2023 14:20,10.29,0,1015.8,0,84.8,0,0,0,352.2,0,1.006,0,2.466,0,198.1,0,3139,4,7999,4
5/29/2023 14:25,10.32,0,1015.8,0,84.5,0,0,0,359.9,0,0.937,0,2.499,0,203.9,0,3135,4,7999,4
5/29/2023 14:30,10.34,0,1015.8,0,84.5,0,0,0,8.46,0,1.001,0,1.599,0,230.7,0,3144,4,7999,4
5/29/2023 14:35,10.34,0,1015.8,0,84.1,0,0,0,346.3,0,0.613,0,1.999,0,281.8,0,3164,4,7999,4
5/29/2023 14:40,10.38,0,1015.8,0,83.9,0,0,0,74.56,0,0.266,0,1.533,0,311.3,0,3172,4,7999,4
5/29/2023 14:45,10.57,0,1015.8,0,83.3,0,0,0,115.1,0,0.845,0,1.633,0,599.2,0,3279,4,7999,4
5/29/2023 14:50,10.66,0,1015.79,0,83.3,0,0,0,147.7,0,2.346,0,3.132,0,661.2,0,3294,4,7999,4
5/29/2023 14:55,10.66,0,1015.7,0,83.9,0,0,0,147.2,0,2.451,0,2.799,0,704.3,0,3283,4,7999,4
5/29/2023 15:00,10.65,0,1015.7,0,84.4,0,0,0,149.9,0,2.386,0,2.932,0,801,0,3291,4,7999,4
5/29/2023 15:05,10.63,0,1015.707,0,84.8,0,0,0,145.4,0,2.352,0,2.566,0,715,0,3242,4,7999,4
5/29/2023 15:10,10.59,0,1015.8,0,84.8,0,0,0,148.6,0,2.204,0,2.466,0,404.5,0,3109,4,7999,4
5/29/2023 15:15,10.59,0,1015.76,0,85.1,0,0,0,142.9,0,2.176,0,2.399,0,576.2,0,3174,4,7999,4
5/29/2023 15:20,10.68,0,1015.7,0,85.4,0,0,0,134.3,0,1.85,0,2.132,0,723.5,0,3235,4,7999,4
5/29/2023 15:25,10.78,0,1015.725,0,85.2,0,0,0,144,0,1.798,0,2.366,0,663.9,0,3217,4,7999,4
5/29/2023 15:30,10.79,0,1015.7,0,85.4,0,0,0,150.4,0,2.27,0,2.699,0,885,0,3300,4,7999,4
5/29/2023 15:35,10.82,0,1015.668,0,85,0,0,0,143.6,0,2.679,0,3.165,0,962,0,3332,4,7999,4
5/29/2023 15:40,10.85,0,1015.6,0,84.5,0,0,0,139.9,0,2.712,0,3.065,0,1097,0,3369,4,7999,4
5/29/2023 15:45,10.95,0,1015.6,0,84.3,0,0,0,138,0,2.552,0,2.866,0,1083,0,3362,4,7999,4
5/29/2023 15:50,11.04,0,1015.6,0,83.8,0,0,0,134.6,0,2.51,0,2.832,0,975,0,3324,4,7999,4
5/29/2023 15:55,11.09,0,1015.6,0,84,0,0,0,125.7,0,2.2,0,2.566,0,1050,0,3359,4,7999,4
5/29/2023 16:00,11.17,0,1015.6,0,82.7,0,0,0,129.1,0,2.125,0,2.566,0,1068,0,3380,4,7999,4
5/29/2023 16:05,11.24,0,1015.6,0,82.4,0,0,0,145.1,0,2.13,0,2.532,0,1095,0,3407,4,7999,4
5/29/2023 16:10,11.29,0,1015.6,0,81.2,0,0,0,145.7,0,1.986,0,2.299,0,1121,0,3420,4,7999,4
5/29/2023 16:15,11.4,0,1015.6,0,80.2,0,0,0,149.1,0,1.821,0,2.199,0,1156,0,3440,4,7999,4
5/29/2023 16:20,11.55,0,1015.6,0,81.4,0,0,0,155.8,0,2.018,0,2.499,0,1189,0,3462,4,7999,4
5/29/2023 16:25,11.59,0,1015.6,0,82,0,0,0,155.8,0,2.053,0,2.332,0,1220,0,3478,4,7999,4
5/29/2023 16:30,11.66,0,1015.7,0,82.5,0,0,0,159.7,0,1.823,0,2.232,0,1268,0,3505,4,7999,4
5/29/2023 16:35,11.66,0,1015.7,0,82.2,0,0,0,154.3,0,1.722,0,2.099,0,1323,0,3525,4,7999,4
5/29/2023 16:40,11.79,0,1015.7,0,82.3,0,0,0,139.4,0,0.974,0,1.466,0,1394,0,3562,4,7999,4
5/29/2023 16:45,12.01,0,1015.7,0,80.5,0,0,0,88.7,0,0.494,0,1.066,0,1451,0,3584,4,7999,4
5/29/2023 16:50,12.37,0,1015.733,0,79.4,0,0,0,39.44,0,2.491,0,3.399,0,1430,0,3574,4,7999,4
5/29/2023 16:55,12.04,0,1015.788,0,80.9,0,0,0,32.36,0,2.577,0,3.165,0,1436,0,3584,4,7999,4
5/29/2023 17:00,11.87,0,1015.8,0,81.5,0,0,0,27.34,0,2.847,0,3.332,0,1436,0,3598,4,7999,4
5/29/2023 17:05,11.81,0,1015.8,0,81.5,0,0,0,26.78,0,2.782,0,3.332,0,1449,0,3620,4,7999,4
5/29/2023 17:10,11.8,0,1015.8,0,82.2,0,0,0,35.51,0,3.046,0,3.798,0,1505,0,3661,4,7999,4
