datetime_pdt,datetime_raw,temp_c,depth_m,sal_psu,do_perc,do_mgl,p_h1,p_h2,tank,co2_ppm,sd_ppm,time
2023-05-29 15:25:00,2023-05-29T15:25:00Z,13.717,0.38,0.01,101.5,10.52,7.57,7.69,Bare,414,2.1213203435596424,15:25:00
2023-05-29 15:30:00,2023-05-29T15:30:00Z,14.568,0.499,27.72,117.9,10.12,8.21,8.01,Bare,409.76,11.277987409108066,15:30:00
2023-05-29 15:35:00,2023-05-29T15:35:00Z,14.384,0.496,27.71,139.4,12.01,8.22,7.99,Bare,364.2,14.75347416712417,15:35:00
2023-05-29 15:40:00,2023-05-29T15:40:00Z,14.402,0.495,27.73,141,12.14,8.22,7.99,Bare,334.3,8.523790236743269,15:40:00
2023-05-29 15:45:00,2023-05-29T15:45:00Z,14.438,0.496,27.73,141.3,12.16,8.22,7.99,Bare,313.56,5.774339789101418,15:45:00
2023-05-29 15:50:00,2023-05-29T15:50:00Z,14.417,0.494,27.72,141.3,12.16,8.22,8,Bare,295.22,3.105157000861629,15:50:00
2023-05-29 15:55:00,2023-05-29T15:55:00Z,14.433,0.495,27.73,141.1,12.15,8.22,8,Bare,284.53999999999996,4.380981625161202,15:55:00
2023-05-29 16:00:00,2023-05-29T16:00:00Z,14.475,0.494,27.74,142,12.21,8.22,8,Bare,278.9,1.4142135623730951,16:00:00
2023-05-29 16:05:00,2023-05-29T16:05:00Z,14.509,0.495,27.74,143.6,12.34,8.23,8,Bare,275.7,1.095445115010332,16:05:00
2023-05-29 16:10:00,2023-05-29T16:10:00Z,14.529,0.495,27.74,144.2,12.38,8.23,8.01,Bare,273.5,0.8944271909999159,16:10:00
2023-05-29 16:15:00,2023-05-29T16:15:00Z,14.534,0.494,27.74,143.9,12.36,8.23,8.01,Bare,275.88,1.2457929201917877,16:15:00
2023-05-29 16:20:00,2023-05-29T16:20:00Z,14.496,0.494,27.74,144.7,12.43,8.24,8.02,Bare,276.29999999999995,1.140175425099138,16:20:00
2023-05-29 16:25:00,2023-05-29T16:25:00Z,14.548,0.494,27.73,144.7,12.43,8.24,8.02,Bare,274.65999999999997,7.189088954798086,16:25:00
2023-05-29 16:30:00,2023-05-29T16:30:00Z,14.55,0.494,27.71,145,12.45,8.24,8.02,Bare,301.06,4.105240553244119,16:30:00
2023-05-29 16:35:00,2023-05-29T16:35:00Z,14.574,0.494,27.72,144.9,12.43,8.24,8.02,Bare,313.1,1.8708286933869709,16:35:00
2023-05-29 16:40:00,2023-05-29T16:40:00Z,14.567,0.494,27.72,144.8,12.43,8.24,8.01,Bare,320.8,0.8944271909999159,16:40:00
2023-05-29 16:45:00,2023-05-29T16:45:00Z,14.597,0.494,27.71,144.6,12.41,8.24,8.01,Bare,322.4,1.3038404810405295,16:45:00
2023-05-29 16:50:00,2023-05-29T16:50:00Z,14.571,0.494,27.71,144.3,12.38,8.24,8.01,Bare,314.72,4.077008707373568,16:50:00
2023-05-29 16:55:00,2023-05-29T16:55:00Z,14.568,0.494,27.71,144.4,12.39,8.24,8.01,Bare,299,4.358898943540674,16:55:00
2023-05-29 17:00:00,2023-05-29T17:00:00Z,14.549,0.493,27.71,145.3,12.48,8.24,8.01,Bare,287.56,3.900384596421242,17:00:00
2023-05-29 17:05:00,2023-05-29T17:05:00Z,14.556,0.494,27.72,145.5,12.49,8.24,8.01,Bare,274.47999999999996,3.4687173421885964,17:05:00
2023-05-29 17:10:00,2023-05-29T17:10:00Z,14.534,0.494,27.72,145.5,12.5,8.24,8.01,Bare,271.02,9.326950198215906,17:10:00
2023-05-29 17:15:00,2023-05-29T17:15:00Z,14.522,0.493,27.71,144.5,12.42,8.24,8.02,Bare,295.78,1.685823241030931,17:15:00
2023-05-29 17:20:00,2023-05-29T17:20:00Z,14.447,0.493,27.73,145.7,12.53,8.25,8.02,Bare,289.14,3.8836838182323863,17:20:00
2023-05-29 17:25:00,2023-05-29T17:25:00Z,14.466,0.493,27.72,145.5,12.51,8.25,8.02,Bare,280.06,2.910841802640588,17:25:00
2023-05-29 17:30:00,2023-05-29T17:30:00Z,14.464,0.493,27.72,145.7,12.53,8.25,8.03,Bare,273.8,1.4142135623730951,17:30:00
2023-05-29 17:35:00,2023-05-29T17:35:00Z,14.465,0.493,27.73,145.8,12.54,8.25,8.03,Bare,272.40000000000003,1.140175425099138,17:35:00
2023-05-29 17:40:00,2023-05-29T17:40:00Z,14.43,0.493,27.73,145.9,12.55,8.25,8.03,Bare,270.18,1.149782588144387,17:40:00
2023-05-29 17:45:00,2023-05-29T17:45:00Z,14.4,0.493,27.73,145.4,12.52,8.25,8.03,Bare,268.94,0.427784992724145,17:45:00
2023-05-29 17:50:00,2023-05-29T17:50:00Z,14.35,0.492,27.73,144.7,12.48,8.25,8.03,Bare,272.98,0.8136338242723147,17:50:00
2023-05-29 17:55:00,2023-05-29T17:55:00Z,14.344,0.492,27.75,144.5,12.45,8.25,8.03,Bare,276.8,3.1622776601683795,17:55:00
2023-05-29 18:00:00,2023-05-29T18:00:00Z,14.305,0.492,27.74,144.4,12.46,8.25,8.04,Bare,279.2,1.51657508881031,18:00:00
2023-05-29 18:05:00,2023-05-29T18:05:00Z,14.253,0.491,27.73,143.6,12.4,8.25,8.04,Bare,286.62,3.579385422108097,18:05:00
2023-05-29 18:10:00,2023-05-29T18:10:00Z,14.209,0.491,27.73,144.8,12.52,8.26,8.05,Bare,295.29999999999995,2.9664793948382653,18:10:00
2023-05-29 18:15:00,2023-05-29T18:15:00Z,14.177,0.49,27.75,143.8,12.44,8.26,8.05,Bare,302.9,1,18:15:00
2023-05-29 18:20:00,2023-05-29T18:20:00Z,14.1,0.491,27.77,144.2,12.49,8.26,8.05,Bare,323.7,16.721542991004146,18:20:00
2023-05-29 18:25:00,2023-05-29T18:25:00Z,14.1,0.491,27.76,144,12.48,8.26,8.05,Bare,353.94,4.753209442050697,18:25:00
2023-05-29 18:30:00,2023-05-29T18:30:00Z,14.063,0.491,27.76,143.3,12.42,8.26,8.04,Bare,355.52,1.8143869488066673,18:30:00
2023-05-29 18:35:00,2023-05-29T18:35:00Z,14.023,0.491,27.76,143,12.41,8.26,8.05,Bare,347.44,2.5065913109240645,18:35:00
2023-05-29 18:40:00,2023-05-29T18:40:00Z,13.983,0.491,27.77,143.3,12.44,8.26,8.05,Bare,336.16,3.428264867246974,18:40:00
2023-05-29 18:45:00,2023-05-29T18:45:00Z,13.944,0.492,27.77,142.8,12.41,8.26,8.05,Bare,335.74,4.091821110459235,18:45:00
2023-05-29 18:50:00,2023-05-29T18:50:00Z,13.908,0.492,27.77,141.8,12.34,8.26,8.05,Bare,316.4,9.171150418568022,18:50:00
2023-05-29 18:55:00,2023-05-29T18:55:00Z,13.863,0.493,27.76,141.2,12.29,8.26,8.05,Bare,297.26,5.229053451629636,18:55:00
2023-05-29 19:00:00,2023-05-29T19:00:00Z,13.841,0.493,27.76,141.3,12.31,8.26,8.05,Bare,286,2.280350850198276,19:00:00
2023-05-29 19:05:00,2023-05-29T19:05:00Z,13.795,0.492,27.76,140.6,12.26,8.26,8.05,Bare,294,2.16794833886788,19:05:00
2023-05-29 19:10:00,2023-05-29T19:10:00Z,13.758,0.493,27.77,139.8,12.2,8.26,8.05,Bare,297.88,0.742967024840256,19:10:00
2023-05-29 19:15:00,2023-05-29T19:15:00Z,13.729,0.491,27.77,139.1,12.14,8.26,8.05,Bare,307.32,2.330665141113161,19:15:00
2023-05-29 19:20:00,2023-05-29T19:20:00Z,13.679,0.492,27.78,139.3,12.17,8.26,8.05,Bare,312.74,2.1961329650091836,19:20:00
2023-05-29 19:25:00,2023-05-29T19:25:00Z,13.665,0.493,27.77,139.2,12.17,8.25,8.05,Bare,316.6,1.816590212458495,19:25:00
2023-05-29 19:30:00,2023-05-29T19:30:00Z,13.644,0.492,27.78,138.6,12.12,8.26,8.05,Bare,321.6,2.701851217221259,19:30:00
2023-05-29 19:35:00,2023-05-29T19:35:00Z,13.631,0.492,27.78,138.2,12.09,8.26,8.05,Bare,327.64,1.8283872675120032,19:35:00
2023-05-29 19:40:00,2023-05-29T19:40:00Z,13.597,0.493,27.76,137.4,12.03,8.25,8.05,Bare,326.26,2.8058866691297495,19:40:00
2023-05-29 19:45:00,2023-05-29T19:45:00Z,13.574,0.493,27.76,136.9,11.99,8.25,8.04,Bare,311.74,5.759600680602789,19:45:00
2023-05-29 19:50:00,2023-05-29T19:50:00Z,13.528,0.493,27.74,136.4,11.96,8.25,8.04,Bare,299.64,4.4802901691743,19:50:00
2023-05-29 19:55:00,2023-05-29T19:55:00Z,13.479,0.493,27.73,135.3,11.87,8.24,8.04,Bare,288.76,3.3619934562696683,19:55:00
2023-05-29 20:00:00,2023-05-29T20:00:00Z,13.461,0.492,27.73,134.8,11.84,8.24,8.03,Bare,288.34,0.5856620185738618,20:00:00
2023-05-29 20:05:00,2023-05-29T20:05:00Z,13.444,0.493,27.74,134.7,11.83,8.25,8.03,Bare,281.7,1.4142135623730951,20:05:00
2023-05-29 20:10:00,2023-05-29T20:10:00Z,13.436,0.493,27.74,134.8,11.84,8.24,8.03,Bare,279.7,1.8708286933869709,20:10:00
2023-05-29 20:15:00,2023-05-29T20:15:00Z,13.426,0.494,27.73,134.7,11.84,8.24,8.03,Bare,269.20000000000005,4.219004621945797,20:15:00
2023-05-29 20:20:00,2023-05-29T20:20:00Z,13.398,0.493,27.73,133.6,11.74,8.24,8.03,Bare,268,1.949358868961793,20:20:00
2023-05-29 20:25:00,2023-05-29T20:25:00Z,13.405,0.493,27.74,133.5,11.73,8.24,8.03,Bare,271.40000000000003,0.8366600265340756,20:25:00
2023-05-29 20:30:00,2023-05-29T20:30:00Z,13.385,0.494,27.71,133.2,11.71,8.23,8.03,Bare,266.8,2.3874672772626644,20:30:00
2023-05-29 20:35:00,2023-05-29T20:35:00Z,13.321,0.493,27.7,131.7,11.6,8.21,8.02,Bare,257.32,2.532192725682634,20:35:00
2023-05-29 20:40:00,2023-05-29T20:40:00Z,13.25,0.494,27.69,130.3,11.49,8.21,8.01,Bare,257.7,0.8366600265340756,20:40:00
2023-05-29 20:45:00,2023-05-29T20:45:00Z,13.163,0.494,27.68,128.3,11.33,8.19,8,Bare,262.96000000000004,1.6861198059450018,20:45:00
2023-05-29 20:50:00,2023-05-29T20:50:00Z,13.103,0.494,27.67,127.4,11.28,8.19,7.99,Bare,266.40000000000003,0.8366600265340756,20:50:00
2023-05-29 20:55:00,2023-05-29T20:55:00Z,13.064,0.494,27.67,126,11.16,8.18,7.99,Bare,266,0.5477225575051661,20:55:00
2023-05-29 21:00:00,2023-05-29T21:00:00Z,13.022,0.495,27.68,125.1,11.09,8.18,7.98,Bare,271.40000000000003,5.06951674225463,21:00:00
2023-05-29 21:05:00,2023-05-29T21:05:00Z,12.988,0.496,27.67,124.5,11.04,8.17,7.98,Bare,289.14,9.042289533077351,21:05:00
2023-05-29 21:10:00,2023-05-29T21:10:00Z,12.95,0.496,27.67,123.8,10.99,8.17,7.98,Bare,307.86,2.3880954754783006,21:10:00
2023-05-29 21:15:00,2023-05-29T21:15:00Z,12.916,0.496,27.67,123.3,10.95,8.17,7.97,Bare,312.5,1.140175425099138,21:15:00
2023-05-29 21:20:00,2023-05-29T21:20:00Z,12.859,0.497,27.67,121.2,10.78,8.15,7.96,Bare,325.38,6.459256923207196,21:20:00
2023-05-29 21:25:00,2023-05-29T21:25:00Z,12.832,0.497,27.66,120.8,10.75,8.15,7.96,Bare,341.34000000000003,1.9204166214652487,21:25:00
2023-05-29 21:30:00,2023-05-29T21:30:00Z,12.811,0.498,27.66,120.4,10.72,8.16,7.95,Bare,344.90000000000003,1.6431676725154984,21:30:00
2023-05-29 21:35:00,2023-05-29T21:35:00Z,12.743,0.499,27.65,119.5,10.66,8.14,7.94,Bare,343.70000000000005,0.5477225575051661,21:35:00
2023-05-29 21:40:00,2023-05-29T21:40:00Z,12.718,0.499,27.65,118.7,10.59,8.14,7.94,Bare,355.8,4.505552130427524,21:40:00
2023-05-29 21:45:00,2023-05-29T21:45:00Z,12.675,0.5,27.65,117.9,10.53,8.13,7.94,Bare,354.59999999999997,3.286335345030997,21:45:00
2023-05-29 21:50:00,2023-05-29T21:50:00Z,12.646,0.499,27.65,117.4,10.49,8.13,7.93,Bare,360.84,8.002687048735579,21:50:00
2023-05-29 21:55:00,2023-05-29T21:55:00Z,12.619,0.5,27.64,117,10.46,8.12,7.93,Bare,365.1,0.8366600265340756,21:55:00
2023-05-29 22:00:00,2023-05-29T22:00:00Z,12.595,0.499,27.64,116.4,10.41,8.12,7.93,Bare,358.82,2.74262647839622,22:00:00
2023-05-29 22:05:00,2023-05-29T22:05:00Z,12.557,0.499,27.64,115.9,10.37,8.12,7.92,Bare,357.59999999999997,0.8944271909999159,22:05:00
2023-05-29 22:10:00,2023-05-29T22:10:00Z,12.525,0.498,27.63,115.5,10.35,8.11,7.92,Bare,356.4,0.8366600265340756,22:10:00
2023-05-29 22:15:00,2023-05-29T22:15:00Z,12.496,0.499,27.63,114.3,10.25,8.11,7.91,Bare,354.59999999999997,0.8944271909999159,22:15:00
2023-05-29 22:20:00,2023-05-29T22:20:00Z,12.453,0.498,27.63,112.6,10.1,8.1,7.9,Bare,351.38,1.100908715561829,22:20:00
2023-05-29 22:25:00,2023-05-29T22:25:00Z,12.449,0.499,27.63,112.7,10.11,8.1,7.9,Bare,347.92,2.5321927256826102,22:25:00
2023-05-29 22:30:00,2023-05-29T22:30:00Z,12.437,0.499,27.62,112.5,10.1,8.09,7.9,Bare,342.52000000000004,1.712308383440306,22:30:00
2023-05-29 22:35:00,2023-05-29T22:35:00Z,12.406,0.5,27.62,112.2,10.08,8.09,7.9,Bare,343.1,1.5811388300841898,22:35:00
2023-05-29 22:40:00,2023-05-29T22:40:00Z,12.369,0.501,27.61,110.9,9.96,8.09,7.93,Bare,346.5,1.140175425099138,22:40:00
2023-05-29 22:45:00,2023-05-29T22:45:00Z,12.348,0.501,27.61,109.7,9.87,8.09,7.89,Bare,352.16,2.270022026324843,22:45:00
2023-05-29 22:50:00,2023-05-29T22:50:00Z,12.326,0.501,27.6,110.2,9.91,8.08,7.89,Bare,352.54,0.9289779329994752,22:50:00
2023-05-29 22:55:00,2023-05-29T22:55:00Z,12.299,0.501,27.6,110,9.9,8.08,7.89,Bare,352.32,1.6858232410309069,22:55:00
2023-05-29 23:00:00,2023-05-29T23:00:00Z,12.22,0.501,27.59,108.8,9.82,8.08,7.88,Bare,362.82,5.265168563303562,23:00:00
2023-05-29 23:05:00,2023-05-29T23:05:00Z,12.196,0.501,27.58,108.3,9.77,8.07,7.87,Bare,372.42,1.7239489551608034,23:05:00
2023-05-29 23:10:00,2023-05-29T23:10:00Z,12.131,0.5,27.56,107.9,9.75,8.06,7.87,Bare,375.16,2.2210357943986225,23:10:00
2023-05-29 23:15:00,2023-05-29T23:15:00Z,12.109,0.5,27.56,107.2,9.69,8.06,7.87,Bare,386,1.140175425099138,23:15:00
2023-05-29 23:20:00,2023-05-29T23:20:00Z,12.098,0.5,27.57,106.5,9.63,8.06,7.86,Bare,386.7999999999999,2.073644135332772,23:20:00
2023-05-29 23:25:00,2023-05-29T23:25:00Z,12.098,0.5,27.56,105.8,9.57,8.06,7.86,Bare,388.62,1.8143869488066824,23:25:00
2023-05-29 23:30:00,2023-05-29T23:30:00Z,12.088,0.5,27.56,105.7,9.56,8.05,7.87,Bare,388.84,0.6024948132556952,23:30:00
2023-05-29 23:35:00,2023-05-29T23:35:00Z,12.091,0.5,27.56,105.9,9.58,8.05,7.88,Bare,390.06,0.5594640292279779,23:35:00
2023-05-29 23:40:00,2023-05-29T23:40:00Z,12.06,0.501,27.55,105.7,9.57,8.05,7.87,Bare,397.54,7.864667825153215,23:40:00
2023-05-29 23:45:00,2023-05-29T23:45:00Z,12.041,0.501,27.54,105.8,9.58,8.05,7.86,Bare,405.8,1.095445115010332,23:45:00
2023-05-29 23:50:00,2023-05-29T23:50:00Z,12.032,0.501,27.54,105,9.52,8.05,7.85,Bare,397.92,3.175216528049712,23:50:00
2023-05-29 23:55:00,2023-05-29T23:55:00Z,12.014,0.501,27.54,105,9.52,8.05,7.86,Bare,397.9,0.8944271909999159,23:55:00
2023-05-30 00:00:00,2023-05-30T00:00:00Z,11.999,0.501,27.54,104.4,9.46,8.05,7.86,Bare,410.62,9.539758906806812,00:00:00
2023-05-30 00:05:00,2023-05-30T00:05:00Z,11.986,0.502,27.53,104.2,9.45,8.04,7.86,Bare,418.72,2.8639134065121534,00:05:00
2023-05-30 00:10:00,2023-05-30T00:10:00Z,11.989,0.5,27.52,104.4,9.47,8.04,7.85,Bare,417.88,2.20499433105846,00:10:00
2023-05-30 00:15:00,2023-05-30T00:15:00Z,11.967,0.501,27.51,104.3,9.47,8.04,7.84,Bare,418.7,4.791137651956992,00:15:00
2023-05-30 00:20:00,2023-05-30T00:20:00Z,11.951,0.501,27.51,103.9,9.43,8.04,7.84,Bare,424.3,1.3416407864998738,00:20:00
2023-05-30 00:25:00,2023-05-30T00:25:00Z,11.946,0.502,27.5,102.7,9.32,8.04,7.84,Bare,427.18,0.9338094023943092,00:25:00
2023-05-30 00:30:00,2023-05-30T00:30:00Z,11.936,0.501,27.5,103,9.35,8.04,7.84,Bare,424.34,1.4808781178746535,00:30:00
2023-05-30 00:35:00,2023-05-30T00:35:00Z,11.926,0.503,27.49,103.7,9.41,8.03,7.83,Bare,425.52,0.8729261137118162,00:35:00
2023-05-30 00:40:00,2023-05-30T00:40:00Z,11.92,0.501,27.49,103.7,9.42,8.06,7.83,Bare,425.54,0.8792041856133405,00:40:00
2023-05-30 00:45:00,2023-05-30T00:45:00Z,11.918,0.501,27.49,103.5,9.4,8.03,7.83,Bare,427.98,2.304777646542075,00:45:00
2023-05-30 00:50:00,2023-05-30T00:50:00Z,11.899,0.502,27.48,103.3,9.39,8.04,7.82,Bare,426.96,2.328733561402002,00:50:00
2023-05-30 00:55:00,2023-05-30T00:55:00Z,11.881,0.501,27.48,103,9.36,8.03,7.82,Bare,422.1,1.140175425099138,00:55:00
2023-05-30 01:00:00,2023-05-30T01:00:00Z,11.879,0.501,27.49,103,9.37,8.02,7.83,Bare,436.26,6.855144053920367,01:00:00
2023-05-30 01:05:00,2023-05-30T01:05:00Z,11.85,0.501,27.48,102.8,9.35,8.03,7.82,Bare,451.02,4.571870514351876,01:05:00
2023-05-30 01:10:00,2023-05-30T01:10:00Z,11.84,0.501,27.49,102.6,9.33,8.02,7.82,Bare,461.88,0.8318653737234161,01:10:00
2023-05-30 01:15:00,2023-05-30T01:15:00Z,11.876,0.502,27.52,102.6,9.33,8.02,7.82,Bare,470.94,6.57822164418316,01:15:00
2023-05-30 01:20:00,2023-05-30T01:20:00Z,11.966,0.502,27.55,100.3,9.09,8.02,7.81,Bare,502.82,7.867146877998396,01:20:00
2023-05-30 01:25:00,2023-05-30T01:25:00Z,11.876,0.502,27.5,100.9,9.17,8.02,7.81,Bare,514.5,1.224744871391589,01:25:00
2023-05-30 01:30:00,2023-05-30T01:30:00Z,11.858,0.502,27.52,100.8,9.17,8.02,7.81,Bare,521.1800000000001,7.378143397901687,01:30:00
2023-05-30 01:35:00,2023-05-30T01:35:00Z,11.87,0.503,27.54,100.5,9.14,8.02,7.81,Bare,528.0400000000001,2.75009090758834,01:35:00
2023-05-30 01:40:00,2023-05-30T01:40:00Z,11.886,0.503,27.56,100.2,9.1,8.01,7.81,Bare,532.2800000000001,1.5433729296576442,01:40:00
2023-05-30 01:45:00,2023-05-30T01:45:00Z,11.835,0.503,27.53,100,9.09,8.01,7.8,Bare,538.9000000000001,0.8366600265340756,01:45:00
2023-05-30 01:50:00,2023-05-30T01:50:00Z,11.828,0.503,27.55,99.9,9.08,8.01,7.8,Bare,540.12,3.167333263172631,01:50:00
2023-05-30 01:55:00,2023-05-30T01:55:00Z,11.843,0.503,27.57,99.3,9.03,8,7.8,Bare,557.26,4.3866843971273,01:55:00
2023-05-30 02:00:00,2023-05-30T02:00:00Z,11.848,0.505,27.57,99,9.01,8,7.79,Bare,583.48,16.432802560732025,02:00:00
2023-05-30 02:05:00,2023-05-30T02:05:00Z,11.845,0.505,27.59,98.7,8.97,7.99,7.79,Bare,612.7199999999999,9.02950718478036,02:05:00
2023-05-30 02:10:00,2023-05-30T02:10:00Z,11.841,0.504,27.59,98.3,8.93,7.99,7.78,Bare,661.14,17.330118291575484,02:10:00
2023-05-30 02:15:00,2023-05-30T02:15:00Z,11.818,0.504,27.59,97.9,8.9,7.99,7.79,Bare,704.72,11.7569979161349,02:15:00
2023-05-30 02:20:00,2023-05-30T02:20:00Z,11.814,0.504,27.62,97.3,8.85,7.98,7.78,Bare,742.4,13.6403812263441,02:20:00
2023-05-30 02:25:00,2023-05-30T02:25:00Z,11.816,0.504,27.62,97.2,8.84,7.98,7.78,Bare,760.36,1.6831518053936878,02:25:00
2023-05-30 02:30:00,2023-05-30T02:30:00Z,11.8,0.505,27.62,97.1,8.84,7.99,7.77,Bare,762.58,1.0256705123966527,02:30:00
2023-05-30 02:35:00,2023-05-30T02:35:00Z,11.797,0.505,27.63,97.2,8.84,7.98,7.77,Bare,763.36,4.9631643132179395,02:35:00
2023-05-30 02:40:00,2023-05-30T02:40:00Z,11.758,0.504,27.61,97,8.84,7.98,7.77,Bare,770.8000000000001,0.8366600265340756,02:40:00
2023-05-30 02:45:00,2023-05-30T02:45:00Z,11.74,0.505,27.63,97.2,8.86,7.98,7.77,Bare,774.88,3.1483328921827898,02:45:00
2023-05-30 02:50:00,2023-05-30T02:50:00Z,11.755,0.505,27.64,96.8,8.82,7.97,7.77,Bare,758.14,9.2543503283591,02:50:00
2023-05-30 02:55:00,2023-05-30T02:55:00Z,11.72,0.506,27.62,96.6,8.8,7.98,7.77,Bare,735.98,6.810800246667072,02:55:00
2023-05-30 03:00:00,2023-05-30T03:00:00Z,11.69,0.506,27.62,96.6,8.8,7.98,7.77,Bare,719.84,5.083601085844512,03:00:00
2023-05-30 03:05:00,2023-05-30T03:05:00Z,11.68,0.507,27.64,96.5,8.8,7.97,7.77,Bare,723.5,2.16794833886788,03:05:00
2023-05-30 03:10:00,2023-05-30T03:10:00Z,11.677,0.506,27.63,96.2,8.77,7.98,7.77,Bare,731.0999999999999,1.6431676725154984,03:10:00
2023-05-30 03:15:00,2023-05-30T03:15:00Z,11.672,0.507,27.64,95.8,8.74,7.98,7.77,Bare,733.9399999999999,1.8689569283426637,03:15:00
2023-05-30 03:20:00,2023-05-30T03:20:00Z,11.663,0.507,27.65,96,8.76,7.98,7.76,Bare,729.9,4.979959839195493,03:20:00
2023-05-30 03:25:00,2023-05-30T03:25:00Z,11.66,0.507,27.65,96,8.76,7.97,7.76,Bare,709.74,8.839852939953253,03:25:00
2023-05-30 03:30:00,2023-05-30T03:30:00Z,11.652,0.508,27.65,95.8,8.74,7.97,7.76,Bare,697.24,2.8165581833152418,03:30:00
2023-05-30 03:35:00,2023-05-30T03:35:00Z,11.653,0.508,27.65,95.7,8.73,7.97,7.77,Bare,694.62,3.093864896856368,03:35:00
2023-05-30 03:40:00,2023-05-30T03:40:00Z,11.64,0.507,27.65,95.6,8.73,7.97,7.76,Bare,698.44,1.569394787808357,03:40:00
2023-05-30 03:45:00,2023-05-30T03:45:00Z,11.64,0.508,27.66,95.7,8.73,7.97,7.76,Bare,697,1,03:45:00
2023-05-30 03:50:00,2023-05-30T03:50:00Z,11.627,0.508,27.66,95.9,8.76,7.97,7.76,Bare,683.1,6.368280772704686,03:50:00
2023-05-30 03:55:00,2023-05-30T03:55:00Z,11.637,0.508,27.66,95.8,8.74,7.97,7.76,Bare,673.5999999999999,0.44721359549995793,03:55:00
2023-05-30 04:00:00,2023-05-30T04:00:00Z,11.651,0.508,27.67,95.8,8.74,7.97,7.76,Bare,670.8,1.5811388300841898,04:00:00
2023-05-30 04:05:00,2023-05-30T04:05:00Z,11.685,0.509,27.69,95.5,8.71,7.96,7.76,Bare,672.8,3,04:05:00
2023-05-30 04:10:00,2023-05-30T04:10:00Z,11.685,0.509,27.69,95.4,8.7,7.96,7.75,Bare,678.88,1.2255610959882828,04:10:00
2023-05-30 04:15:00,2023-05-30T04:15:00Z,11.685,0.51,27.69,96.1,8.76,7.97,7.76,Bare,685.36,4.091821110459266,04:15:00
2023-05-30 04:20:00,2023-05-30T04:20:00Z,11.694,0.51,27.7,95.7,8.72,7.97,7.76,Bare,690.2,1.4832396974191326,04:20:00
2023-05-30 04:25:00,2023-05-30T04:25:00Z,11.697,0.51,27.69,95.9,8.74,7.96,7.76,Bare,661.3,13.390668392578435,04:25:00
2023-05-30 04:30:00,2023-05-30T04:30:00Z,11.688,0.51,27.69,97,8.84,7.98,7.77,Bare,619.56,14.482161440889955,04:30:00
2023-05-30 04:35:00,2023-05-30T04:35:00Z,11.689,0.51,27.69,97.3,8.87,7.98,7.77,Bare,573.82,11.134046883321464,04:35:00
2023-05-30 04:40:00,2023-05-30T04:40:00Z,11.694,0.509,27.7,97.2,8.86,7.98,7.78,Bare,546.1999999999999,6.332850858815468,04:40:00
2023-05-30 04:45:00,2023-05-30T04:45:00Z,11.694,0.511,27.69,97.3,8.86,7.98,7.77,Bare,523.82,9.604530181117678,04:45:00
2023-05-30 04:50:00,2023-05-30T04:50:00Z,11.674,0.511,27.7,96.3,8.78,7.97,7.76,Bare,504.04,4.443309577330855,04:50:00
2023-05-30 04:55:00,2023-05-30T04:55:00Z,11.678,0.51,27.7,96.7,8.82,7.98,7.76,Bare,492.56,2.98713909953988,04:55:00
2023-05-30 05:00:00,2023-05-30T05:00:00Z,11.682,0.511,27.69,96.3,8.78,7.98,7.76,Bare,489.1,1.095445115010332,05:00:00
2023-05-30 05:05:00,2023-05-30T05:05:00Z,11.671,0.512,27.7,96.3,8.78,7.97,7.76,Bare,479.84,5.558147173294365,05:05:00
2023-05-30 05:10:00,2023-05-30T05:10:00Z,11.666,0.512,27.69,96,8.76,7.97,7.76,Bare,471.16,1.4328293687665608,05:10:00
2023-05-30 05:15:00,2023-05-30T05:15:00Z,11.659,0.512,27.7,95.8,8.74,7.97,7.76,Bare,471.38,2.6195419446918473,05:15:00
2023-05-30 05:20:00,2023-05-30T05:20:00Z,11.654,0.512,27.71,96.1,8.77,7.98,7.76,Bare,474.4,1.9235384061671343,05:20:00
2023-05-30 05:25:00,2023-05-30T05:25:00Z,11.651,0.513,27.7,96.5,8.8,7.97,7.76,Bare,482.24,2.9585469406450287,05:25:00
2023-05-30 05:30:00,2023-05-30T05:30:00Z,11.649,0.514,27.71,96.4,8.79,7.97,7.76,Bare,488.9,2.302172886644267,05:30:00
2023-05-30 05:35:00,2023-05-30T05:35:00Z,11.634,0.514,27.71,96.1,8.77,7.97,7.76,Bare,498.2,4.54972526643093,05:35:00
2023-05-30 05:40:00,2023-05-30T05:40:00Z,11.623,0.514,27.71,95.9,8.76,7.97,7.76,Bare,515.58,4.990190377129924,05:40:00
2023-05-30 05:45:00,2023-05-30T05:45:00Z,11.619,0.515,27.71,95.8,8.75,7.97,7.76,Bare,526,1.816590212458495,05:45:00
2023-05-30 05:50:00,2023-05-30T05:50:00Z,11.622,0.515,27.71,95.8,8.74,7.96,7.76,Bare,530.84,3.596248044837849,05:50:00
2023-05-30 05:55:00,2023-05-30T05:55:00Z,11.625,0.515,27.72,95.4,8.7,7.97,7.75,Bare,546.4,0.8944271909999159,05:55:00
2023-05-30 06:00:00,2023-05-30T06:00:00Z,11.618,0.516,27.72,95,8.67,7.96,7.75,Bare,555.24,3.4875492828059196,06:00:00
2023-05-30 06:05:00,2023-05-30T06:05:00Z,11.616,0.516,27.72,95.3,8.7,7.96,7.75,Bare,559.9,0.7071067811865476,06:05:00
