datetime,co2_ppm_bare,co2_ppm_eelgrass,sd_ppm_bare,sd_ppm_eelgrass
2023-05-27T17:50:00Z,434.46000000000004,447.09999999999997,1.3758633653092236,1.51657508881031
2023-05-27T17:55:00Z,431.64,441.5,3.1848076865016637,0.44721359549995793
2023-05-27T18:00:00Z,431.4,441.48,0.8944271909999159,0.8318653737234181
2023-05-27T18:05:00Z,434.5,443.3,2.701851217221259,3.0495901363953815
2023-05-27T18:10:00Z,435.1,441.9,1.224744871391589,0.8366600265340756
2023-05-27T18:15:00Z,438.1,447.32,2,2.733495930123189
2023-05-27T18:20:00Z,441.12,448.7,1.8713631395322496,0.7071067811865476
2023-05-27T18:25:00Z,440.1,448.7,1.224744871391589,0.7071067811865476
2023-05-27T18:30:00Z,437.70000000000005,444.48,1.51657508881031,5.063793044744211
2023-05-27T18:35:00Z,435.5,440.09999999999997,1.140175425099138,1.140175425099138
2023-05-27T18:40:00Z,433.04,441.28,2.0007498594277098,0.8843076387773688
2023-05-27T18:45:00Z,433,440.7,NA,NA
2023-05-27T19:10:00Z,309.041,310.4533333333333,261.9901815774782,260.69933358820333
2023-05-27T19:15:00Z,455.48,464.46,3.874532229831115,4.010361579708239
2023-05-27T19:20:00Z,446.8,456.22,2.073644135332772,1.8525657883054933
2023-05-27T19:25:00Z,441.8666666666667,453.8,1.1547005383792515,1
2023-05-27T22:35:00Z,290.25600000000003,277.49333333333334,245.69933049969836,232.29719785940884
2023-05-27T22:40:00Z,429.28000000000003,432.24,2.619541944691865,4.130738432774449
2023-05-27T22:45:00Z,423.42,432.38,2.1981810662454557,2.3199137915017487
2023-05-27T22:50:00Z,405.86,421.32,19.872669674706522,11.703717358172993
2023-05-27T22:55:00Z,343.86,354.66,15.192531059701672,22.98962809616544
2023-05-27T23:00:00Z,305.88,303.46,9.914484353711996,13.325464344629786
2023-05-27T23:05:00Z,287.76,271.82,4.345457398249354,10.062156826446296
2023-05-27T23:10:00Z,274.9,249.44,3.24037034920393,4.770010482168774
2023-05-27T23:15:00Z,268.68,237.58,1.8143869488066673,4.518517455980441
2023-05-27T23:20:00Z,262.40000000000003,225.88,2.073644135332772,4.36256805104517
2023-05-27T23:25:00Z,255.98000000000002,216.73999999999998,1.6619265928433826,3.5366650958211974
2023-05-27T23:30:00Z,250.89999999999998,210.78,1.4832396974191326,1.1322543883774534
2023-05-27T23:35:00Z,246.88,206.72,1.6619265928433773,2.433515974880788
2023-05-27T23:40:00Z,243.6,202.66,1,1.1238327277669047
2023-05-27T23:45:00Z,241.79999999999998,197.62,3.03315017762062,0.9066421565314502
2023-05-27T23:50:00Z,242.4,197,0.8366600265340756,0.7071067811865476
2023-05-27T23:55:00Z,240.6,195.8,1.4142135623730951,0.44721359549995793
2023-05-28T00:00:00Z,239.18,195.4,1.1755849607748456,1.140175425099138
2023-05-28T00:05:00Z,239.6,195.8,0.7071067811865476,1.4832396974191326
2023-05-28T00:10:00Z,236.72,195.2,1.1366617790706235,1.3038404810405297
2023-05-28T00:15:00Z,237.52,194.8,0.7429670248402663,1.3038404810405297
2023-05-28T00:20:00Z,236.34,190.52,0.4159326868617101,1.3863621460498672
2023-05-28T00:25:00Z,237.38,188.32,1.3198484761517124,1.1755849607748456
2023-05-28T00:30:00Z,236.98,188.54,1.171324037147704,0.5412947441089745
2023-05-28T00:35:00Z,234.5,187.5,1.224744871391589,0.8944271909999159
2023-05-28T00:40:00Z,233.9,186.9,0.5477225575051661,0.7071067811865476
2023-05-28T00:45:00Z,236.34,185.9,1.9552493447128407,1.224744871391589
2023-05-28T00:50:00Z,235.7,186.9,1.0954451150103321,1.224744871391589
2023-05-28T00:55:00Z,232.9,186.5,1.140175425099138,0.8944271909999159
2023-05-28T01:00:00Z,234.1,188.3,0.5477225575051661,1.140175425099138
2023-05-28T01:05:00Z,233.08,189.3,0.9121403400793093,1.3416407864998738
2023-05-28T01:10:00Z,232.28,186.70000000000002,1.1144505372604014,0.8366600265340756
2023-05-28T01:15:00Z,233.86,186.08,0.8619744775803998,2.4314604664686588
2023-05-28T01:20:00Z,235.7,187.26000000000002,0.44721359549995793,1.9856988694160027
2023-05-28T01:25:00Z,237.1,185.86,1.3416407864998738,1.246194206373949
2023-05-28T01:30:00Z,237.68,187.48000000000002,1.3274034804836081,1.1755849607748456
2023-05-28T01:35:00Z,240.3,184.64000000000001,0.8366600265340756,1.9552493447128407
2023-05-28T01:40:00Z,239.08,183,1.1755849607748456,0.8366600265340756
2023-05-28T01:45:00Z,241.5,185,1.224744871391589,0.44721359549995793
2023-05-28T01:50:00Z,244.9,185.44,0.8944271909999159,0.5412947441089745
2023-05-28T01:55:00Z,245.7,185.26000000000002,0.8366600265340756,1.3575713609236155
2023-05-28T02:00:00Z,247.92,184.60000000000002,1.3718600511713996,0.8366600265340756
2023-05-28T02:05:00Z,250.79999999999998,186.24,0.44721359549995793,2.0032473636573163
2023-05-28T02:10:00Z,252.78,188.3,2.1822007240398387,0.8944271909999159
2023-05-28T02:15:00Z,256.6,187.82000000000002,1.870828693386982,0.6723094525588664
2023-05-28T02:20:00Z,259,188.04000000000002,1.3416407864998738,0.42778499272414966
2023-05-28T02:25:00Z,261.82,188.46,2.2004544985070584,0.9289779329994853
2023-05-28T02:30:00Z,264.68,188.24,0.742967024840256,1.5533834040570904
2023-05-28T02:35:00Z,266.26,189.08,0.5594640292279697,0.4604345773288527
2023-05-28T02:40:00Z,268.09999999999997,191.3,1.3416407864998738,1.140175425099138
2023-05-28T02:45:00Z,271.3,193.28,1.6733200530681511,0.5215361924162133
2023-05-28T02:50:00Z,273.5,192.1,1.3038404810405297,0.44721359549995793
2023-05-28T02:55:00Z,275.3,193.70000000000002,1.140175425099138,0.8366600265340756
2023-05-28T03:00:00Z,280.54,193.5,1.3315404612703352,1.6733200530681511
2023-05-28T03:05:00Z,284.6,194.1,1.3038404810405297,1.4832396974191326
2023-05-28T03:10:00Z,286.40000000000003,196.68,0.5477225575051661,0.8613942186943198
2023-05-28T03:15:00Z,290.8,199.1,2.449489742783178,1.3038404810405297
2023-05-28T03:20:00Z,294.2,201.1,2.6076809620810595,2.16794833886788
2023-05-28T03:25:00Z,300.64,202.1,1.5076471735787436,2.949576240750525
2023-05-28T03:30:00Z,301.47999999999996,202.1,1.1755849607748354,3.1937438845342623
2023-05-28T03:35:00Z,305.28,204.70000000000002,1.3863621460498543,0.44721359549995793
2023-05-28T03:40:00Z,309.29999999999995,204.92000000000002,0.5477225575051661,1.7753872816937692
2023-05-28T03:45:00Z,314.91999999999996,207.56,0.7429670248402767,1.7213366899011915
2023-05-28T03:50:00Z,313.9,206.52,0.7071067811865476,0.5674504383644431
2023-05-28T03:55:00Z,316.94,207.12,3.1942135182232336,1.1366617790706235
2023-05-28T04:00:00Z,322.38,208.78,1.6946976131451938,0.49193495504995116
2023-05-28T04:05:00Z,323.4,210.4,1.140175425099138,0.8944271909999159
2023-05-28T04:10:00Z,328.2,212,1.3038404810405297,1.4142135623730951
2023-05-28T04:15:00Z,331.02,214.38,0.7085195833567347,1.1497825881443842
2023-05-28T04:20:00Z,335.26,215.54,2.823650119968843,0.4929503017546526
2023-05-28T04:25:00Z,338.3,215.98,0.44721359549995793,1.0256705123966454
2023-05-28T04:30:00Z,337.90000000000003,219.2,0.44721359549995793,0.8366600265340756
2023-05-28T04:35:00Z,338.70000000000005,221,0.5477225575051661,0.7071067811865476
2023-05-28T04:40:00Z,339.70000000000005,227.07999999999998,2.073644135332772,2.280789337049783
2023-05-28T04:45:00Z,344.14,228.1,1.9243180610283555,0.7071067811865476
2023-05-28T04:50:00Z,347.59999999999997,230.7,1.51657508881031,1.140175425099138
2023-05-28T04:55:00Z,347.59999999999997,237.51999999999998,1.3416407864998738,2.6328691574022423
2023-05-28T05:00:00Z,350.2,239.94,1,4.015345564207392
2023-05-28T05:05:00Z,353.4,241.6,1.6431676725154984,1.51657508881031
2023-05-28T05:10:00Z,354.8,242.79999999999998,1.3416407864998738,0.5477225575051661
2023-05-28T05:15:00Z,356.4,246.39999999999998,1.6431676725154984,1.9235384061671346
2023-05-28T05:20:00Z,360.26,250.39999999999998,1.4152738250953423,0.8366600265340756
2023-05-28T05:25:00Z,364.5,250.64,1.0954451150103321,1.383112432161618
2023-05-28T05:30:00Z,366.90000000000003,255.70000000000002,1.6733200530681511,0.8944271909999159
2023-05-28T05:35:00Z,371.52,257.90000000000003,2.071714266012562,1.816590212458495
2023-05-28T05:40:00Z,373.32,259.90000000000003,1.7753872816937568,0.5477225575051661
2023-05-28T05:45:00Z,375.18,263.38,1.5139352694220345,0.6723094525588761
2023-05-28T05:50:00Z,380,266.58,3.1304951684997055,0.8136338242723272
2023-05-28T05:55:00Z,381,269.4,1.140175425099138,0.7071067811865476
2023-05-28T06:00:00Z,382.59999999999997,273.59999999999997,1.3038404810405297,2.04939015319192
2023-05-28T06:05:00Z,384.62,275,0.49193495504996393,1.51657508881031
2023-05-28T06:10:00Z,387.44,279.5,1.5820872289478862,1.8708286933869707
2023-05-28T06:15:00Z,390.48,280.9,1.0009995004993764,1.6733200530681511
2023-05-28T06:20:00Z,393.9,284.1,1.140175425099138,1.51657508881031
2023-05-28T06:25:00Z,398.72,286.5,1.6709278859364403,0.7071067811865476
2023-05-28T06:30:00Z,400.14,288.76,0.9449867723942075,1.350185172485622
2023-05-28T06:35:00Z,400.56,290.54,2.025586334867024,1.8849403173575583
2023-05-28T06:40:00Z,400.8,295.20000000000005,0.44721359549995793,0.8944271909999159
2023-05-28T06:45:00Z,405.8,295.8,2.16794833886788,0.8366600265340756
2023-05-28T06:50:00Z,407,299.42,1.140175425099138,0.8438009243891567
2023-05-28T06:55:00Z,409.8,304.26,1.3038404810405297,2.7318491905667015
2023-05-28T07:00:00Z,412.46,307.09999999999997,1.3352902306240282,1.140175425099138
2023-05-28T07:05:00Z,414.48,308.9,0.8318653737234181,1.6431676725154984
2023-05-28T07:10:00Z,415.46,310.9,1.527416118809787,1.0954451150103321
2023-05-28T07:15:00Z,417.9,313.71999999999997,2.04939015319192,0.7429670248402767
2023-05-28T07:20:00Z,422.9,317.2,0.8366600265340756,1.816590212458495
2023-05-28T07:25:00Z,425.32,317.78000000000003,1.556277610196853,0.04472135955000596
2023-05-28T07:30:00Z,430.2,321.2,2.3021728866442674,1.51657508881031
2023-05-28T07:35:00Z,434.2,320.6,0.5477225575051661,1.3038404810405297
2023-05-28T07:40:00Z,433.8,323,1.7320508075688772,1.6431676725154984
2023-05-28T07:45:00Z,437.6,326.42,1.0954451150103321,1.992987706936483
2023-05-28T07:50:00Z,440.88,330.5,1.2657013865837252,0.5477225575051661
