datetime,co2_ppm_bare,co2_ppm_eelgrass,sd_ppm_bare,sd_ppm_eelgrass
2023-05-27T00:30:00Z,423.775,435.175,8.312254292824045,6.7550510202154745
2023-05-27T00:35:00Z,351.6508,364.92,192.93526065289362,198.75304274400432
2023-05-27T00:40:00Z,438.8,452.8,1.3416407864998738,2.23606797749979
2023-05-27T00:45:00Z,437.98,449.98,3.315418525616321,0.8729261137118162
2023-05-27T00:50:00Z,432.70000000000005,447.94,0.8944271909999159,3.870788033462962
2023-05-27T00:55:00Z,427.24,441.5,2.623547217032703,1.7888543819998317
2023-05-27T01:00:00Z,424.4,439.7,1.816590212458495,0.7071067811865476
2023-05-27T01:05:00Z,425,436.84000000000003,0,2.9720363389433775
2023-05-27T01:10:00Z,425,432.6,0.7071067811865476,2.1213203435596424
2023-05-27T01:15:00Z,422,436.46,1.224744871391589,1.494322589001447
2023-05-27T01:20:00Z,423.6,433.42,1.816590212458495,1.1233877335986797
2023-05-27T01:25:00Z,423,434.04,0.7071067811865476,0.602494813255664
2023-05-27T01:30:00Z,423.4,436.9,0.8944271909999159,0.8366600265340756
2023-05-27T01:35:00Z,423.2,438.08,1.0954451150103321,2.649905658698046
2023-05-27T01:40:00Z,422.2,436.7,1.6431676725154984,1.224744871391589
2023-05-27T01:45:00Z,423.8,436.08,1.4832396974191326,1.794993036198198
2023-05-27T01:50:00Z,424.8,434.86,0.8366600265340756,1.6801785619391638
2023-05-27T01:55:00Z,425.2,438.5,1.4832396974191326,2.7748873851023217
2023-05-27T02:00:00Z,428.88,438.7,2.4273442277518127,1
2023-05-27T02:05:00Z,429.68,439.5,1.5433729296576442,0.8366600265340756
2023-05-27T02:10:00Z,427.90000000000003,441.5,2.337733945512197,2.16794833886788
2023-05-27T02:15:00Z,431.68,441.5,0.5761944116355241,2.16794833886788
2023-05-27T02:20:00Z,430.04,441.9,1.0261578825892304,0.8366600265340756
2023-05-27T02:25:00Z,430.28000000000003,442.3,1.8061007723823206,1.6733200530681511
2023-05-27T02:30:00Z,429.86,442.09999999999997,1.839293342563943,0.8944271909999159
2023-05-27T02:35:00Z,428.24,441.7,1.3538833036861155,0.7071067811865476
2023-05-27T02:40:00Z,428.84000000000003,441.7,1.6801785619391854,1.224744871391589
2023-05-27T02:45:00Z,430.3,442.7,0.44721359549995793,1.7320508075688772
2023-05-27T02:50:00Z,427.82,440.9,0.8136338242723147,1.3038404810405297
2023-05-27T02:55:00Z,427.04,439.7,1.2461942063739555,1.5811388300841898
2023-05-27T03:00:00Z,427.82,441.09999999999997,1.9524343778985316,0.8944271909999159
2023-05-27T03:05:00Z,430.88,442.28,1.3386560424545288,0.5761944116355073
2023-05-27T03:10:00Z,431.3,442.9,0.44721359549995793,0.8366600265340756
2023-05-27T03:15:00Z,430.48,439.48,1.3682105101189717,2.189063726801933
2023-05-27T03:20:00Z,428.84000000000003,441.9,1.3315404612703352,0.8366600265340756
2023-05-27T03:25:00Z,428.04,440.09999999999997,0.9502631214563567,1.140175425099138
2023-05-27T03:30:00Z,428.84000000000003,439.5,3.08593583860716,1.0954451150103321
2023-05-27T03:35:00Z,429.06,441.9,1.0261578825892304,1.7888543819998317
2023-05-27T03:40:00Z,428.06,440.9,0.9762171889492574,2.16794833886788
2023-05-27T03:45:00Z,426.02,440.9,1.0256705123966527,0.8366600265340756
2023-05-27T03:50:00Z,428.22,439.09999999999997,1.6709278859364403,1.140175425099138
2023-05-27T03:55:00Z,426.42,437.68,0.5761944116355241,0.742967024840256
2023-05-27T04:00:00Z,426.82,438.46,0.8438009243891613,1.683151805393665
2023-05-27T04:05:00Z,427.62,436.42,1.3682105101189717,1.1009087155618287
2023-05-27T04:10:00Z,429.42,436.44,0.5761944116355241,1.9552493447128314
2023-05-27T04:15:00Z,428.46000000000004,437.28,1.180254209905655,1.1755849607748354
2023-05-27T04:20:00Z,428.06,439.28,1.4152738250953423,1.2969194269498932
2023-05-27T04:25:00Z,427.62,441.9,1.127829774389732,1.3038404810405297
2023-05-27T04:30:00Z,431.08000000000004,446.09999999999997,2.7571724646818927,2.073644135332772
2023-05-27T04:35:00Z,440.78,454,1.5594870951694195,2.4899799195977463
2023-05-27T04:40:00Z,445.59999999999997,459.40000000000003,1.51657508881031,1.6733200530681511
2023-05-27T04:45:00Z,448.2,460.6,1,1.0954451150103321
2023-05-27T04:50:00Z,446,456.8,1.0954451150103321,3.082207001484488
2023-05-27T04:55:00Z,439.52000000000004,449.34,2.3413671220037102,4.206304791619372
2023-05-27T05:00:00Z,435.5,445.3,1.140175425099138,0.5477225575051661
2023-05-27T05:05:00Z,432.5,445.5,0.8944271909999159,0.8366600265340756
2023-05-27T05:10:00Z,429.88,443.3,1.960102038160267,1.51657508881031
2023-05-27T05:15:00Z,431.1,443.7,0.7071067811865476,0
2023-05-27T05:20:00Z,431.1,440.5,1,1.3038404810405297
2023-05-27T05:25:00Z,433.48,440.9,1.540129864654282,1.0954451150103321
2023-05-27T05:30:00Z,431.06,443.48,0.7436396977031368,1.1366617790706115
2023-05-27T05:35:00Z,433.1,442.08,0,2.553820667157333
2023-05-27T05:40:00Z,433.90000000000003,444.5,1.0954451150103321,1.0954451150103321
2023-05-27T05:45:00Z,436.3,445.26,0.8366600265340756,1.2116104984688727
2023-05-27T05:50:00Z,434.5,445.9,1.51657508881031,0.8366600265340756
2023-05-27T05:55:00Z,434.3,447.3,1.7888543819998317,0.8944271909999159
2023-05-27T06:00:00Z,436.1,447.9,2.5495097567963922,1.3038404810405297
2023-05-27T06:05:00Z,439.72,451.38,1.171324037147695,0.9391485505499219
2023-05-27T06:10:00Z,442.34000000000003,452.8,0.884872872225141,1.5811388300841898
2023-05-27T06:15:00Z,440.34000000000003,453,1.8392933425639142,1.6431676725154984
2023-05-27T06:20:00Z,440.72,454.2,0.9066421565314464,0.8944271909999159
2023-05-27T06:25:00Z,441.16,453.2,0.7092249290598843,0.8944271909999159
2023-05-27T06:30:00Z,442.4,453,0.8366600265340756,0.44721359549995793
2023-05-27T06:35:00Z,440.3,452.58,0.44721359549995793,0.43817804600413135
2023-05-27T06:40:00Z,440.1,453.8,0.7071067811865476,0.7071067811865476
2023-05-27T06:45:00Z,442.16,453.6,0.6730527468185648,0.8366600265340756
2023-05-27T06:50:00Z,439.94,452.58,1.1282730166054553,1.091787525116494
2023-05-27T06:55:00Z,441.94,451.2,2.64064386087937,0.5477225575051661
2023-05-27T07:00:00Z,446,454.6,1.4832396974191326,0.8366600265340756
2023-05-27T07:05:00Z,443.38,454.8,0.8438009243891567,0.7071067811865476
2023-05-27T07:10:00Z,445.2,455.2,1.5811388300841898,0.5477225575051661
2023-05-27T07:15:00Z,447.2,456,0.7071067811865476,0.44721359549995793
2023-05-27T07:20:00Z,447.4,456.8,1.3038404810405297,0.7071067811865476
2023-05-27T07:25:00Z,447.59999999999997,458.42,0.5477225575051661,0.8786353054595569
2023-05-27T07:30:00Z,446,456.6,0.8366600265340756,0.44721359549995793
2023-05-27T07:35:00Z,449.21999999999997,454,1.7753872816937817,0.44721359549995793
2023-05-27T07:40:00Z,446.62,455.6,3.4032337562970993,0.8366600265340756
2023-05-27T07:45:00Z,444,455.2,0.8366600265340756,0.5477225575051661
2023-05-27T07:50:00Z,443.8,454.2,1.140175425099138,1.816590212458495
2023-05-27T07:55:00Z,441.98,450.96,0.8613942186943124,1.27397017233528
2023-05-27T08:00:00Z,440.32,450.40000000000003,0.8613942186943124,0.8944271909999159
2023-05-27T08:05:00Z,439.34000000000003,452.40000000000003,0.48270073544587405,0.5477225575051661
2023-05-27T08:10:00Z,439.72,450.54,0.9338094023942867,1.8365728953679024
2023-05-27T08:15:00Z,440.96,450.14,1.1104053313992992,1.6772000476985456
2023-05-27T08:20:00Z,441.8,451.98,1.3416407864998738,2.076535576386792
2023-05-27T08:25:00Z,443,452.2,1.3038404810405297,1.185326959112972
2023-05-27T08:30:00Z,443.8,454,0.5477225575051661,1.3038404810405297
2023-05-27T08:35:00Z,445.4,454.6,0.8366600265340756,0.44721359549995793
2023-05-27T08:40:00Z,445.8,452.8,0.5477225575051661,1.4142135623730951
2023-05-27T08:45:00Z,445.2,453.18,0.7071067811865476,0.9338094023943092
2023-05-27T08:50:00Z,448,456.78000000000003,0.8366600265340756,1.9879637823662657
2023-05-27T08:55:00Z,445,454.6,1.9235384061671346,0.8366600265340756
2023-05-27T09:00:00Z,448.8,457.40000000000003,2.3021728866442674,0.8944271909999159
2023-05-27T09:05:00Z,450.42,456.6,1.513935269422052,0.8366600265340756
2023-05-27T09:10:00Z,446.2,459.2,0.7071067811865476,0.8944271909999159
2023-05-27T09:15:00Z,448,459.82,1.6431676725154984,1.8978935691971677
2023-05-27T09:20:00Z,449.42,460,2.322068043792008,0.8366600265340756
2023-05-27T09:25:00Z,451.2,461.8,0.7071067811865476,1.5811388300841898
2023-05-27T09:30:00Z,452.06,459.8,0.48270073544589526,1.224744871391589
2023-05-27T09:35:00Z,449.8,460.8,1.816590212458495,1.4142135623730951
2023-05-27T09:40:00Z,448.59999999999997,458.40000000000003,0.5477225575051661,0.8944271909999159
2023-05-27T09:45:00Z,450.4,457.6,1.9235384061671346,0.8366600265340756
2023-05-27T09:50:00Z,451.44,461.8,0.8848728722251686,1
2023-05-27T09:55:00Z,451,461.22,1.9235384061671346,1.1541230437002756
2023-05-27T10:00:00Z,449.59999999999997,460.2,0.5477225575051661,1.51657508881031
2023-05-27T10:05:00Z,448.2,460,0.7071067811865476,2.588435821108957
2023-05-27T10:10:00Z,446.8,457.2,1.140175425099138,0.5477225575051661
2023-05-27T10:15:00Z,449.2,458.40000000000003,1.4142135623730951,2.073644135332772
2023-05-27T10:20:00Z,447.59999999999997,456.6,0.8944271909999159,0.44721359549995793
2023-05-27T10:25:00Z,447,454,1.9235384061671346,1.3038404810405297
2023-05-27T10:30:00Z,445.8,455.40000000000003,0.8944271909999159,0.8944271909999159
2023-05-27T10:35:00Z,445.98,455.2,1.1366617790706115,1.140175425099138
2023-05-27T10:40:00Z,447.8,454.8,0.8944271909999159,1.224744871391589
2023-05-27T10:45:00Z,448,456.6,2.04939015319192,0.8366600265340756
2023-05-27T10:50:00Z,448.4,458.6,0.8366600265340756,1.3038404810405297
2023-05-27T10:55:00Z,453.26,464.06,2.025586334867024,2.1030929603800024
2023-05-27T11:00:00Z,460.1,471.5,2.16794833886788,0.5477225575051661
2023-05-27T11:05:00Z,462.34,470.29999999999995,2.0501219475923693,1.140175425099138
2023-05-27T11:10:00Z,465.59999999999997,472.71999999999997,2.16794833886788,3.6758672446104566
2023-05-27T11:15:00Z,468,477.14,0.5477225575051661,1.0876580344942968
2023-05-27T11:20:00Z,470,480.8,1.140175425099138,1.0954451150103321
2023-05-27T11:25:00Z,467.79999999999995,479.56,1.140175425099138,3.0104816890325146
2023-05-27T11:30:00Z,471.84,477.76,3.100483833210564,1.316434578701125
2023-05-27T11:35:00Z,470,479.8,1.140175425099138,1.4832396974191326
2023-05-27T11:40:00Z,475.06,483.6,1.6920401886480165,2.1908902300206643
2023-05-27T11:45:00Z,478.68,487.6,1.3274034804836148,0.8944271909999159
2023-05-27T11:50:00Z,478.68,488.24,1.123387733598696,1.494322589001454
2023-05-27T11:55:00Z,474.03999999999996,483,1.180254209905655,1.224744871391589
2023-05-27T12:00:00Z,470.4,480.58,1.7320508075688772,1.1755849607748556
2023-05-27T12:05:00Z,475.44,482.18,3.4282648672469955,2.619541944691865
2023-05-27T12:10:00Z,478.68,486,0.8729261137118162,1
2023-05-27T12:15:00Z,479.48,487.42,1.3971399357258347,1.154123043700284
2023-05-27T12:20:00Z,479.3,487.82,0.44721359549995793,1.6619265928433826
2023-05-27T12:25:00Z,479.03999999999996,487.62,3.826617305140413,0.9338094023943092
2023-05-27T12:30:00Z,480.1,491.26,2.1908902300206643,1.524139101263408
2023-05-27T12:35:00Z,482.1,491.08000000000004,0.5477225575051661,1.5974980438172726
2023-05-27T12:40:00Z,475.46,489.12,3.2715439780018314,0.7726577508832816
2023-05-27T12:45:00Z,477.4,489.26,3.991240408695032,0.8792041856133405
2023-05-27T12:50:00Z,479.1,490.84000000000003,2.1908902300206643,1.524139101263408
2023-05-27T12:55:00Z,481.08,490.06,2.6423474411969448,4.796144284735408
2023-05-27T13:00:00Z,494.38,500.92,4.689562879416382,2.1936271333113933
2023-05-27T13:05:00Z,499.24,505.36,1.7155174146594812,0.4722287581246944
2023-05-27T13:10:00Z,493.20000000000005,503.32,3.646916505762094,3.3899852507053625
2023-05-27T13:15:00Z,486.94,497.5,2.9177045772319117,1.51657508881031
2023-05-27T13:20:00Z,486.7,496.5,0.8366600265340756,2.6076809620810595
2023-05-27T13:25:00Z,488.72,495.5,1.8143869488066822,0.5477225575051661
2023-05-27T13:30:00Z,490.8,498.70000000000005,1.3038404810405297,0.5477225575051661
2023-05-27T13:35:00Z,493.18,499.90000000000003,1.1755849607748556,1.6431676725154984
2023-05-27T13:40:00Z,489.34000000000003,498.1,2.2074872593063906,1.5811388300841898
2023-05-27T13:45:00Z,488.16,494.1,0.90166512630799,0.7071067811865476
2023-05-27T13:50:00Z,486.12,492.90000000000003,1.9421637418096327,0.44721359549995793
2023-05-27T13:55:00Z,481.3,491.88,0.8366600265340756,0.861394218694327
2023-05-27T14:00:00Z,478.48,486,1.2657013865837485,3.5355339059327378
2023-05-27T14:05:00Z,475.2,484,1.6431676725154984,0.7071067811865476
2023-05-27T14:10:00Z,471.4,482.4,1.5811388300841898,1.6733200530681511
2023-05-27T14:15:00Z,469.18,479.78,2.42734422775179,2.21178660815189
2023-05-27T14:20:00Z,463.15999999999997,472.71999999999997,1.8392933425639142,1.9524343778985316
2023-05-27T14:25:00Z,459.3,469.29999999999995,1,1.140175425099138
2023-05-27T14:30:00Z,455.26,468.5,1.597811002590736,1.9493588689617927
2023-05-27T14:35:00Z,451.24,464.47999999999996,2.388095475478325,2.117073451725267
2023-05-27T14:40:00Z,449.8,459.8,1.140175425099138,0.7071067811865476
2023-05-27T14:45:00Z,449.2,457.6,1.5811388300841898,1.3038404810405297
2023-05-27T14:50:00Z,445.8,456.2,1.3416407864998738,2.073644135332772
2023-05-27T14:55:00Z,444.78,454.8,1.9829271292712585,1
2023-05-27T15:00:00Z,441.98,451.36,0.8318653737234181,1.6920401886480165
2023-05-27T15:05:00Z,442.52000000000004,452.78000000000003,1.5433729296576286,1.5817711591756884
2023-05-27T15:10:00Z,442.54,451.2,0.5128352561983347,0.5477225575051661
2023-05-27T15:15:00Z,441.32,448.52,0.8613942186943124,1.123387733598696
2023-05-27T15:20:00Z,440.92,447.52,0.8729261137117953,0.460434577328857
2023-05-27T15:25:00Z,436.5,447.92,0.8944271909999159,0.8318653737234161
2023-05-27T15:30:00Z,437.3,446.3,1.0954451150103321,2.792848008753788
2023-05-27T15:35:00Z,439.32,446.3,1.6709278859364243,1.51657508881031
2023-05-27T15:40:00Z,441.5,450.92,1.140175425099138,1.3007690033207275
2023-05-27T15:45:00Z,442.94,452.32,1.0597169433391282,0.5215361924162062
2023-05-27T15:50:00Z,448.2,454.2,2.8284271247461903,1.140175425099138
2023-05-27T15:55:00Z,446.2,453.40000000000003,1.4142135623730951,0.8944271909999159
2023-05-27T16:00:00Z,444.32,456,1.8430952227163793,2.16794833886788
2023-05-27T16:05:00Z,443.34000000000003,456.82,1.3352902306240282,4.571870514351851
2023-05-27T16:10:00Z,439.5,450.8,2.1908902300206643,0.7071067811865476
2023-05-27T16:15:00Z,438.70000000000005,450.40000000000003,0.5477225575051661,0.5477225575051661
2023-05-27T16:20:00Z,440.3,450,1.0954451150103321,0.8366600265340756
2023-05-27T16:25:00Z,439.90000000000003,449.14,1.7888543819998317,0.6024948132556952
2023-05-27T16:30:00Z,437.90000000000003,448.52,1.3038404810405297,1.123387733598696
2023-05-27T16:35:00Z,440.1,448.09999999999997,0.7071067811865476,0.8944271909999159
2023-05-27T16:40:00Z,440.70000000000005,448.14,0.5477225575051661,0.5128352561983159
2023-05-27T16:45:00Z,438.70000000000005,447.71999999999997,1.51657508881031,2.037645700312013
2023-05-27T16:50:00Z,438.76,446.9,0.614817045957564,0.8366600265340756
2023-05-27T16:55:00Z,437.70000000000005,446.09999999999997,1.51657508881031,0.8944271909999159
2023-05-27T17:00:00Z,435.06,447.5,1.9243180610283859,1.0954451150103321
2023-05-27T17:05:00Z,432.62,445.9,0.9338094023943092,0.44721359549995793
2023-05-27T17:10:00Z,432.88,445.3,2.200454498507077,0.5477225575051661
2023-05-27T17:15:00Z,433.06,445.9,1.0261578825892304,1.0954451150103321
2023-05-27T17:20:00Z,434.48,445.7,0.9338094023943092,0.7071067811865476
2023-05-27T17:25:00Z,436.5,444.9,0.8944271909999159,0.8366600265340756
2023-05-27T17:30:00Z,434.26,443.09999999999997,1.9679939024295883,0.5477225575051661
2023-05-27T17:35:00Z,433.46000000000004,442.9,1.8689569283426637,2.588435821108957
2023-05-27T17:40:00Z,432.42,447.54,1.1755849607748556,3.0696905381487647
2023-05-27T17:45:00Z,435.70000000000005,448.52,1.140175425099138,1.123387733598696
