datetime_pdt,datetime_raw,temp_c,depth_m,sal_psu,do_perc,do_mgl,p_h1,p_h2,battery_v,wiper_position_volt,path,tank
2023-05-29 15:25:00,2023-05-29 15:25:00,13.717,0.38,0.01,101.5,10.52,7.57,7.69,5.84,1.201,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 15:30:00,2023-05-29 15:30:00,14.568,0.499,27.72,117.9,10.12,8.21,8.01,5.86,1.201,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 15:35:00,2023-05-29 15:35:00,14.384,0.496,27.71,139.4,12.01,8.22,7.99,5.87,1.201,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 15:40:00,2023-05-29 15:40:00,14.402,0.495,27.73,141,12.14,8.22,7.99,5.88,1.201,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 15:45:00,2023-05-29 15:45:00,14.438,0.496,27.73,141.3,12.16,8.22,7.99,5.89,1.201,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 15:50:00,2023-05-29 15:50:00,14.417,0.494,27.72,141.3,12.16,8.22,8,5.88,1.201,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 15:55:00,2023-05-29 15:55:00,14.433,0.495,27.73,141.1,12.15,8.22,8,5.89,1.201,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 16:00:00,2023-05-29 16:00:00,14.475,0.494,27.74,142,12.21,8.22,8,5.88,1.201,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 16:05:00,2023-05-29 16:05:00,14.509,0.495,27.74,143.6,12.34,8.23,8,5.89,1.201,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 16:10:00,2023-05-29 16:10:00,14.529,0.495,27.74,144.2,12.38,8.23,8.01,5.89,1.201,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 16:15:00,2023-05-29 16:15:00,14.534,0.494,27.74,143.9,12.36,8.23,8.01,5.89,1.201,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 16:20:00,2023-05-29 16:20:00,14.496,0.494,27.74,144.7,12.43,8.24,8.02,5.89,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 16:25:00,2023-05-29 16:25:00,14.548,0.494,27.73,144.7,12.43,8.24,8.02,5.89,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 16:30:00,2023-05-29 16:30:00,14.55,0.494,27.71,145,12.45,8.24,8.02,5.89,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 16:35:00,2023-05-29 16:35:00,14.574,0.494,27.72,144.9,12.43,8.24,8.02,5.9,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 16:40:00,2023-05-29 16:40:00,14.567,0.494,27.72,144.8,12.43,8.24,8.01,5.89,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 16:45:00,2023-05-29 16:45:00,14.597,0.494,27.71,144.6,12.41,8.24,8.01,5.9,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 16:50:00,2023-05-29 16:50:00,14.571,0.494,27.71,144.3,12.38,8.24,8.01,5.9,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 16:55:00,2023-05-29 16:55:00,14.568,0.494,27.71,144.4,12.39,8.24,8.01,5.9,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 17:00:00,2023-05-29 17:00:00,14.549,0.493,27.71,145.3,12.48,8.24,8.01,5.9,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 17:05:00,2023-05-29 17:05:00,14.556,0.494,27.72,145.5,12.49,8.24,8.01,5.9,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 17:10:00,2023-05-29 17:10:00,14.534,0.494,27.72,145.5,12.5,8.24,8.01,5.9,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 17:15:00,2023-05-29 17:15:00,14.522,0.493,27.71,144.5,12.42,8.24,8.02,5.9,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 17:20:00,2023-05-29 17:20:00,14.447,0.493,27.73,145.7,12.53,8.25,8.02,5.9,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 17:25:00,2023-05-29 17:25:00,14.466,0.493,27.72,145.5,12.51,8.25,8.02,5.9,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 17:30:00,2023-05-29 17:30:00,14.464,0.493,27.72,145.7,12.53,8.25,8.03,5.89,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 17:35:00,2023-05-29 17:35:00,14.465,0.493,27.73,145.8,12.54,8.25,8.03,5.9,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 17:40:00,2023-05-29 17:40:00,14.43,0.493,27.73,145.9,12.55,8.25,8.03,5.91,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 17:45:00,2023-05-29 17:45:00,14.4,0.493,27.73,145.4,12.52,8.25,8.03,5.9,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 17:50:00,2023-05-29 17:50:00,14.35,0.492,27.73,144.7,12.48,8.25,8.03,5.91,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 17:55:00,2023-05-29 17:55:00,14.344,0.492,27.75,144.5,12.45,8.25,8.03,5.89,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 18:00:00,2023-05-29 18:00:00,14.305,0.492,27.74,144.4,12.46,8.25,8.04,5.9,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 18:05:00,2023-05-29 18:05:00,14.253,0.491,27.73,143.6,12.4,8.25,8.04,5.91,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 18:10:00,2023-05-29 18:10:00,14.209,0.491,27.73,144.8,12.52,8.26,8.05,5.9,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 18:15:00,2023-05-29 18:15:00,14.177,0.49,27.75,143.8,12.44,8.26,8.05,5.91,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 18:20:00,2023-05-29 18:20:00,14.1,0.491,27.77,144.2,12.49,8.26,8.05,5.89,1.204,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 18:25:00,2023-05-29 18:25:00,14.1,0.491,27.76,144,12.48,8.26,8.05,5.9,1.204,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 18:30:00,2023-05-29 18:30:00,14.063,0.491,27.76,143.3,12.42,8.26,8.04,5.9,1.204,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 18:35:00,2023-05-29 18:35:00,14.023,0.491,27.76,143,12.41,8.26,8.05,5.9,1.204,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 18:40:00,2023-05-29 18:40:00,13.983,0.491,27.77,143.3,12.44,8.26,8.05,5.9,1.204,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 18:45:00,2023-05-29 18:45:00,13.944,0.492,27.77,142.8,12.41,8.26,8.05,5.9,1.204,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 18:50:00,2023-05-29 18:50:00,13.908,0.492,27.77,141.8,12.34,8.26,8.05,5.9,1.204,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 18:55:00,2023-05-29 18:55:00,13.863,0.493,27.76,141.2,12.29,8.26,8.05,5.9,1.204,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 19:00:00,2023-05-29 19:00:00,13.841,0.493,27.76,141.3,12.31,8.26,8.05,5.9,1.204,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 19:05:00,2023-05-29 19:05:00,13.795,0.492,27.76,140.6,12.26,8.26,8.05,5.9,1.204,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 19:10:00,2023-05-29 19:10:00,13.758,0.493,27.77,139.8,12.2,8.26,8.05,5.89,1.204,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 19:15:00,2023-05-29 19:15:00,13.729,0.491,27.77,139.1,12.14,8.26,8.05,5.9,1.204,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 19:20:00,2023-05-29 19:20:00,13.679,0.492,27.78,139.3,12.17,8.26,8.05,5.9,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 19:25:00,2023-05-29 19:25:00,13.665,0.493,27.77,139.2,12.17,8.25,8.05,5.89,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 19:30:00,2023-05-29 19:30:00,13.644,0.492,27.78,138.6,12.12,8.26,8.05,5.89,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 19:35:00,2023-05-29 19:35:00,13.631,0.492,27.78,138.2,12.09,8.26,8.05,5.9,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 19:40:00,2023-05-29 19:40:00,13.597,0.493,27.76,137.4,12.03,8.25,8.05,5.89,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 19:45:00,2023-05-29 19:45:00,13.574,0.493,27.76,136.9,11.99,8.25,8.04,5.89,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 19:50:00,2023-05-29 19:50:00,13.528,0.493,27.74,136.4,11.96,8.25,8.04,5.89,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 19:55:00,2023-05-29 19:55:00,13.479,0.493,27.73,135.3,11.87,8.24,8.04,5.89,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 20:00:00,2023-05-29 20:00:00,13.461,0.492,27.73,134.8,11.84,8.24,8.03,5.9,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 20:05:00,2023-05-29 20:05:00,13.444,0.493,27.74,134.7,11.83,8.25,8.03,5.89,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 20:10:00,2023-05-29 20:10:00,13.436,0.493,27.74,134.8,11.84,8.24,8.03,5.89,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 20:15:00,2023-05-29 20:15:00,13.426,0.494,27.73,134.7,11.84,8.24,8.03,5.88,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 20:20:00,2023-05-29 20:20:00,13.398,0.493,27.73,133.6,11.74,8.24,8.03,5.88,1.209,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 20:25:00,2023-05-29 20:25:00,13.405,0.493,27.74,133.5,11.73,8.24,8.03,5.9,1.209,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 20:30:00,2023-05-29 20:30:00,13.385,0.494,27.71,133.2,11.71,8.23,8.03,5.89,1.209,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 20:35:00,2023-05-29 20:35:00,13.321,0.493,27.7,131.7,11.6,8.21,8.02,5.89,1.209,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 20:40:00,2023-05-29 20:40:00,13.25,0.494,27.69,130.3,11.49,8.21,8.01,5.89,1.209,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 20:45:00,2023-05-29 20:45:00,13.163,0.494,27.68,128.3,11.33,8.19,8,5.89,1.209,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 20:50:00,2023-05-29 20:50:00,13.103,0.494,27.67,127.4,11.28,8.19,7.99,5.89,1.209,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 20:55:00,2023-05-29 20:55:00,13.064,0.494,27.67,126,11.16,8.18,7.99,5.89,1.209,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 21:00:00,2023-05-29 21:00:00,13.022,0.495,27.68,125.1,11.09,8.18,7.98,5.89,1.209,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 21:05:00,2023-05-29 21:05:00,12.988,0.496,27.67,124.5,11.04,8.17,7.98,5.88,1.209,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 21:10:00,2023-05-29 21:10:00,12.95,0.496,27.67,123.8,10.99,8.17,7.98,5.89,1.209,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 21:15:00,2023-05-29 21:15:00,12.916,0.496,27.67,123.3,10.95,8.17,7.97,5.9,1.209,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 21:20:00,2023-05-29 21:20:00,12.859,0.497,27.67,121.2,10.78,8.15,7.96,5.88,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 21:25:00,2023-05-29 21:25:00,12.832,0.497,27.66,120.8,10.75,8.15,7.96,5.89,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 21:30:00,2023-05-29 21:30:00,12.811,0.498,27.66,120.4,10.72,8.16,7.95,5.88,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 21:35:00,2023-05-29 21:35:00,12.743,0.499,27.65,119.5,10.66,8.14,7.94,5.88,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 21:40:00,2023-05-29 21:40:00,12.718,0.499,27.65,118.7,10.59,8.14,7.94,5.89,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 21:45:00,2023-05-29 21:45:00,12.675,0.5,27.65,117.9,10.53,8.13,7.94,5.88,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 21:50:00,2023-05-29 21:50:00,12.646,0.499,27.65,117.4,10.49,8.13,7.93,5.89,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 21:55:00,2023-05-29 21:55:00,12.619,0.5,27.64,117,10.46,8.12,7.93,5.88,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 22:00:00,2023-05-29 22:00:00,12.595,0.499,27.64,116.4,10.41,8.12,7.93,5.89,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 22:05:00,2023-05-29 22:05:00,12.557,0.499,27.64,115.9,10.37,8.12,7.92,5.89,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 22:10:00,2023-05-29 22:10:00,12.525,0.498,27.63,115.5,10.35,8.11,7.92,5.88,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 22:15:00,2023-05-29 22:15:00,12.496,0.499,27.63,114.3,10.25,8.11,7.91,5.89,1.203,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 22:20:00,2023-05-29 22:20:00,12.453,0.498,27.63,112.6,10.1,8.1,7.9,5.88,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 22:25:00,2023-05-29 22:25:00,12.449,0.499,27.63,112.7,10.11,8.1,7.9,5.88,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 22:30:00,2023-05-29 22:30:00,12.437,0.499,27.62,112.5,10.1,8.09,7.9,5.88,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 22:35:00,2023-05-29 22:35:00,12.406,0.5,27.62,112.2,10.08,8.09,7.9,5.87,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 22:40:00,2023-05-29 22:40:00,12.369,0.501,27.61,110.9,9.96,8.09,7.93,5.88,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 22:45:00,2023-05-29 22:45:00,12.348,0.501,27.61,109.7,9.87,8.09,7.89,5.89,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 22:50:00,2023-05-29 22:50:00,12.326,0.501,27.6,110.2,9.91,8.08,7.89,5.88,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 22:55:00,2023-05-29 22:55:00,12.299,0.501,27.6,110,9.9,8.08,7.89,5.88,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 23:00:00,2023-05-29 23:00:00,12.22,0.501,27.59,108.8,9.82,8.08,7.88,5.87,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 23:05:00,2023-05-29 23:05:00,12.196,0.501,27.58,108.3,9.77,8.07,7.87,5.88,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 23:10:00,2023-05-29 23:10:00,12.131,0.5,27.56,107.9,9.75,8.06,7.87,5.88,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 23:15:00,2023-05-29 23:15:00,12.109,0.5,27.56,107.2,9.69,8.06,7.87,5.88,1.208,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 23:20:00,2023-05-29 23:20:00,12.098,0.5,27.57,106.5,9.63,8.06,7.86,5.88,1.21,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 23:25:00,2023-05-29 23:25:00,12.098,0.5,27.56,105.8,9.57,8.06,7.86,5.87,1.21,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 23:30:00,2023-05-29 23:30:00,12.088,0.5,27.56,105.7,9.56,8.05,7.87,5.88,1.21,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 23:35:00,2023-05-29 23:35:00,12.091,0.5,27.56,105.9,9.58,8.05,7.88,5.88,1.21,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 23:40:00,2023-05-29 23:40:00,12.06,0.501,27.55,105.7,9.57,8.05,7.87,5.87,1.21,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 23:45:00,2023-05-29 23:45:00,12.041,0.501,27.54,105.8,9.58,8.05,7.86,5.88,1.21,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 23:50:00,2023-05-29 23:50:00,12.032,0.501,27.54,105,9.52,8.05,7.85,5.87,1.21,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-29 23:55:00,2023-05-29 23:55:00,12.014,0.501,27.54,105,9.52,8.05,7.86,5.87,1.21,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 00:00:00,2023-05-30 00:00:00,11.999,0.501,27.54,104.4,9.46,8.05,7.86,5.88,1.21,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 00:05:00,2023-05-30 00:05:00,11.986,0.502,27.53,104.2,9.45,8.04,7.86,5.87,1.21,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 00:10:00,2023-05-30 00:10:00,11.989,0.5,27.52,104.4,9.47,8.04,7.85,5.88,1.21,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 00:15:00,2023-05-30 00:15:00,11.967,0.501,27.51,104.3,9.47,8.04,7.84,5.86,1.21,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 00:20:00,2023-05-30 00:20:00,11.951,0.501,27.51,103.9,9.43,8.04,7.84,5.87,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 00:25:00,2023-05-30 00:25:00,11.946,0.502,27.5,102.7,9.32,8.04,7.84,5.88,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 00:30:00,2023-05-30 00:30:00,11.936,0.501,27.5,103,9.35,8.04,7.84,5.87,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 00:35:00,2023-05-30 00:35:00,11.926,0.503,27.49,103.7,9.41,8.03,7.83,5.88,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 00:40:00,2023-05-30 00:40:00,11.92,0.501,27.49,103.7,9.42,8.06,7.83,5.87,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 00:45:00,2023-05-30 00:45:00,11.918,0.501,27.49,103.5,9.4,8.03,7.83,5.87,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 00:50:00,2023-05-30 00:50:00,11.899,0.502,27.48,103.3,9.39,8.04,7.82,5.88,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 00:55:00,2023-05-30 00:55:00,11.881,0.501,27.48,103,9.36,8.03,7.82,5.87,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 01:00:00,2023-05-30 01:00:00,11.879,0.501,27.49,103,9.37,8.02,7.83,5.88,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 01:05:00,2023-05-30 01:05:00,11.85,0.501,27.48,102.8,9.35,8.03,7.82,5.87,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 01:10:00,2023-05-30 01:10:00,11.84,0.501,27.49,102.6,9.33,8.02,7.82,5.87,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 01:15:00,2023-05-30 01:15:00,11.876,0.502,27.52,102.6,9.33,8.02,7.82,5.88,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 01:20:00,2023-05-30 01:20:00,11.966,0.502,27.55,100.3,9.09,8.02,7.81,5.87,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 01:25:00,2023-05-30 01:25:00,11.876,0.502,27.5,100.9,9.17,8.02,7.81,5.87,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 01:30:00,2023-05-30 01:30:00,11.858,0.502,27.52,100.8,9.17,8.02,7.81,5.88,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 01:35:00,2023-05-30 01:35:00,11.87,0.503,27.54,100.5,9.14,8.02,7.81,5.87,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 01:40:00,2023-05-30 01:40:00,11.886,0.503,27.56,100.2,9.1,8.01,7.81,5.88,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 01:45:00,2023-05-30 01:45:00,11.835,0.503,27.53,100,9.09,8.01,7.8,5.86,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 01:50:00,2023-05-30 01:50:00,11.828,0.503,27.55,99.9,9.08,8.01,7.8,5.87,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 01:55:00,2023-05-30 01:55:00,11.843,0.503,27.57,99.3,9.03,8,7.8,5.88,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 02:00:00,2023-05-30 02:00:00,11.848,0.505,27.57,99,9.01,8,7.79,5.86,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 02:05:00,2023-05-30 02:05:00,11.845,0.505,27.59,98.7,8.97,7.99,7.79,5.87,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 02:10:00,2023-05-30 02:10:00,11.841,0.504,27.59,98.3,8.93,7.99,7.78,5.87,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 02:15:00,2023-05-30 02:15:00,11.818,0.504,27.59,97.9,8.9,7.99,7.79,5.87,1.205,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 02:20:00,2023-05-30 02:20:00,11.814,0.504,27.62,97.3,8.85,7.98,7.78,5.87,1.212,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 02:25:00,2023-05-30 02:25:00,11.816,0.504,27.62,97.2,8.84,7.98,7.78,5.87,1.212,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 02:30:00,2023-05-30 02:30:00,11.8,0.505,27.62,97.1,8.84,7.99,7.77,5.87,1.212,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 02:35:00,2023-05-30 02:35:00,11.797,0.505,27.63,97.2,8.84,7.98,7.77,5.87,1.212,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 02:40:00,2023-05-30 02:40:00,11.758,0.504,27.61,97,8.84,7.98,7.77,5.87,1.212,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 02:45:00,2023-05-30 02:45:00,11.74,0.505,27.63,97.2,8.86,7.98,7.77,5.88,1.212,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 02:50:00,2023-05-30 02:50:00,11.755,0.505,27.64,96.8,8.82,7.97,7.77,5.87,1.212,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 02:55:00,2023-05-30 02:55:00,11.72,0.506,27.62,96.6,8.8,7.98,7.77,5.87,1.212,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 03:00:00,2023-05-30 03:00:00,11.69,0.506,27.62,96.6,8.8,7.98,7.77,5.86,1.212,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 03:05:00,2023-05-30 03:05:00,11.68,0.507,27.64,96.5,8.8,7.97,7.77,5.87,1.212,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 03:10:00,2023-05-30 03:10:00,11.677,0.506,27.63,96.2,8.77,7.98,7.77,5.87,1.212,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 03:15:00,2023-05-30 03:15:00,11.672,0.507,27.64,95.8,8.74,7.98,7.77,5.87,1.212,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 03:20:00,2023-05-30 03:20:00,11.663,0.507,27.65,96,8.76,7.98,7.76,5.87,1.215,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 03:25:00,2023-05-30 03:25:00,11.66,0.507,27.65,96,8.76,7.97,7.76,5.87,1.215,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 03:30:00,2023-05-30 03:30:00,11.652,0.508,27.65,95.8,8.74,7.97,7.76,5.86,1.215,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 03:35:00,2023-05-30 03:35:00,11.653,0.508,27.65,95.7,8.73,7.97,7.77,5.87,1.215,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 03:40:00,2023-05-30 03:40:00,11.64,0.507,27.65,95.6,8.73,7.97,7.76,5.86,1.215,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 03:45:00,2023-05-30 03:45:00,11.64,0.508,27.66,95.7,8.73,7.97,7.76,5.86,1.215,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 03:50:00,2023-05-30 03:50:00,11.627,0.508,27.66,95.9,8.76,7.97,7.76,5.87,1.215,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 03:55:00,2023-05-30 03:55:00,11.637,0.508,27.66,95.8,8.74,7.97,7.76,5.86,1.215,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 04:00:00,2023-05-30 04:00:00,11.651,0.508,27.67,95.8,8.74,7.97,7.76,5.87,1.215,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 04:05:00,2023-05-30 04:05:00,11.685,0.509,27.69,95.5,8.71,7.96,7.76,5.86,1.215,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 04:10:00,2023-05-30 04:10:00,11.685,0.509,27.69,95.4,8.7,7.96,7.75,5.86,1.215,data/exo/timeseries/230612_17H104984_bare.csv,Bare
2023-05-30 04:15:00,2023-05-30 04:15:00,11.685,0.51,27.69,96.1,8.76,7.97,7.76,5.87,1.215,data/exo/timeseries/230612_17H104984_bare.csv,Bare
