"TOA5","CR6Series","CR6","11604","CR6.Std.09.02 RF4xx.01.01","CPU:230526_30s_sw_v1.CR6","51056","Table1"
"2023-08-02 04:03:00",96900,12.49,16.78,816,435.6,2022,1081
"2023-08-02 04:04:00",96901,12.5,16.77,816,434.6,2022,1078
"2023-08-02 04:05:00",96902,12.49,16.77,816,433.6,2022,1076
"2023-08-02 04:06:00",96903,12.5,16.76,819,431.6,2029,1071
"2023-08-02 04:07:00",96904,12.5,16.75,823,431.6,2039,1071
"2023-08-02 04:08:00",96905,12.5,16.74,820,432.6,2032,1073
"2023-08-02 04:09:00",96906,12.49,16.73,820,431.6,2034,1071
"2023-08-02 04:10:00",96907,12.48,16.72,821,428.5,2034,1063
"2023-08-02 04:11:00",96908,12.5,16.72,820,428.6,2032,1063
"2023-08-02 04:12:00",96909,12.49,16.71,821,431.6,2034,1071
"2023-08-02 04:13:00",96910,12.48,16.7,824,432.6,2042,1073
"2023-08-02 04:14:00",96911,12.49,16.69,828,434.6,2052,1078
"2023-08-02 04:15:00",96912,12.5,16.68,825,433.6,2044,1076
"2023-08-02 04:16:00",96913,12.5,16.67,824,434.6,2042,1078
"2023-08-02 04:17:00",96914,12.49,16.67,824,432.6,2042,1073
"2023-08-02 04:18:00",96915,12.49,16.66,826,430.5,2047,1068
"2023-08-02 04:19:00",96916,12.48,16.65,828,433.6,2052,1076
"2023-08-02 04:20:00",96917,12.5,16.64,828,434.6,2052,1078
"2023-08-02 04:21:00",96918,12.5,16.63,827,434.6,2049,1078
"2023-08-02 04:22:00",96919,12.49,16.62,828,436.6,2052,1083
"2023-08-02 04:23:00",96920,12.49,16.62,828,435.6,2052,1081
"2023-08-02 04:24:00",96921,12.5,16.61,827,434.6,2049,1078
"2023-08-02 04:25:00",96922,12.49,16.6,825,440.6,2044,1093
"2023-08-02 04:26:00",96923,12.47,16.59,832,438.7,2062,1088
"2023-08-02 04:27:00",96924,12.49,16.58,830,439.6,2057,1091
"2023-08-02 04:28:00",96925,12.48,16.57,831,439.7,2059,1091
"2023-08-02 04:29:00",96926,12.49,16.57,832,440.6,2062,1093
"2023-08-02 04:30:00",96927,12.48,16.56,830,439.6,2057,1091
"2023-08-02 04:31:00",96928,12.46,16.55,831,440.6,2059,1093
"2023-08-02 04:32:00",96929,12.49,16.54,832,439.6,2062,1091
"2023-08-02 04:33:00",96930,12.49,16.53,831,437.6,2059,1086
"2023-08-02 04:34:00",96931,12.49,16.53,831,437.6,2059,1086
"2023-08-02 04:35:00",96932,12.5,16.52,833,441.6,2064,1096
"2023-08-02 04:36:00",96933,12.5,16.51,837,441.6,2074,1096
"2023-08-02 04:37:00",96934,12.47,16.5,838,440.6,2077,1093
"2023-08-02 04:38:00",96935,12.5,16.49,835,439.6,2072,1091
"2023-08-02 04:39:00",96936,12.48,16.49,838,439.6,2077,1091
"2023-08-02 04:40:00",96937,12.5,16.48,836,438.6,2072,1088
"2023-08-02 04:41:00",96938,12.49,16.47,838,438.6,2077,1088
"2023-08-02 04:42:00",96939,12.48,16.46,838,439.7,2077,1091
"2023-08-02 04:43:00",96940,12.5,16.46,841,441.6,2084,1096
"2023-08-02 04:44:00",96941,12.48,16.45,844,442.6,2092,1098
"2023-08-02 04:45:00",96942,12.5,16.44,841,441.6,2084,1096
"2023-08-02 04:46:00",96943,12.5,16.43,843,444.6,2089,1103
"2023-08-02 04:47:00",96944,12.49,16.42,843,443.7,2089,1101
"2023-08-02 04:48:00",96945,12.49,16.42,842,443.6,2087,1101
"2023-08-02 04:49:00",96946,12.48,16.41,841,443.6,2084,1101
"2023-08-02 04:50:00",96947,12.48,16.4,841,443.7,2084,1101
"2023-08-02 04:51:00",96948,12.48,16.39,842,441.6,2087,1096
"2023-08-02 04:52:00",96949,12.48,16.39,840,442.6,2082,1098
"2023-08-02 04:53:00",96950,12.48,16.38,840,442.7,2082,1097
"2023-08-02 04:54:00",96951,12.49,16.37,842,444.7,2087,1103
"2023-08-02 04:55:00",96952,12.48,16.36,842,448.7,2087,1113
"2023-08-02 04:56:00",96953,12.47,16.36,842,446.7,2087,1108
"2023-08-02 04:57:00",96954,12.48,16.35,843,444.6,2089,1103
"2023-08-02 04:58:00",96955,12.49,16.34,849,444.6,2104,1103
"2023-08-02 04:59:00",96956,12.48,16.33,850,438.6,2107,1088
"2023-08-02 05:00:00",96957,12.48,16.33,849,437.6,2104,1086
"2023-08-02 05:01:00",96958,12.48,16.32,847,439.6,2099,1091
"2023-08-02 05:02:00",96959,12.48,16.31,849,442.7,2104,1098
"2023-08-02 05:03:00",96960,12.5,16.3,847,445,2099,1106
"2023-08-02 05:04:00",96961,12.48,16.29,846,445.7,2097,1106
"2023-08-02 05:05:00",96962,12.5,16.28,846,446.7,2097,1108
"2023-08-02 05:06:00",96963,12.49,16.28,846,445.6,2097,1106
"2023-08-02 05:07:00",96964,12.48,16.27,846,446.7,2097,1108
"2023-08-02 05:08:00",96965,12.5,16.26,844,446.7,2092,1108
"2023-08-02 05:09:00",96966,12.48,16.25,844,445.6,2089,1106
"2023-08-02 05:10:00",96967,12.49,16.24,844,448.7,2092,1113
"2023-08-02 05:11:00",96968,12.5,16.23,843,447.7,2089,1111
"2023-08-02 05:12:00",96969,12.49,16.22,843,446.7,2089,1108
"2023-08-02 05:13:00",96970,12.48,16.21,842,447.7,2087,1111
"2023-08-02 05:14:00",96971,12.49,16.2,842,447.7,2087,1111
"2023-08-02 05:15:00",96972,12.49,16.19,842,444.6,2087,1103
"2023-08-02 05:16:00",96973,12.46,16.19,841,444.6,2084,1103
"2023-08-02 05:17:00",96974,12.49,16.18,843,449.7,2089,1116
"2023-08-02 05:18:00",96975,12.47,16.17,844,448.7,2092,1113
"2023-08-02 05:19:00",96976,12.48,16.16,843,448.7,2089,1113
"2023-08-02 05:20:00",96977,12.47,16.15,841,448.7,2084,1113
"2023-08-02 05:21:00",96978,12.47,16.14,840,447.7,2082,1111
"2023-08-02 05:22:00",96979,12.48,16.13,838,447.7,2077,1111
"2023-08-02 05:23:00",96980,12.49,16.12,842,453.7,2087,1126
"2023-08-02 05:24:00",96981,12.45,16.11,842,451.7,2087,1121
"2023-08-02 05:25:00",96982,12.47,16.1,842,452.7,2087,1123
"2023-08-02 05:26:00",96983,12.47,16.09,844,452.7,2092,1123
"2023-08-02 05:27:00",96984,12.47,16.08,845,450.7,2094,1120
"2023-08-02 05:28:00",96985,12.48,16.07,845,451.7,2094,1121
"2023-08-02 05:29:00",96986,12.47,16.06,844,451.7,2092,1121
"2023-08-02 05:30:00",96987,12.47,16.05,844,451.7,2092,1121
"2023-08-02 05:31:00",96988,12.46,16.04,842,452.7,2087,1123
"2023-08-02 05:32:00",96989,12.49,16.04,843,453.7,2089,1126
"2023-08-02 05:33:00",96990,12.48,16.03,843,453.7,2089,1126
"2023-08-02 05:34:00",96991,12.47,16.02,843,452.7,2089,1123
"2023-08-02 05:35:00",96992,12.49,16.01,843,452.7,2089,1123
"2023-08-02 05:36:00",96993,12.45,16,844,452.7,2089,1123
"2023-08-02 05:37:00",96994,12.48,15.99,843,455.8,2089,1128
"2023-08-02 05:38:00",96995,12.46,15.98,844,454.8,2092,1128
"2023-08-02 05:39:00",96996,12.47,15.97,844,455.8,2092,1131
"2023-08-02 05:40:00",96997,12.49,15.97,844,456.8,2092,1133
"2023-08-02 05:41:00",96998,12.49,15.96,845,456.7,2094,1133
"2023-08-02 05:42:00",96999,12.49,15.95,846,461.8,2097,1146
"2023-08-02 05:43:00",97000,12.46,15.94,844,459.8,2092,1141
"2023-08-02 05:44:00",97001,12.49,15.93,844,459.8,2092,1141
"2023-08-02 05:45:00",97002,12.49,15.93,845,456.7,2094,1133
"2023-08-02 05:46:00",97003,12.48,15.92,844,450.7,2092,1118
"2023-08-02 05:47:00",97004,12.49,15.91,843,454.8,2089,1128
"2023-08-02 05:48:00",97005,12.48,15.9,844,450.7,2092,1118
"2023-08-02 05:49:00",97006,12.48,15.89,841,451.7,2084,1121
"2023-08-02 05:50:00",97007,12.47,15.89,840,454.8,2082,1128
"2023-08-02 05:51:00",97008,12.47,15.88,842,454.8,2087,1128
"2023-08-02 05:52:00",97009,12.47,15.87,841,454.7,2084,1128
"2023-08-02 05:53:00",97010,12.49,15.86,842,453.8,2087,1126
"2023-08-02 05:54:00",97011,12.47,15.86,843,454.8,2089,1128
"2023-08-02 05:55:00",97012,12.46,15.85,843,453.7,2089,1126
"2023-08-02 05:56:00",97013,12.49,15.84,845,457.8,2094,1136
"2023-08-02 05:57:00",97014,12.48,15.83,845,455.7,2094,1131
"2023-08-02 05:58:00",97015,12.47,15.82,847,457.8,2099,1136
"2023-08-02 05:59:00",97016,12.47,15.82,848,457.8,2102,1133
"2023-08-02 06:00:00",97017,12.47,15.81,848,457.8,2102,1136
"2023-08-02 06:01:00",97018,12.47,15.8,847,459.8,2099,1141
"2023-08-02 06:02:00",97019,12.48,15.8,847,461.8,2099,1146
"2023-08-02 06:03:00",97020,12.48,15.79,847,459.8,2099,1141
"2023-08-02 06:04:00",97021,12.48,15.78,846,457.8,2097,1138
"2023-08-02 06:05:00",97022,12.48,15.77,848,458.8,2102,1138
"2023-08-02 06:06:00",97023,12.49,15.77,846,459.8,2097,1141
"2023-08-02 06:07:00",97024,12.5,15.76,841,460.8,2084,1143
"2023-08-02 06:08:00",97025,12.49,15.76,844,460.8,2092,1143
"2023-08-02 06:09:00",97026,12.5,15.75,843,460.8,2089,1143
"2023-08-02 06:10:00",97027,12.49,15.74,845,458.8,2094,1138
"2023-08-02 06:11:00",97028,12.49,15.74,846,459.8,2097,1141
"2023-08-02 06:12:00",97029,12.47,15.74,845,458.8,2092,1138
"2023-08-02 06:13:00",97030,12.49,15.73,844,459.8,2092,1141
"2023-08-02 06:14:00",97031,12.48,15.73,845,458.8,2094,1138
"2023-08-02 06:15:00",97032,12.49,15.72,844,464.9,2092,1153
"2023-08-02 06:16:00",97033,12.47,15.72,845,463.9,2094,1151
"2023-08-02 06:17:00",97034,12.48,15.72,844,462.8,2092,1148
"2023-08-02 06:18:00",97035,12.5,15.72,843,464.9,2089,1153
"2023-08-02 06:19:00",97036,12.47,15.72,843,464.9,2089,1153
"2023-08-02 06:20:00",97037,12.49,15.72,842,465.9,2087,1156
"2023-08-02 06:21:00",97038,12.49,15.72,844,465.9,2094,1156
"2023-08-02 06:22:00",97039,12.47,15.72,844,464.9,2092,1153
"2023-08-02 06:23:00",97040,12.49,15.72,842,464.9,2087,1153
"2023-08-02 06:24:00",97041,12.49,15.72,844,464.9,2092,1153
"2023-08-02 06:25:00",97042,12.49,15.72,842,463.9,2087,1151
"2023-08-02 06:26:00",97043,12.48,15.73,843,462.9,2089,1148
"2023-08-02 06:27:00",97044,12.47,15.73,843,464.9,2089,1153
"2023-08-02 06:28:00",97045,12.5,15.74,842,464.9,2084,1153
"2023-08-02 06:29:00",97046,12.48,15.75,842,464.9,2087,1153
"2023-08-02 06:30:00",97047,12.48,15.75,843,463.9,2089,1151
"2023-08-02 06:31:00",97048,12.49,15.76,844,463.9,2092,1151
"2023-08-02 06:32:00",97049,12.48,15.77,843,463.9,2089,1151
"2023-08-02 06:33:00",97050,12.5,15.78,845,463.9,2094,1151
"2023-08-02 06:34:00",97051,12.48,15.79,845,464.9,2094,1153
"2023-08-02 06:35:00",97052,12.48,15.8,845,464.9,2094,1153
"2023-08-02 06:36:00",97053,12.46,15.81,840,466,2082,1156
"2023-08-02 06:37:00",97054,12.46,15.83,838,463.9,2077,1151
"2023-08-02 06:38:00",97055,12.46,15.84,843,466,2089,1156
"2023-08-02 06:39:00",97056,12.49,15.86,841,466.9,2084,1158
"2023-08-02 06:40:00",97057,12.47,15.87,841,469,2084,1163
"2023-08-02 06:41:00",97058,12.48,15.89,839,470,2079,1166
"2023-08-02 06:42:00",97059,12.49,15.91,840,471,2082,1168
"2023-08-02 06:43:00",97060,12.47,15.93,840,469,2082,1164
"2023-08-02 06:44:00",97061,12.47,15.95,839,467,2079,1159
"2023-08-02 06:45:00",97062,12.48,15.97,840,471,2082,1168
"2023-08-02 06:46:00",97063,12.48,15.99,838,471,2077,1169
"2023-08-02 06:47:00",97064,12.48,16.01,839,470,2079,1166
"2023-08-02 06:48:00",97065,12.48,16.04,842,472,2087,1171
"2023-08-02 06:49:00",97066,12.48,16.06,840,471,2082,1169
"2023-08-02 06:50:00",97067,12.47,16.09,839,472,2079,1171
"2023-08-02 06:51:00",97068,12.46,16.11,840,472,2082,1171
"2023-08-02 06:52:00",97069,12.49,16.14,840,473,2082,1174
"2023-08-02 06:53:00",97070,12.48,16.17,840,475.1,2084,1179
"2023-08-02 06:54:00",97071,12.48,16.2,839,475,2079,1179
"2023-08-02 06:55:00",97072,12.47,16.23,835,476,2069,1181
"2023-08-02 06:56:00",97073,12.47,16.26,836,477.1,2072,1184
"2023-08-02 06:57:00",97074,12.48,16.29,838,477.1,2077,1184
"2023-08-02 06:58:00",97075,12.47,16.32,839,476.1,2079,1181
"2023-08-02 06:59:00",97076,12.49,16.35,834,475,2067,1179
"2023-08-02 07:00:00",97077,12.47,16.38,835,477.1,2069,1184
"2023-08-02 07:01:00",97078,12.49,16.41,835,476.1,2069,1181
"2023-08-02 07:02:00",97079,12.48,16.45,837,475.1,2074,1179
"2023-08-02 07:03:00",97080,12.48,16.48,834,476.1,2067,1181
"2023-08-02 07:04:00",97081,12.46,16.52,834,478.1,2067,1186
"2023-08-02 07:05:00",97082,12.47,16.55,833,477.1,2064,1184
"2023-08-02 07:06:00",97083,12.47,16.59,832,476.1,2062,1181
"2023-08-02 07:07:00",97084,12.47,16.63,830,476.1,2057,1181
"2023-08-02 07:08:00",97085,12.49,16.66,830,476.1,2057,1181
"2023-08-02 07:09:00",97086,12.49,16.7,829,478,2054,1186
"2023-08-02 07:10:00",97087,12.49,16.74,828,481.1,2052,1194
"2023-08-02 07:11:00",97088,12.49,16.78,830,481.1,2057,1194
"2023-08-02 07:12:00",97089,12.47,16.82,830,481.1,2057,1194
"2023-08-02 07:13:00",97090,12.47,16.86,832,482.1,2062,1196
"2023-08-02 07:14:00",97091,12.48,16.9,831,481.1,2060,1194
"2023-08-02 07:15:00",97092,12.48,16.94,829,483.1,2055,1199
"2023-08-02 07:16:00",97093,12.46,16.98,830,482.1,2057,1196
"2023-08-02 07:17:00",97094,12.47,17.02,829,482.1,2055,1196
"2023-08-02 07:18:00",97095,12.49,17.06,828,482.1,2052,1196
"2023-08-02 07:19:00",97096,12.48,17.1,830,483.1,2057,1199
"2023-08-02 07:20:00",97097,12.47,17.14,830,483.1,2057,1199
"2023-08-02 07:21:00",97098,12.49,17.18,830,483.1,2057,1199
"2023-08-02 07:22:00",97099,12.49,17.22,828,481.1,2052,1194
"2023-08-02 07:23:00",97100,12.49,17.26,828,484.2,2052,1201
"2023-08-02 07:24:00",97101,12.48,17.3,828,484.1,2052,1201
"2023-08-02 07:25:00",97102,12.48,17.34,828,483.1,2052,1199
"2023-08-02 07:26:00",97103,12.48,17.39,826,484.1,2047,1201
"2023-08-02 07:27:00",97104,12.49,17.43,826,482.1,2047,1196
"2023-08-02 07:28:00",97105,12.48,17.47,825,479.1,2045,1189
"2023-08-02 07:29:00",97106,12.49,17.51,826,479.1,2047,1189
"2023-08-02 07:30:00",97107,12.49,17.55,826,481.1,2047,1194
"2023-08-02 07:31:00",97108,12.49,17.6,825,483.1,2045,1199
"2023-08-02 07:32:00",97109,12.48,17.64,825,484.2,2045,1201
"2023-08-02 07:33:00",97110,12.49,17.68,824,485.2,2042,1204
"2023-08-02 07:34:00",97111,12.5,17.72,824,486.2,2045,1206
"2023-08-02 07:35:00",97112,12.49,17.77,825,487.2,2045,1209
"2023-08-02 07:36:00",97113,12.5,17.81,824,489.2,2042,1214
"2023-08-02 07:37:00",97114,12.48,17.85,828,494.2,2052,1226
"2023-08-02 07:38:00",97115,12.49,17.9,827,492.2,2050,1221
"2023-08-02 07:39:00",97116,12.5,17.94,827,493.2,2050,1224
"2023-08-02 07:40:00",97117,12.48,17.98,826,493.2,2047,1224
"2023-08-02 07:41:00",97118,12.48,18.03,824,492.2,2042,1221
"2023-08-02 07:42:00",97119,12.5,18.07,821,491.2,2035,1219
"2023-08-02 07:43:00",97120,12.48,18.12,820,489.2,2032,1214
"2023-08-02 07:44:00",97121,12.5,18.17,820,490.2,2032,1216
"2023-08-02 07:45:00",97122,12.47,18.22,822,491.2,2037,1219
"2023-08-02 07:46:00",97123,12.49,18.26,819,492.2,2030,1221
"2023-08-02 07:47:00",97124,12.48,18.31,821,492.2,2035,1221
"2023-08-02 07:48:00",97125,12.48,18.36,817,490.2,2025,1216
"2023-08-02 07:49:00",97126,12.48,18.41,816,490.2,2022,1216
"2023-08-02 07:50:00",97127,12.48,18.46,817,491.2,2025,1219
"2023-08-02 07:51:00",97128,12.46,18.51,815,493.2,2020,1224
"2023-08-02 07:52:00",97129,12.49,18.57,816,493.2,2022,1224
"2023-08-02 07:53:00",97130,12.49,18.62,817,498.2,2025,1236
"2023-08-02 07:54:00",97131,12.48,18.67,818,498.2,2027,1236
"2023-08-02 07:55:00",97132,12.48,18.73,817,499.3,2025,1239
"2023-08-02 07:56:00",97133,12.49,18.78,817,500.3,2025,1241
"2023-08-02 07:57:00",97134,12.49,18.83,817,499.3,2025,1239
"2023-08-02 07:58:00",97135,12.49,18.89,817,498.2,2025,1236
"2023-08-02 07:59:00",97136,12.49,18.94,816,498.2,2022,1236
"2023-08-02 08:00:00",97137,12.5,18.99,816,499.3,2022,1239
"2023-08-02 08:01:00",97138,12.49,19.05,814,499.3,2017,1239
"2023-08-02 08:02:00",97139,12.49,19.1,813,499.3,2015,1239
"2023-08-02 08:03:00",97140,12.5,19.15,813,498.2,2015,1236
"2023-08-02 08:04:00",97141,12.49,19.21,815,501.3,2020,1244
"2023-08-02 08:05:00",97142,12.49,19.26,812,500.3,2012,1241
"2023-08-02 08:06:00",97143,12.48,19.31,814,500.3,2017,1241
"2023-08-02 08:07:00",97144,12.49,19.36,813,502.3,2015,1246
"2023-08-02 08:08:00",97145,12.49,19.42,811,501.3,2010,1244
"2023-08-02 08:09:00",97146,12.49,19.47,809,503.3,2005,1249
"2023-08-02 08:10:00",97147,12.49,19.52,808,505.3,2002,1254
"2023-08-02 08:11:00",97148,12.5,19.56,813,507.3,2015,1256
"2023-08-02 08:12:00",97149,12.49,19.61,813,505.3,2015,1254
"2023-08-02 08:13:00",97150,12.5,19.66,810,505.3,2007,1254
"2023-08-02 08:14:00",97151,12.5,19.7,811,504.3,2010,1251
"2023-08-02 08:15:00",97152,12.49,19.75,808,503.3,2002,1249
"2023-08-02 08:16:00",97153,12.49,19.79,807,503.3,2000,1249
"2023-08-02 08:17:00",97154,12.5,19.84,805,503.3,1995,1249
"2023-08-02 08:18:00",97155,12.49,19.88,806,506.4,1997,1256
"2023-08-02 08:19:00",97156,12.5,19.93,812,507.4,2012,1259
"2023-08-02 08:20:00",97157,12.49,19.98,810,508.4,2007,1261
"2023-08-02 08:21:00",97158,12.5,20.03,808,508.4,2002,1261
"2023-08-02 08:22:00",97159,12.49,20.07,807,509.4,2000,1264
"2023-08-02 08:23:00",97160,12.5,20.12,804,513.4,1992,1274
"2023-08-02 08:24:00",97161,12.5,20.17,804,510.4,1992,1266
"2023-08-02 08:25:00",97162,12.5,20.22,799.9,511.4,1982,1269
"2023-08-02 08:26:00",97163,12.49,20.27,799.8,510.4,1982,1266
"2023-08-02 08:27:00",97164,12.5,20.32,801,510.4,1985,1266
"2023-08-02 08:28:00",97165,12.49,20.37,801,510.4,1985,1266
"2023-08-02 08:29:00",97166,12.5,20.42,801,511.4,1985,1269
"2023-08-02 08:30:00",97167,12.5,20.47,799.8,514.4,1982,1276
"2023-08-02 08:31:00",97168,12.5,20.52,799.8,517.4,1982,1284
"2023-08-02 08:32:00",97169,12.5,20.57,798.8,520.4,1980,1291
"2023-08-02 08:33:00",97170,12.5,20.62,797.9,519.4,1977,1289
"2023-08-02 08:34:00",97171,12.5,20.67,796.8,514.4,1975,1276
"2023-08-02 08:35:00",97172,12.5,20.72,795.8,514.4,1972,1276
"2023-08-02 08:36:00",97173,12.5,20.77,796.8,519.4,1975,1289
"2023-08-02 08:37:00",97174,12.48,20.82,796.8,519.5,1975,1289
"2023-08-02 08:38:00",97175,12.5,20.87,795.8,519.5,1972,1289
"2023-08-02 08:39:00",97176,12.49,20.92,793.8,519.4,1967,1289
"2023-08-02 08:40:00",97177,12.5,20.98,793.8,518.5,1967,1286
"2023-08-02 08:41:00",97178,12.5,21.03,792.8,520.4,1965,1291
"2023-08-02 08:42:00",97179,12.5,21.08,793.8,520.5,1967,1291
"2023-08-02 08:43:00",97180,12.5,21.13,795.8,520.5,1972,1291
"2023-08-02 08:44:00",97181,12.49,21.18,795.8,521.5,1972,1294
"2023-08-02 08:45:00",97182,12.5,21.23,794.8,523.5,1970,1299
"2023-08-02 08:46:00",97183,12.5,21.28,793.8,522.5,1967,1296
"2023-08-02 08:47:00",97184,12.5,21.34,794.8,521.5,1970,1294
"2023-08-02 08:48:00",97185,12.5,21.39,794.8,522.5,1970,1296
"2023-08-02 08:49:00",97186,12.49,21.44,794.8,523.5,1970,1299
"2023-08-02 08:50:00",97187,12.5,21.49,798.9,520.5,1980,1291
"2023-08-02 08:51:00",97188,12.51,21.54,796.8,521.5,1975,1294
"2023-08-02 08:52:00",97189,12.5,21.6,793.8,520.5,1967,1291
"2023-08-02 08:53:00",97190,12.5,21.65,792.8,523.5,1965,1299
"2023-08-02 08:54:00",97191,12.51,21.7,789.8,523.5,1957,1299
"2023-08-02 08:55:00",97192,12.51,21.76,789.8,524.5,1957,1301
"2023-08-02 08:56:00",97193,12.5,21.81,788.8,522.5,1955,1296
"2023-08-02 08:57:00",97194,12.51,21.87,789.8,523.5,1957,1299
"2023-08-02 08:58:00",97195,12.51,21.93,788.8,525.6,1955,1304
"2023-08-02 08:59:00",97196,12.5,21.98,788.8,526.6,1955,1306
"2023-08-02 09:00:00",97197,12.51,22.04,788.8,527.6,1955,1309
"2023-08-02 09:01:00",97198,12.51,22.1,788.8,527.6,1955,1309
"2023-08-02 09:02:00",97199,12.51,22.15,788.8,528.6,1955,1311
"2023-08-02 09:03:00",97200,12.5,22.21,786.8,528.6,1950,1311
"2023-08-02 09:04:00",97201,12.51,22.27,786.8,529.6,1950,1314
"2023-08-02 09:05:00",97202,12.5,22.33,782.7,529.6,1940,1314
"2023-08-02 09:06:00",97203,12.51,22.39,784.8,530.6,1945,1316
"2023-08-02 09:07:00",97204,12.51,22.45,786.8,531.6,1950,1319
"2023-08-02 09:08:00",97205,12.51,22.51,787.8,530.6,1953,1316
"2023-08-02 09:09:00",97206,12.51,22.57,787.9,529.6,1953,1314
"2023-08-02 09:10:00",97207,12.51,22.64,788.8,529.6,1955,1314
"2023-08-02 09:11:00",97208,12.51,22.7,786.8,533.6,1950,1324
"2023-08-02 09:12:00",97209,12.51,22.76,786.8,533.6,1950,1324
"2023-08-02 09:13:00",97210,12.5,22.83,786.8,533.6,1950,1324
"2023-08-02 09:14:00",97211,12.51,22.89,786.8,532.6,1950,1321
"2023-08-02 09:15:00",97212,12.5,22.95,785.8,534.6,1948,1326
"2023-08-02 09:16:00",97213,12.51,23.02,784.8,533.6,1945,1324
"2023-08-02 09:17:00",97214,12.51,23.08,781.8,534.6,1938,1326
"2023-08-02 09:18:00",97215,12.49,23.15,781.8,532.6,1938,1321
"2023-08-02 09:19:00",97216,12.5,23.21,781.8,535.6,1938,1329
"2023-08-02 09:20:00",97217,12.49,23.28,782.7,538.7,1940,1336
"2023-08-02 09:21:00",97218,12.49,23.34,780.8,538.7,1935,1336
"2023-08-02 09:22:00",97219,12.5,23.41,780.8,540.7,1935,1341
"2023-08-02 09:23:00",97220,12.5,23.48,775.8,540.7,1923,1341
"2023-08-02 09:24:00",97221,12.49,23.54,778.8,540.7,1930,1341
"2023-08-02 09:25:00",97222,12.5,23.61,778.7,544.8,1930,1351
"2023-08-02 09:26:00",97223,12.5,23.67,778.8,543.7,1930,1349
"2023-08-02 09:27:00",97224,12.49,23.74,779.8,542.7,1933,1346
"2023-08-02 09:28:00",97225,12.5,23.81,781.8,545.8,1938,1354
"2023-08-02 09:29:00",97226,12.5,23.87,780.8,547.7,1935,1359
"2023-08-02 09:30:00",97227,12.5,23.94,780.8,545.7,1935,1354
"2023-08-02 09:31:00",97228,12.5,24.01,779.8,545.8,1933,1354
"2023-08-02 09:32:00",97229,12.5,24.07,785.8,545.8,1948,1354
"2023-08-02 09:33:00",97230,12.5,24.14,783.8,540.7,1943,1341
"2023-08-02 09:34:00",97231,12.5,24.21,781.8,549.8,1938,1364
"2023-08-02 09:35:00",97232,12.5,24.28,781.8,549.7,1938,1364
"2023-08-02 09:36:00",97233,12.49,24.35,780.8,550.7,1935,1366
"2023-08-02 09:37:00",97234,12.5,24.41,778.8,550.8,1930,1366
"2023-08-02 09:38:00",97235,12.5,24.48,776.8,549.8,1925,1364
"2023-08-02 09:39:00",97236,12.5,24.55,775.8,549.8,1923,1364
"2023-08-02 09:40:00",97237,12.49,24.62,775.8,543.7,1923,1349
"2023-08-02 09:41:00",97238,12.51,24.68,775.8,550.8,1923,1366
"2023-08-02 09:42:00",97239,12.51,24.75,774.8,548.8,1920,1361
"2023-08-02 09:43:00",97240,12.5,24.82,774.7,552.8,1920,1371
"2023-08-02 09:44:00",97241,12.5,24.89,774.8,552.8,1920,1371
"2023-08-02 09:45:00",97242,12.5,24.96,775.8,552.8,1923,1371
"2023-08-02 09:46:00",97243,12.5,25.02,776.8,552.8,1925,1372
"2023-08-02 09:47:00",97244,12.51,25.09,778.8,555.8,1928,1379
"2023-08-02 09:48:00",97245,12.51,25.16,779.8,554.8,1933,1376
"2023-08-02 09:49:00",97246,12.51,25.23,777.8,556.8,1928,1381
"2023-08-02 09:50:00",97247,12.51,25.29,774.8,555.8,1920,1379
"2023-08-02 09:51:00",97248,12.51,25.36,772.8,556.8,1915,1381
"2023-08-02 09:52:00",97249,12.5,25.43,771.7,554.8,1913,1376
"2023-08-02 09:53:00",97250,12.51,25.49,772.8,557.8,1915,1384
"2023-08-02 09:54:00",97251,12.51,25.56,773.7,560.9,1918,1394
"2023-08-02 09:55:00",97252,12.5,25.63,771.7,558.8,1913,1386
"2023-08-02 09:56:00",97253,12.51,25.69,771.7,559.9,1913,1389
"2023-08-02 09:57:00",97254,12.5,25.76,771.7,560.9,1913,1392
"2023-08-02 09:58:00",97255,12.5,25.83,770.7,559.9,1910,1389
"2023-08-02 09:59:00",97256,12.5,25.89,770.8,558.8,1910,1386
"2023-08-02 10:00:00",97257,12.5,25.96,769.8,559.9,1910,1389
"2023-08-02 10:01:00",97258,12.51,26.02,768.8,561.9,1905,1394
"2023-08-02 10:02:00",97259,12.51,26.08,767.7,561.9,1903,1394
"2023-08-02 10:03:00",97260,12.51,26.15,765.7,562.9,1898,1397
"2023-08-02 10:04:00",97261,12.51,26.21,765.7,560.9,1898,1392
"2023-08-02 10:05:00",97262,12.51,26.28,767.7,565.9,1903,1404
"2023-08-02 10:06:00",97263,12.51,26.34,765.7,564.9,1898,1401
"2023-08-02 10:07:00",97264,12.51,26.4,766.7,566.9,1900,1407
"2023-08-02 10:08:00",97265,12.5,26.46,766.7,568,1900,1409
"2023-08-02 10:09:00",97266,12.51,26.53,767.7,569.9,1903,1414
"2023-08-02 10:10:00",97267,12.51,26.59,768.8,571,1905,1417
"2023-08-02 10:11:00",97268,12.51,26.65,766.7,571,1900,1417
"2023-08-02 10:12:00",97269,12.5,26.72,765.7,571,1898,1417
"2023-08-02 10:13:00",97270,12.51,26.78,767.7,575,1903,1427
"2023-08-02 10:14:00",97271,12.51,26.84,767.7,575,1903,1427
