"TOA5","CR6Series","CR6","11604","CR6.Std.09.02 RF4xx.01.01","CPU:230526_30s_sw_v1.CR6","51056","Table1"
"2023-08-17 17:55:00",119332,12.52,33.36,610.5,380.5,1513,944
"2023-08-17 17:56:00",119333,12.52,33.27,612.5,381.5,1518,946
"2023-08-17 17:57:00",119334,12.52,33.19,614.5,383.5,1523,951
"2023-08-17 17:58:00",119335,12.52,33.1,614.5,383.5,1523,951
"2023-08-17 17:59:00",119336,12.52,33.01,614.5,384.5,1523,954
"2023-08-17 18:00:00",119337,12.52,32.92,611.5,385.5,1516,956
"2023-08-17 18:01:00",119338,12.52,32.83,612.5,384.5,1518,954
"2023-08-17 18:02:00",119339,12.52,32.75,614.5,385.5,1523,956
"2023-08-17 18:03:00",119340,12.52,32.66,612.5,387.5,1518,961
"2023-08-17 18:04:00",119341,12.52,32.58,610.5,389.5,1513,966
"2023-08-17 18:05:00",119342,12.52,32.49,612.4,387.5,1518,961
"2023-08-17 18:06:00",119343,12.51,32.41,613.5,387.5,1520,961
"2023-08-17 18:07:00",119344,12.51,32.33,613.5,386.5,1520,959
"2023-08-17 18:08:00",119345,12.51,32.24,614.5,384.5,1523,954
"2023-08-17 18:09:00",119346,12.51,32.16,613.5,385.5,1520,956
"2023-08-17 18:10:00",119347,12.51,32.08,615.5,385.5,1525,956
"2023-08-17 18:11:00",119348,12.51,32,614.5,385.5,1523,958
"2023-08-17 18:12:00",119349,12.51,31.92,614.5,386.5,1523,959
"2023-08-17 18:13:00",119350,12.51,31.85,616.5,386.5,1528,959
"2023-08-17 18:14:00",119351,12.51,31.77,617.5,386.5,1530,959
"2023-08-17 18:15:00",119352,12.51,31.69,616.5,386.5,1528,959
"2023-08-17 18:16:00",119353,12.51,31.62,615.5,386.5,1525,959
"2023-08-17 18:17:00",119354,12.51,31.54,616.5,391.5,1528,971
"2023-08-17 18:18:00",119355,12.51,31.47,615.5,389.5,1525,966
"2023-08-17 18:19:00",119356,12.51,31.39,616.5,390.5,1528,969
"2023-08-17 18:20:00",119357,12.51,31.32,617.5,391.6,1530,971
"2023-08-17 18:21:00",119358,12.51,31.25,617.5,392.5,1530,974
"2023-08-17 18:22:00",119359,12.51,31.18,618.5,392.5,1533,974
"2023-08-17 18:23:00",119360,12.52,31.11,619.5,391.5,1535,971
"2023-08-17 18:24:00",119361,12.52,31.04,621.5,392.5,1540,974
"2023-08-17 18:25:00",119362,12.52,30.97,621.5,392.5,1540,974
"2023-08-17 18:26:00",119363,12.52,30.9,619.5,393.6,1535,976
"2023-08-17 18:27:00",119364,12.52,30.83,620.5,393.6,1538,976
"2023-08-17 18:28:00",119365,12.52,30.76,622.5,394.6,1543,979
"2023-08-17 18:29:00",119366,12.52,30.7,620.5,395.6,1538,981
"2023-08-17 18:30:00",119367,12.52,30.63,622.5,395.5,1543,981
"2023-08-17 18:31:00",119368,12.52,30.57,621.5,394.6,1540,979
"2023-08-17 18:32:00",119369,12.52,30.5,620.5,394.6,1538,979
"2023-08-17 18:33:00",119370,12.52,30.44,620.5,399.6,1538,991
"2023-08-17 18:34:00",119371,12.52,30.37,621.5,398.6,1540,989
"2023-08-17 18:35:00",119372,12.52,30.31,621.5,399.6,1540,991
"2023-08-17 18:36:00",119373,12.52,30.25,623.5,398.6,1545,989
"2023-08-17 18:37:00",119374,12.51,30.19,624.5,398.6,1548,989
"2023-08-17 18:38:00",119375,12.51,30.13,624.5,397.6,1548,986
"2023-08-17 18:39:00",119376,12.51,30.07,626.5,398.6,1553,989
"2023-08-17 18:40:00",119377,12.51,30.01,624.5,398.6,1548,989
"2023-08-17 18:41:00",119378,12.51,29.95,624.5,399.6,1548,991
"2023-08-17 18:42:00",119379,12.51,29.89,623.5,398.6,1548,989
"2023-08-17 18:43:00",119380,12.51,29.83,624.5,398.6,1548,989
"2023-08-17 18:44:00",119381,12.52,29.77,624.5,396.5,1545,984
"2023-08-17 18:45:00",119382,12.52,29.72,625.6,398.6,1550,989
"2023-08-17 18:46:00",119383,12.52,29.66,624.5,398.6,1548,989
"2023-08-17 18:47:00",119384,12.52,29.6,627.6,401.6,1555,996
"2023-08-17 18:48:00",119385,12.51,29.55,627.6,401.6,1555,996
"2023-08-17 18:49:00",119386,12.51,29.49,626.5,400.6,1553,994
"2023-08-17 18:50:00",119387,12.51,29.44,625.5,400.6,1550,994
"2023-08-17 18:51:00",119388,12.51,29.39,627.5,400.6,1555,994
"2023-08-17 18:52:00",119389,12.51,29.33,627.6,399.6,1555,991
"2023-08-17 18:53:00",119390,12.51,29.28,628.6,400.6,1558,994
"2023-08-17 18:54:00",119391,12.51,29.22,629.6,405.6,1560,1006
"2023-08-17 18:55:00",119392,12.51,29.17,629.6,402.6,1560,999
"2023-08-17 18:56:00",119393,12.51,29.12,630.6,401.6,1563,996
"2023-08-17 18:57:00",119394,12.51,29.07,630.6,402.6,1563,999
"2023-08-17 18:58:00",119395,12.51,29.02,630.6,401.6,1563,996
"2023-08-17 18:59:00",119396,12.51,28.96,629.6,400.6,1560,994
"2023-08-17 19:00:00",119397,12.51,28.91,630.6,400.6,1563,994
"2023-08-17 19:01:00",119398,12.51,28.86,631.5,398.6,1565,989
"2023-08-17 19:02:00",119399,12.51,28.81,633.6,400.6,1570,994
"2023-08-17 19:03:00",119400,12.51,28.76,633.6,400.6,1570,994
"2023-08-17 19:04:00",119401,12.51,28.71,631.5,401.6,1565,996
"2023-08-17 19:05:00",119402,12.51,28.67,631.5,404.6,1565,1004
"2023-08-17 19:06:00",119403,12.51,28.62,632.6,404.6,1568,1004
"2023-08-17 19:07:00",119404,12.51,28.57,634.6,404.6,1573,1004
"2023-08-17 19:08:00",119405,12.51,28.52,635.6,406.6,1575,1009
"2023-08-17 19:09:00",119406,12.51,28.47,636.6,406.6,1578,1009
"2023-08-17 19:10:00",119407,12.51,28.42,635.6,406.6,1575,1009
"2023-08-17 19:11:00",119408,12.51,28.38,636.6,407.6,1578,1011
"2023-08-17 19:12:00",119409,12.51,28.33,636.6,405.6,1578,1006
"2023-08-17 19:13:00",119410,12.51,28.28,636.6,408.6,1578,1014
"2023-08-17 19:14:00",119411,12.5,28.24,634.6,409.6,1573,1016
"2023-08-17 19:15:00",119412,12.51,28.19,635.6,409.6,1575,1016
"2023-08-17 19:16:00",119413,12.51,28.15,635.6,410.6,1575,1019
"2023-08-17 19:17:00",119414,12.51,28.1,636.6,413.6,1578,1026
"2023-08-17 19:18:00",119415,12.51,28.05,637.6,410.6,1580,1019
"2023-08-17 19:19:00",119416,12.51,28.01,637.6,409.6,1580,1016
"2023-08-17 19:20:00",119417,12.51,27.96,637.6,409.6,1580,1016
"2023-08-17 19:21:00",119418,12.51,27.92,637.6,412.6,1580,1021
"2023-08-17 19:22:00",119419,12.51,27.88,636.6,411.6,1578,1021
"2023-08-17 19:23:00",119420,12.51,27.83,637.6,412.7,1580,1024
"2023-08-17 19:24:00",119421,12.51,27.79,637.6,411.6,1580,1021
"2023-08-17 19:25:00",119422,12.51,27.74,635.6,413.7,1575,1026
"2023-08-17 19:26:00",119423,12.51,27.7,637.6,413.6,1580,1026
"2023-08-17 19:27:00",119424,12.51,27.66,638.6,412.7,1583,1024
"2023-08-17 19:28:00",119425,12.51,27.61,640.6,413.6,1588,1026
"2023-08-17 19:29:00",119426,12.51,27.57,639.6,413.6,1585,1026
"2023-08-17 19:30:00",119427,12.51,27.53,637.8,413.7,1580,1026
"2023-08-17 19:31:00",119428,12.51,27.48,638.6,414.7,1583,1029
"2023-08-17 19:32:00",119429,12.51,27.44,636.6,413.7,1580,1026
"2023-08-17 19:33:00",119430,12.51,27.4,637.6,413.6,1580,1026
"2023-08-17 19:34:00",119431,12.5,27.36,639.6,414.6,1588,1029
"2023-08-17 19:35:00",119432,12.51,27.32,639.6,415.6,1585,1031
"2023-08-17 19:36:00",119433,12.51,27.28,638.6,417.7,1585,1036
"2023-08-17 19:37:00",119434,12.51,27.23,639.6,417.7,1585,1036
"2023-08-17 19:38:00",119435,12.51,27.19,639.6,419.7,1585,1041
"2023-08-17 19:39:00",119436,12.51,27.15,639.6,415.7,1585,1031
"2023-08-17 19:40:00",119437,12.51,27.11,640.6,414.6,1588,1029
"2023-08-17 19:41:00",119438,12.51,27.07,642.6,416.7,1593,1034
"2023-08-17 19:42:00",119439,12.51,27.03,646.6,416.7,1603,1034
"2023-08-17 19:43:00",119440,12.51,26.99,647.7,418.7,1605,1039
"2023-08-17 19:44:00",119441,12.5,26.95,648.7,418.7,1608,1039
"2023-08-17 19:45:00",119442,12.5,26.91,647.7,418.7,1605,1039
"2023-08-17 19:46:00",119443,12.5,26.87,645.6,419.7,1600,1041
"2023-08-17 19:47:00",119444,12.51,26.83,644.6,419.7,1598,1041
"2023-08-17 19:48:00",119445,12.51,26.79,643.6,421.7,1595,1046
"2023-08-17 19:49:00",119446,12.51,26.75,644.6,423.7,1598,1051
"2023-08-17 19:50:00",119447,12.51,26.71,646.6,422.7,1603,1049
"2023-08-17 19:51:00",119448,12.51,26.68,647.7,422.7,1605,1049
"2023-08-17 19:52:00",119449,12.51,26.64,648.7,424.7,1608,1054
"2023-08-17 19:53:00",119450,12.51,26.6,648.6,424.7,1608,1054
"2023-08-17 19:54:00",119451,12.51,26.56,650.7,424.7,1613,1054
"2023-08-17 19:55:00",119452,12.51,26.52,650.7,422.7,1613,1049
"2023-08-17 19:56:00",119453,12.51,26.48,651.7,426.7,1615,1059
"2023-08-17 19:57:00",119454,12.51,26.44,652.7,426.7,1618,1059
"2023-08-17 19:58:00",119455,12.51,26.41,651.7,425.7,1615,1056
"2023-08-17 19:59:00",119456,12.51,26.37,651.7,426.7,1615,1059
"2023-08-17 20:00:00",119457,12.51,26.33,649.7,431.7,1610,1071
"2023-08-17 20:01:00",119458,12.51,26.29,651.7,431.7,1615,1071
"2023-08-17 20:02:00",119459,12.51,26.25,649.7,430.7,1610,1069
"2023-08-17 20:03:00",119460,12.51,26.22,650.7,430.7,1613,1069
"2023-08-17 20:04:00",119461,12.51,26.18,649.6,425.7,1610,1056
"2023-08-17 20:05:00",119462,12.51,26.14,649.7,427.7,1610,1061
"2023-08-17 20:06:00",119463,12.51,26.1,650.7,428.7,1613,1064
"2023-08-17 20:07:00",119464,12.51,26.07,653.7,428.7,1620,1064
"2023-08-17 20:08:00",119465,12.51,26.03,652.7,429.7,1618,1066
"2023-08-17 20:09:00",119466,12.51,25.99,653.7,431.8,1620,1071
"2023-08-17 20:10:00",119467,12.51,25.95,654.7,429.7,1623,1066
"2023-08-17 20:11:00",119468,12.51,25.92,655.7,431.8,1625,1071
"2023-08-17 20:12:00",119469,12.51,25.88,653.7,432.8,1620,1074
"2023-08-17 20:13:00",119470,12.51,25.84,654.7,432.7,1623,1074
"2023-08-17 20:14:00",119471,12.51,25.81,656.7,432.7,1628,1074
"2023-08-17 20:15:00",119472,12.51,25.77,656.7,433.8,1628,1076
"2023-08-17 20:16:00",119473,12.51,25.73,657.7,434.8,1630,1079
"2023-08-17 20:17:00",119474,12.51,25.7,658.7,433.8,1633,1076
"2023-08-17 20:18:00",119475,12.5,25.66,659.7,434.8,1635,1079
"2023-08-17 20:19:00",119476,12.5,25.62,659.7,435.8,1635,1081
"2023-08-17 20:20:00",119477,12.5,25.58,660.7,436.8,1637,1084
"2023-08-17 20:21:00",119478,12.5,25.55,661.8,437.8,1640,1086
"2023-08-17 20:22:00",119479,12.5,25.51,663.8,438.8,1645,1089
"2023-08-17 20:23:00",119480,12.51,25.47,663.8,440.8,1645,1094
"2023-08-17 20:24:00",119481,12.51,25.44,663.8,440.8,1645,1094
"2023-08-17 20:25:00",119482,12.51,25.4,663.8,439.8,1645,1091
"2023-08-17 20:26:00",119483,12.51,25.36,663.8,439.8,1645,1091
"2023-08-17 20:27:00",119484,12.51,25.33,663.8,439.8,1645,1091
"2023-08-17 20:28:00",119485,12.51,25.29,664.8,441.8,1648,1096
"2023-08-17 20:29:00",119486,12.51,25.26,664.8,441.8,1648,1096
"2023-08-17 20:30:00",119487,12.51,25.22,665.8,442.8,1650,1099
"2023-08-17 20:31:00",119488,12.51,25.18,665.8,443.8,1650,1101
"2023-08-17 20:32:00",119489,12.51,25.15,663.8,444.8,1645,1104
"2023-08-17 20:33:00",119490,12.51,25.11,664.7,450.9,1648,1119
"2023-08-17 20:34:00",119491,12.51,25.07,664.8,446.8,1648,1109
"2023-08-17 20:35:00",119492,12.51,25.04,665.8,444.8,1650,1104
"2023-08-17 20:36:00",119493,12.51,25,666.8,443.8,1653,1101
"2023-08-17 20:37:00",119494,12.51,24.97,667.8,448.8,1655,1114
"2023-08-17 20:38:00",119495,12.51,24.93,671.8,446.9,1665,1109
"2023-08-17 20:39:00",119496,12.51,24.89,671.8,446.8,1665,1109
"2023-08-17 20:40:00",119497,12.51,24.86,668.8,447.9,1658,1111
"2023-08-17 20:41:00",119498,12.51,24.82,667.8,446.8,1655,1109
"2023-08-17 20:42:00",119499,12.5,24.79,667.8,447.8,1655,1111
"2023-08-17 20:43:00",119500,12.51,24.75,670.8,448.8,1663,1114
"2023-08-17 20:44:00",119501,12.51,24.72,671.8,449.8,1665,1116
"2023-08-17 20:45:00",119502,12.51,24.68,671.8,449.9,1665,1116
"2023-08-17 20:46:00",119503,12.51,24.64,671.8,449.9,1665,1116
"2023-08-17 20:47:00",119504,12.51,24.61,676.9,450.9,1678,1119
"2023-08-17 20:48:00",119505,12.51,24.57,673.8,451.9,1670,1121
"2023-08-17 20:49:00",119506,12.5,24.54,674.8,454.9,1672,1129
"2023-08-17 20:50:00",119507,12.51,24.5,674.8,454.9,1673,1129
"2023-08-17 20:51:00",119508,12.51,24.47,677.9,461.9,1680,1146
"2023-08-17 20:52:00",119509,12.51,24.43,673.8,460.9,1670,1143
"2023-08-17 20:53:00",119510,12.51,24.4,673.8,458.9,1670,1138
"2023-08-17 20:54:00",119511,12.51,24.36,674.8,456.9,1672,1134
"2023-08-17 20:55:00",119512,12.51,24.33,683.9,458.9,1695,1139
"2023-08-17 20:56:00",119513,12.51,24.29,682.9,458.9,1692,1139
"2023-08-17 20:57:00",119514,12.51,24.26,680.9,462.9,1688,1149
"2023-08-17 20:58:00",119515,12.51,24.22,679.9,463.9,1685,1151
"2023-08-17 20:59:00",119516,12.51,24.19,683.9,463.9,1695,1151
"2023-08-17 21:00:00",119517,12.51,24.15,681.9,462.9,1690,1148
"2023-08-17 21:01:00",119518,12.51,24.12,680.9,462.9,1688,1148
"2023-08-17 21:02:00",119519,12.51,24.08,680.9,462.9,1687,1148
"2023-08-17 21:03:00",119520,12.51,24.05,682.9,465,1692,1154
"2023-08-17 21:04:00",119521,12.51,24.01,682.9,466,1692,1156
"2023-08-17 21:05:00",119522,12.51,23.98,682.9,466,1692,1156
"2023-08-17 21:06:00",119523,12.51,23.94,691,466,1713,1156
"2023-08-17 21:07:00",119524,12.51,23.91,689.9,466,1710,1156
"2023-08-17 21:08:00",119525,12.51,23.88,688.9,467,1707,1159
"2023-08-17 21:09:00",119526,12.51,23.84,687.9,469,1705,1164
"2023-08-17 21:10:00",119527,12.51,23.81,686.9,467.9,1702,1158
"2023-08-17 21:11:00",119528,12.5,23.77,687.9,467,1705,1158
"2023-08-17 21:12:00",119529,12.5,23.74,688.9,467,1707,1159
"2023-08-17 21:13:00",119530,12.49,23.71,689.9,469,1710,1164
"2023-08-17 21:14:00",119531,12.5,23.67,688.9,468,1707,1161
"2023-08-17 21:15:00",119532,12.5,23.64,688.7,469,1705,1164
"2023-08-17 21:16:00",119533,12.5,23.61,692,467.9,1715,1161
"2023-08-17 21:17:00",119534,12.5,23.57,693,470,1717,1166
"2023-08-17 21:18:00",119535,12.51,23.54,695,471,1722,1169
"2023-08-17 21:19:00",119536,12.51,23.51,695,472,1722,1171
"2023-08-17 21:20:00",119537,12.51,23.47,695,475,1722,1178
"2023-08-17 21:21:00",119538,12.51,23.44,694,475,1720,1178
"2023-08-17 21:22:00",119539,12.5,23.41,695,475,1722,1178
"2023-08-17 21:23:00",119540,12.5,23.38,693.9,476,1720,1181
"2023-08-17 21:24:00",119541,12.5,23.35,693.9,479,1720,1188
"2023-08-17 21:25:00",119542,12.5,23.31,696,480.1,1725,1191
"2023-08-17 21:26:00",119543,12.5,23.28,697,480.1,1727,1191
"2023-08-17 21:27:00",119544,12.5,23.25,698,480,1730,1191
"2023-08-17 21:28:00",119545,12.5,23.22,696,478,1725,1186
"2023-08-17 21:29:00",119546,12.5,23.19,699,483.1,1733,1200
"2023-08-17 21:30:00",119547,12.48,23.16,695,484.1,1722,1201
"2023-08-17 21:31:00",119548,12.5,23.13,695,485.1,1722,1204
"2023-08-17 21:32:00",119549,12.5,23.09,705.8,486.1,1750,1206
"2023-08-17 21:33:00",119550,12.5,23.06,705,486.1,1747,1206
"2023-08-17 21:34:00",119551,12.5,23.03,702,487.1,1737,1208
"2023-08-17 21:35:00",119552,12.5,23,701,486.1,1737,1206
"2023-08-17 21:36:00",119553,12.51,22.97,702,488.1,1738,1211
"2023-08-17 21:37:00",119554,12.51,22.94,704,489.1,1745,1213
"2023-08-17 21:38:00",119555,12.51,22.91,705,489.1,1747,1213
"2023-08-17 21:39:00",119556,12.51,22.88,704,491.1,1745,1218
"2023-08-17 21:40:00",119557,12.51,22.86,708.1,491.1,1755,1218
"2023-08-17 21:41:00",119558,12.51,22.83,707.1,491.1,1752,1218
"2023-08-17 21:42:00",119559,12.51,22.8,704,491.1,1745,1218
"2023-08-17 21:43:00",119560,12.51,22.77,704,492.2,1745,1221
"2023-08-17 21:44:00",119561,12.51,22.74,706.1,492.1,1750,1221
"2023-08-17 21:45:00",119562,12.51,22.71,705,493.1,1747,1223
"2023-08-17 21:46:00",119563,12.51,22.68,707.1,494.1,1752,1226
"2023-08-17 21:47:00",119564,12.51,22.65,711.1,495.2,1762,1228
"2023-08-17 21:48:00",119565,12.51,22.63,713.1,494.1,1767,1226
"2023-08-17 21:49:00",119566,12.51,22.6,714.1,498.1,1770,1236
"2023-08-17 21:50:00",119567,12.5,22.57,715.1,497.2,1772,1233
"2023-08-17 21:51:00",119568,12.5,22.54,715.1,497.1,1772,1233
"2023-08-17 21:52:00",119569,12.5,22.52,715.1,497.2,1772,1233
"2023-08-17 21:53:00",119570,12.5,22.49,715.1,499.2,1772,1238
"2023-08-17 21:54:00",119571,12.5,22.46,715.1,499.2,1772,1238
"2023-08-17 21:55:00",119572,12.5,22.44,714.1,500.2,1770,1241
"2023-08-17 21:56:00",119573,12.5,22.41,715.1,501.2,1772,1243
"2023-08-17 21:57:00",119574,12.5,22.39,715.1,501.2,1772,1243
"2023-08-17 21:58:00",119575,12.5,22.36,721.2,504.2,1787,1253
"2023-08-17 21:59:00",119576,12.5,22.33,719.2,504.2,1782,1251
"2023-08-17 22:00:00",119577,12.5,22.31,719.1,504.2,1782,1251
"2023-08-17 22:01:00",119578,12.5,22.28,722.2,506.3,1790,1256
"2023-08-17 22:02:00",119579,12.5,22.26,721.2,510.3,1787,1266
"2023-08-17 22:03:00",119580,12.5,22.23,721.2,510.3,1787,1266
"2023-08-17 22:04:00",119581,12.5,22.21,720.1,512.3,1785,1271
"2023-08-17 22:05:00",119582,12.5,22.18,720.1,511.3,1785,1268
"2023-08-17 22:06:00",119583,12.5,22.16,720.1,511.3,1785,1268
"2023-08-17 22:07:00",119584,12.5,22.13,721.2,509.3,1787,1263
"2023-08-17 22:08:00",119585,12.5,22.11,721.2,510.3,1787,1266
"2023-08-17 22:09:00",119586,12.5,22.09,722.2,511.3,1790,1268
"2023-08-17 22:10:00",119587,12.5,22.06,723.2,513.3,1792,1273
"2023-08-17 22:11:00",119588,12.5,22.04,723.2,513.3,1792,1273
"2023-08-17 22:12:00",119589,12.5,22.01,722.2,517.3,1790,1283
"2023-08-17 22:13:00",119590,12.5,21.99,724.2,519.3,1795,1288
"2023-08-17 22:14:00",119591,12.5,21.97,727.2,516.3,1802,1281
"2023-08-17 22:15:00",119592,12.5,21.94,727.2,518.3,1802,1286
"2023-08-17 22:16:00",119593,12.5,21.92,728.2,520.3,1805,1291
"2023-08-17 22:17:00",119594,12.5,21.9,728.2,521.4,1805,1293
"2023-08-17 22:18:00",119595,12.5,21.87,729.2,520.3,1807,1291
"2023-08-17 22:19:00",119596,12.5,21.85,729.9,524.4,1810,1301
"2023-08-17 22:20:00",119597,12.5,21.83,730.2,521.4,1810,1293
"2023-08-17 22:21:00",119598,12.5,21.81,730.2,522.4,1810,1296
"2023-08-17 22:22:00",119599,12.5,21.78,729.2,523.4,1807,1298
"2023-08-17 22:23:00",119600,12.5,21.76,728.2,524.4,1805,1301
"2023-08-17 22:24:00",119601,12.5,21.74,728.2,524.4,1805,1301
"2023-08-17 22:25:00",119602,12.5,21.72,733.3,524.4,1817,1301
"2023-08-17 22:26:00",119603,12.5,21.7,733.3,524.4,1817,1301
"2023-08-17 22:27:00",119604,12.5,21.67,732.3,524.4,1815,1301
"2023-08-17 22:28:00",119605,12.5,21.65,734.3,527.4,1820,1308
"2023-08-17 22:29:00",119606,12.5,21.63,733.3,528.4,1817,1311
"2023-08-17 22:30:00",119607,12.5,21.61,735.3,527.4,1822,1308
"2023-08-17 22:31:00",119608,12.49,21.59,736.3,530.4,1825,1316
"2023-08-17 22:32:00",119609,12.5,21.57,734.3,530.4,1820,1316
"2023-08-17 22:33:00",119610,12.5,21.55,736.3,531.4,1825,1318
"2023-08-17 22:34:00",119611,12.5,21.52,739.1,533.4,1832,1323
"2023-08-17 22:35:00",119612,12.5,21.5,738.3,533.4,1830,1323
"2023-08-17 22:36:00",119613,12.5,21.48,740.3,532.4,1835,1321
"2023-08-17 22:37:00",119614,12.5,21.46,740.3,533.4,1835,1323
"2023-08-17 22:38:00",119615,12.5,21.44,741.3,536.5,1837,1331
"2023-08-17 22:39:00",119616,12.5,21.42,741.3,536.5,1837,1331
"2023-08-17 22:40:00",119617,12.5,21.4,745.3,540.5,1847,1341
"2023-08-17 22:41:00",119618,12.5,21.38,745.3,540.5,1847,1341
"2023-08-17 22:42:00",119619,12.5,21.36,744.3,541.5,1845,1343
"2023-08-17 22:43:00",119620,12.5,21.34,741.3,541.5,1837,1343
"2023-08-17 22:44:00",119621,12.5,21.32,742.4,536.5,1840,1331
"2023-08-17 22:45:00",119622,12.5,21.3,743.3,537.5,1842,1333
"2023-08-17 22:46:00",119623,12.49,21.28,743.3,539.5,1842,1338
"2023-08-17 22:47:00",119624,12.5,21.26,744.3,540.5,1845,1341
"2023-08-17 22:48:00",119625,12.5,21.24,744.3,542.5,1845,1346
"2023-08-17 22:49:00",119626,12.5,21.22,746.4,545.6,1850,1353
"2023-08-17 22:50:00",119627,12.5,21.2,744.3,544.6,1845,1351
"2023-08-17 22:51:00",119628,12.5,21.18,747.4,545.5,1852,1353
"2023-08-17 22:52:00",119629,12.49,21.16,748.4,544.5,1855,1351
"2023-08-17 22:53:00",119630,12.5,21.14,748.4,545.5,1855,1353
"2023-08-17 22:54:00",119631,12.5,21.12,751.4,544.5,1862,1351
"2023-08-17 22:55:00",119632,12.49,21.1,753.4,545.5,1867,1353
"2023-08-17 22:56:00",119633,12.49,21.08,753.4,545.5,1867,1353
"2023-08-17 22:57:00",119634,12.49,21.06,751.4,549.5,1862,1363
"2023-08-17 22:58:00",119635,12.5,21.04,752.4,551.6,1865,1368
"2023-08-17 22:59:00",119636,12.5,21.02,750.4,551.6,1860,1368
"2023-08-17 23:00:00",119637,12.5,21,750.4,553.6,1860,1373
"2023-08-17 23:01:00",119638,12.49,20.98,751.4,553.6,1862,1373
"2023-08-17 23:02:00",119639,12.5,20.96,752.4,554.5,1865,1376
"2023-08-17 23:03:00",119640,12.5,20.94,752.4,554.6,1865,1376
"2023-08-17 23:04:00",119641,12.49,20.93,753.4,555.6,1867,1378
"2023-08-17 23:05:00",119642,12.5,20.91,755.4,560.6,1872,1391
"2023-08-17 23:06:00",119643,12.49,20.89,756.4,558.6,1875,1386
"2023-08-17 23:07:00",119644,12.5,20.87,756.4,558.6,1875,1386
"2023-08-17 23:08:00",119645,12.5,20.85,756.4,559.7,1875,1388
"2023-08-17 23:09:00",119646,12.5,20.83,756.4,562.7,1875,1396
"2023-08-17 23:10:00",119647,12.5,20.82,756.4,565.7,1875,1403
"2023-08-17 23:11:00",119648,12.5,20.8,757.4,564.7,1877,1401
"2023-08-17 23:12:00",119649,12.5,20.78,759.4,565.7,1882,1403
"2023-08-17 23:13:00",119650,12.5,20.76,759.4,567.7,1882,1408
"2023-08-17 23:14:00",119651,12.5,20.74,759.4,567.7,1882,1408
"2023-08-17 23:15:00",119652,12.5,20.73,762.5,567.7,1890,1408
"2023-08-17 23:16:00",119653,12.5,20.71,763.5,568.7,1892,1411
"2023-08-17 23:17:00",119654,12.49,20.69,764.5,568.7,1895,1411
"2023-08-17 23:18:00",119655,12.5,20.68,760.4,572.7,1885,1421
"2023-08-17 23:19:00",119656,12.49,20.66,762.5,574.7,1890,1426
"2023-08-17 23:20:00",119657,12.5,20.64,762.5,572.7,1890,1421
"2023-08-17 23:21:00",119658,12.5,20.63,762.5,572.7,1890,1421
"2023-08-17 23:22:00",119659,12.5,20.61,763.5,572.7,1892,1421
"2023-08-17 23:23:00",119660,12.5,20.59,763.5,572.7,1892,1421
"2023-08-17 23:24:00",119661,12.5,20.58,764.5,573.7,1895,1423
"2023-08-17 23:25:00",119662,12.5,20.56,764.5,575.8,1895,1428
"2023-08-17 23:26:00",119663,12.5,20.54,763.5,576.8,1892,1431
"2023-08-17 23:27:00",119664,12.5,20.53,766.5,578.8,1900,1436
"2023-08-17 23:28:00",119665,12.5,20.51,763.5,578.8,1892,1436
"2023-08-17 23:29:00",119666,12.5,20.49,766.5,577.8,1900,1433
"2023-08-17 23:30:00",119667,12.5,20.48,764.5,577.8,1895,1434
"2023-08-17 23:31:00",119668,12.49,20.46,767.5,578.8,1902,1436
"2023-08-17 23:32:00",119669,12.5,20.45,765.5,579.8,1897,1438
"2023-08-17 23:33:00",119670,12.5,20.43,767.5,581.8,1902,1443
"2023-08-17 23:34:00",119671,12.49,20.42,770.5,580.8,1910,1441
"2023-08-17 23:35:00",119672,12.5,20.4,770.5,585.8,1910,1453
"2023-08-17 23:36:00",119673,12.49,20.39,768.5,583.8,1905,1448
"2023-08-17 23:37:00",119674,12.5,20.37,772.5,584.8,1915,1451
"2023-08-17 23:38:00",119675,12.5,20.36,773.5,587.9,1917,1458
"2023-08-17 23:39:00",119676,12.5,20.34,774.5,588.9,1920,1461
"2023-08-17 23:40:00",119677,12.5,20.33,771.5,588.8,1912,1461
"2023-08-17 23:41:00",119678,12.5,20.31,773.5,588.9,1917,1461
"2023-08-17 23:42:00",119679,12.5,20.3,773.5,589.9,1917,1463
"2023-08-17 23:43:00",119680,12.5,20.28,775.6,594.9,1922,1476
"2023-08-17 23:44:00",119681,12.5,20.27,773.5,589.9,1917,1463
"2023-08-17 23:45:00",119682,12.5,20.25,775.6,589.9,1922,1463
"2023-08-17 23:46:00",119683,12.5,20.24,774.5,591.9,1920,1468
"2023-08-17 23:47:00",119684,12.5,20.22,775.6,593.9,1922,1473
"2023-08-17 23:48:00",119685,12.5,20.21,782.6,593.9,1940,1473
"2023-08-17 23:49:00",119686,12.49,20.2,778.6,590.9,1930,1466
"2023-08-17 23:50:00",119687,12.5,20.18,779.6,592.9,1932,1471
"2023-08-17 23:51:00",119688,12.5,20.17,782.6,592.9,1940,1471
"2023-08-17 23:52:00",119689,12.5,20.15,776.5,596.9,1925,1481
"2023-08-17 23:53:00",119690,12.48,20.14,778.6,597.9,1930,1483
"2023-08-17 23:54:00",119691,12.5,20.12,782.6,596.9,1940,1481
"2023-08-17 23:55:00",119692,12.5,20.11,781.6,597,1937,1481
