"TOA5","CR6Series","CR6","11604","CR6.Std.09.02 RF4xx.01.01","CPU:230526_30s_sw_v1.CR6","51056","Table1"
"2023-08-16 16:39:00",117816,12.53,41.02,587.5,400.7,1456,994
"2023-08-16 16:40:00",117817,12.53,41.04,587.5,399.7,1456,992
"2023-08-16 16:41:00",117818,12.53,41.05,590.5,399.7,1464,992
"2023-08-16 16:42:00",117819,12.53,41.07,587.5,398.7,1456,989
"2023-08-16 16:43:00",117820,12.53,41.08,586.5,398.8,1454,989
"2023-08-16 16:44:00",117821,12.53,41.1,588.5,400.7,1459,994
"2023-08-16 16:45:00",117822,12.53,41.11,589.5,400.8,1461,994
"2023-08-16 16:46:00",117823,12.53,41.12,589.5,399.7,1461,992
"2023-08-16 16:47:00",117824,12.51,41.13,588.5,398.7,1459,989
"2023-08-16 16:48:00",117825,12.52,41.14,589.5,398.7,1461,989
"2023-08-16 16:49:00",117826,12.52,41.15,590.5,398.7,1464,989
"2023-08-16 16:50:00",117827,12.52,41.16,588.5,397.7,1459,987
"2023-08-16 16:51:00",117828,12.52,41.17,590.5,396.7,1464,984
"2023-08-16 16:52:00",117829,12.52,41.18,590.5,395.7,1464,982
"2023-08-16 16:53:00",117830,12.52,41.18,588.5,394.7,1459,979
"2023-08-16 16:54:00",117831,12.52,41.19,588.5,395.7,1459,982
"2023-08-16 16:55:00",117832,12.52,41.19,586.5,395.7,1454,982
"2023-08-16 16:56:00",117833,12.52,41.19,586.5,396.7,1454,984
"2023-08-16 16:57:00",117834,12.52,41.2,588.5,397.3,1459,984
"2023-08-16 16:58:00",117835,12.52,41.2,589.5,393.7,1461,977
"2023-08-16 16:59:00",117836,12.52,41.2,587.5,394.7,1456,979
"2023-08-16 17:00:00",117837,12.51,41.2,588.5,394.7,1459,979
"2023-08-16 17:01:00",117838,12.53,41.2,589.5,394.7,1461,979
"2023-08-16 17:02:00",117839,12.53,41.2,590.5,394.7,1464,979
"2023-08-16 17:03:00",117840,12.53,41.2,590.5,396.7,1464,984
"2023-08-16 17:04:00",117841,12.53,41.19,592.5,394.7,1469,979
"2023-08-16 17:05:00",117842,12.53,41.19,592.5,394.7,1469,979
"2023-08-16 17:06:00",117843,12.53,41.19,591.5,395.7,1466,982
"2023-08-16 17:07:00",117844,12.53,41.18,591.5,395.7,1466,982
"2023-08-16 17:08:00",117845,12.53,41.17,592.6,395.7,1469,979
"2023-08-16 17:09:00",117846,12.53,41.17,594.5,395.7,1474,982
"2023-08-16 17:10:00",117847,12.53,41.16,594.6,394.7,1474,979
"2023-08-16 17:11:00",117848,12.53,41.15,588.5,396.7,1459,984
"2023-08-16 17:12:00",117849,12.53,41.13,591.5,396.7,1466,984
"2023-08-16 17:13:00",117850,12.53,41.12,590.5,397.7,1463,987
"2023-08-16 17:14:00",117851,12.53,41.11,592.5,395.7,1469,982
"2023-08-16 17:15:00",117852,12.53,41.09,590.5,393.7,1463,977
"2023-08-16 17:16:00",117853,12.53,41.07,588.5,394.7,1458,979
"2023-08-16 17:17:00",117854,12.53,41.05,592.5,395.7,1469,982
"2023-08-16 17:18:00",117855,12.52,41.03,593.5,395.7,1471,982
"2023-08-16 17:19:00",117856,12.52,41.01,592.5,394.7,1468,979
"2023-08-16 17:20:00",117857,12.52,40.98,593.5,395.7,1471,982
"2023-08-16 17:21:00",117858,12.52,40.95,593.5,396.7,1471,984
"2023-08-16 17:22:00",117859,12.52,40.92,591.5,393.7,1466,977
"2023-08-16 17:23:00",117860,12.52,40.89,589.5,394.7,1461,979
"2023-08-16 17:24:00",117861,12.52,40.85,597.5,394.7,1481,979
"2023-08-16 17:25:00",117862,12.52,40.81,595.5,394.7,1476,979
"2023-08-16 17:26:00",117863,12.52,40.76,594.5,394.7,1473,979
"2023-08-16 17:27:00",117864,12.52,40.71,593.5,394.7,1471,979
"2023-08-16 17:28:00",117865,12.52,40.66,594.5,394.7,1473,979
"2023-08-16 17:29:00",117866,12.52,40.6,596.5,394.7,1478,979
"2023-08-16 17:30:00",117867,12.52,40.55,597.5,393.7,1481,977
"2023-08-16 17:31:00",117868,12.52,40.48,597.5,395.7,1481,982
"2023-08-16 17:32:00",117869,12.52,40.42,596.5,395.7,1478,982
"2023-08-16 17:33:00",117870,12.52,40.35,596.5,395.6,1478,982
"2023-08-16 17:34:00",117871,12.52,40.27,596.5,394.7,1478,979
"2023-08-16 17:35:00",117872,12.52,40.2,597.5,395.7,1481,982
"2023-08-16 17:36:00",117873,12.52,40.12,596.5,395.7,1478,982
"2023-08-16 17:37:00",117874,12.52,40.04,597.5,394.7,1481,979
"2023-08-16 17:38:00",117875,12.52,39.96,597.5,395.7,1481,982
"2023-08-16 17:39:00",117876,12.52,39.87,598.5,396.7,1483,984
"2023-08-16 17:40:00",117877,12.52,39.78,599.5,402.7,1486,999
"2023-08-16 17:41:00",117878,12.52,39.69,600.5,400.7,1488,994
"2023-08-16 17:42:00",117879,12.52,39.6,602.5,398.7,1493,989
"2023-08-16 17:43:00",117880,12.52,39.51,602.5,397.7,1493,987
"2023-08-16 17:44:00",117881,12.52,39.42,601.5,397.7,1491,987
"2023-08-16 17:45:00",117882,12.52,39.32,599.5,399.7,1486,992
"2023-08-16 17:46:00",117883,12.52,39.23,601.5,398.7,1491,989
"2023-08-16 17:47:00",117884,12.52,39.13,602.5,398.7,1493,989
"2023-08-16 17:48:00",117885,12.52,39.03,602.5,399.7,1493,992
"2023-08-16 17:49:00",117886,12.52,38.94,601.5,401.7,1491,997
"2023-08-16 17:50:00",117887,12.52,38.84,600.5,400.7,1491,994
"2023-08-16 17:51:00",117888,12.52,38.74,601.5,400.7,1491,994
"2023-08-16 17:52:00",117889,12.52,38.64,605.5,401.7,1501,997
"2023-08-16 17:53:00",117890,12.52,38.54,605.5,401.7,1501,997
"2023-08-16 17:54:00",117891,12.52,38.44,604.5,400.7,1498,994
"2023-08-16 17:55:00",117892,12.52,38.34,606.5,405.7,1503,1007
"2023-08-16 17:56:00",117893,12.52,38.24,605.5,404.7,1501,1004
"2023-08-16 17:57:00",117894,12.52,38.13,603.5,404.7,1496,1004
"2023-08-16 17:58:00",117895,12.52,38.03,604.5,405.7,1498,1007
"2023-08-16 17:59:00",117896,12.52,37.93,605.5,404.7,1501,1004
"2023-08-16 18:00:00",117897,12.52,37.82,603.5,401.7,1496,999
"2023-08-16 18:01:00",117898,12.52,37.72,604.5,405.7,1498,1007
"2023-08-16 18:02:00",117899,12.52,37.62,604.5,404.7,1498,1004
"2023-08-16 18:03:00",117900,12.52,37.52,605.5,405.7,1501,1007
"2023-08-16 18:04:00",117901,12.52,37.41,607.5,407.7,1506,1012
"2023-08-16 18:05:00",117902,12.52,37.31,606.5,406.7,1503,1009
"2023-08-16 18:06:00",117903,12.52,37.21,607.5,406.7,1506,1009
"2023-08-16 18:07:00",117904,12.52,37.11,607.5,405.7,1506,1007
"2023-08-16 18:08:00",117905,12.52,37.01,607.5,405.8,1506,1007
"2023-08-16 18:09:00",117906,12.52,36.91,608.5,405.7,1508,1007
"2023-08-16 18:10:00",117907,12.52,36.81,610.5,406.7,1511,1009
"2023-08-16 18:11:00",117908,12.52,36.71,608.5,408.8,1508,1014
"2023-08-16 18:12:00",117909,12.52,36.61,607.5,408.7,1506,1014
"2023-08-16 18:13:00",117910,12.52,36.51,608.5,409.7,1508,1017
"2023-08-16 18:14:00",117911,12.52,36.41,608.5,410.7,1508,1019
"2023-08-16 18:15:00",117912,12.52,36.31,611.5,407.7,1516,1012
"2023-08-16 18:16:00",117913,12.52,36.22,612.5,409.8,1518,1016
"2023-08-16 18:17:00",117914,12.52,36.12,612.5,408.7,1518,1014
"2023-08-16 18:18:00",117915,12.52,36.03,608.5,411.7,1508,1021
"2023-08-16 18:19:00",117916,12.52,35.93,607.5,411.7,1506,1021
"2023-08-16 18:20:00",117917,12.52,35.84,608.5,412.8,1508,1024
"2023-08-16 18:21:00",117918,12.52,35.75,609.5,413.7,1511,1027
"2023-08-16 18:22:00",117919,12.52,35.66,611.5,413.8,1516,1027
"2023-08-16 18:23:00",117920,12.52,35.56,612.5,412.8,1518,1024
"2023-08-16 18:24:00",117921,12.52,35.47,612.5,411.7,1518,1021
"2023-08-16 18:25:00",117922,12.52,35.38,613.5,410.7,1521,1019
"2023-08-16 18:26:00",117923,12.52,35.29,612.5,413.7,1518,1026
"2023-08-16 18:27:00",117924,12.52,35.21,613.5,413.7,1521,1026
"2023-08-16 18:28:00",117925,12.52,35.12,613.5,413.7,1520,1026
"2023-08-16 18:29:00",117926,12.52,35.03,613.5,414.7,1521,1029
"2023-08-16 18:30:00",117927,12.52,34.94,613.5,413.7,1521,1026
"2023-08-16 18:31:00",117928,12.52,34.86,612.5,412.8,1518,1024
"2023-08-16 18:32:00",117929,12.52,34.77,613.5,412.8,1521,1024
"2023-08-16 18:33:00",117930,12.52,34.69,613.5,412.7,1521,1024
"2023-08-16 18:34:00",117931,12.52,34.6,614.6,414.8,1523,1029
"2023-08-16 18:35:00",117932,12.51,34.52,615.5,414.8,1526,1029
"2023-08-16 18:36:00",117933,12.51,34.44,615.5,417.8,1526,1037
"2023-08-16 18:37:00",117934,12.51,34.36,614.5,418.8,1523,1039
"2023-08-16 18:38:00",117935,12.51,34.27,615.5,412.8,1526,1024
"2023-08-16 18:39:00",117936,12.51,34.19,616.5,413.8,1528,1026
"2023-08-16 18:40:00",117937,12.51,34.11,617.6,415.7,1531,1031
"2023-08-16 18:41:00",117938,12.51,34.04,617.6,415.8,1531,1031
"2023-08-16 18:42:00",117939,12.51,33.96,618.6,417.8,1533,1036
"2023-08-16 18:43:00",117940,12.51,33.88,619.5,417.8,1536,1037
"2023-08-16 18:44:00",117941,12.52,33.8,620.5,417.7,1538,1036
"2023-08-16 18:45:00",117942,12.52,33.73,619.5,417.8,1535,1036
"2023-08-16 18:46:00",117943,12.51,33.65,619.5,419.8,1535,1041
"2023-08-16 18:47:00",117944,12.51,33.58,620.5,417.8,1538,1036
"2023-08-16 18:48:00",117945,12.5,33.51,621.6,416.8,1541,1034
"2023-08-16 18:49:00",117946,12.52,33.43,621.6,421.8,1540,1046
"2023-08-16 18:50:00",117947,12.52,33.36,622.6,422.8,1543,1049
"2023-08-16 18:51:00",117948,12.52,33.29,626.6,422.8,1553,1049
"2023-08-16 18:52:00",117949,12.52,33.22,621.6,422.8,1541,1049
"2023-08-16 18:53:00",117950,12.52,33.16,623.6,420.8,1543,1044
"2023-08-16 18:54:00",117951,12.52,33.09,626.6,419.8,1553,1041
"2023-08-16 18:55:00",117952,12.52,33.02,626.6,420.8,1553,1044
"2023-08-16 18:56:00",117953,12.52,32.95,625.6,422.8,1550,1049
"2023-08-16 18:57:00",117954,12.52,32.89,625.6,422.8,1550,1049
"2023-08-16 18:58:00",117955,12.52,32.82,625.6,425.8,1550,1056
"2023-08-16 18:59:00",117956,12.52,32.76,626.6,425.8,1553,1056
"2023-08-16 19:00:00",117957,12.51,32.7,626.6,426.8,1553,1059
"2023-08-16 19:01:00",117958,12.51,32.63,627.6,424.8,1555,1054
"2023-08-16 19:02:00",117959,12.51,32.57,627.6,424.8,1555,1054
"2023-08-16 19:03:00",117960,12.52,32.51,628.6,421.8,1558,1046
"2023-08-16 19:04:00",117961,12.52,32.45,629.6,422.8,1561,1049
"2023-08-16 19:05:00",117962,12.52,32.39,630.6,422.8,1563,1049
"2023-08-16 19:06:00",117963,12.52,32.33,628.6,423.8,1558,1051
"2023-08-16 19:07:00",117964,12.52,32.27,629.6,424.8,1560,1054
"2023-08-16 19:08:00",117965,12.52,32.22,633.7,423.8,1571,1051
"2023-08-16 19:09:00",117966,12.52,32.16,631.6,424.8,1565,1054
"2023-08-16 19:10:00",117967,12.52,32.1,633.7,426.8,1571,1059
"2023-08-16 19:11:00",117968,12.52,32.05,631.6,426.8,1565,1059
"2023-08-16 19:12:00",117969,12.51,31.99,632.6,428.8,1568,1064
"2023-08-16 19:13:00",117970,12.52,31.93,623.6,427.8,1545,1061
"2023-08-16 19:14:00",117971,12.52,31.88,625.6,426.8,1550,1059
"2023-08-16 19:15:00",117972,12.52,31.83,626.6,428.8,1553,1064
"2023-08-16 19:16:00",117973,12.52,31.77,630.6,426.8,1563,1059
"2023-08-16 19:17:00",117974,12.52,31.72,634.7,427.8,1573,1061
"2023-08-16 19:18:00",117975,12.52,31.67,636.7,429.8,1578,1066
"2023-08-16 19:19:00",117976,12.52,31.62,634.7,430.8,1573,1069
"2023-08-16 19:20:00",117977,12.52,31.57,636.7,431.9,1578,1071
"2023-08-16 19:21:00",117978,12.52,31.51,637.7,431.9,1580,1071
"2023-08-16 19:22:00",117979,12.52,31.46,637.7,430.8,1580,1069
"2023-08-16 19:23:00",117980,12.52,31.41,638.7,430.8,1583,1069
"2023-08-16 19:24:00",117981,12.51,31.37,637.6,430.8,1580,1069
"2023-08-16 19:25:00",117982,12.51,31.32,639.7,431.9,1585,1071
"2023-08-16 19:26:00",117983,12.51,31.27,638.7,432.8,1583,1074
"2023-08-16 19:27:00",117984,12.51,31.22,639.7,432.9,1585,1074
"2023-08-16 19:28:00",117985,12.51,31.17,643.7,432.8,1595,1074
"2023-08-16 19:29:00",117986,12.51,31.13,642.7,435.9,1593,1081
"2023-08-16 19:30:00",117987,12.51,31.08,644.7,435.9,1598,1081
"2023-08-16 19:31:00",117988,12.51,31.03,644.7,436.9,1598,1084
"2023-08-16 19:32:00",117989,12.51,30.99,646.7,434.9,1603,1079
"2023-08-16 19:33:00",117990,12.51,30.94,644.7,438.9,1598,1089
"2023-08-16 19:34:00",117991,12.51,30.89,646.7,437.9,1603,1086
"2023-08-16 19:35:00",117992,12.51,30.85,648.7,438.9,1608,1089
"2023-08-16 19:36:00",117993,12.51,30.8,648.8,438.9,1608,1089
"2023-08-16 19:37:00",117994,12.51,30.76,647.7,441.9,1605,1096
"2023-08-16 19:38:00",117995,12.51,30.71,644.7,439.9,1598,1091
"2023-08-16 19:39:00",117996,12.51,30.67,646.7,439.9,1603,1091
"2023-08-16 19:40:00",117997,12.51,30.62,645.7,440.9,1600,1094
"2023-08-16 19:41:00",117998,12.51,30.58,645.7,439.9,1600,1091
"2023-08-16 19:42:00",117999,12.51,30.53,645.7,440.9,1600,1094
"2023-08-16 19:43:00",118000,12.51,30.49,644.7,443.9,1598,1101
"2023-08-16 19:44:00",118001,12.51,30.45,645.7,440.9,1600,1094
"2023-08-16 19:45:00",118002,12.51,30.4,648.7,439.9,1608,1091
"2023-08-16 19:46:00",118003,12.51,30.36,648.7,440.9,1608,1094
"2023-08-16 19:47:00",118004,12.51,30.32,649.7,443.9,1610,1101
"2023-08-16 19:48:00",118005,12.51,30.27,651.8,443.9,1615,1101
"2023-08-16 19:49:00",118006,12.51,30.23,651.7,443.9,1615,1101
"2023-08-16 19:50:00",118007,12.51,30.19,653.7,443.9,1620,1101
"2023-08-16 19:51:00",118008,12.51,30.14,652.7,444.9,1618,1104
"2023-08-16 19:52:00",118009,12.51,30.1,653.7,444.9,1620,1104
"2023-08-16 19:53:00",118010,12.51,30.06,653.7,443.9,1620,1101
"2023-08-16 19:54:00",118011,12.51,30.02,650.7,443.9,1613,1101
"2023-08-16 19:55:00",118012,12.51,29.98,652.7,446.9,1615,1109
"2023-08-16 19:56:00",118013,12.51,29.93,654.8,447.9,1623,1111
"2023-08-16 19:57:00",118014,12.51,29.89,654.8,445.9,1623,1106
"2023-08-16 19:58:00",118015,12.51,29.85,655.8,445.9,1625,1106
"2023-08-16 19:59:00",118016,12.51,29.81,656.8,445.9,1628,1106
"2023-08-16 20:00:00",118017,12.51,29.77,657.8,446.9,1630,1109
"2023-08-16 20:01:00",118018,12.51,29.73,659.8,447.9,1635,1111
"2023-08-16 20:02:00",118019,12.51,29.69,657.8,443.9,1630,1101
"2023-08-16 20:03:00",118020,12.51,29.64,658.8,446.9,1633,1109
"2023-08-16 20:04:00",118021,12.51,29.6,657.8,446.9,1630,1109
"2023-08-16 20:05:00",118022,12.51,29.56,658.8,450,1633,1116
"2023-08-16 20:06:00",118023,12.51,29.52,660.8,449.9,1638,1116
"2023-08-16 20:07:00",118024,12.51,29.48,659.8,448.9,1635,1114
"2023-08-16 20:08:00",118025,12.51,29.44,658.8,452.9,1633,1121
"2023-08-16 20:09:00",118026,12.51,29.4,661.8,452.9,1640,1124
"2023-08-16 20:10:00",118027,12.51,29.35,659.8,451,1635,1119
"2023-08-16 20:11:00",118028,12.51,29.31,658.8,454,1633,1126
"2023-08-16 20:12:00",118029,12.51,29.27,660.8,455,1638,1129
"2023-08-16 20:13:00",118030,12.51,29.23,660.8,456,1638,1131
"2023-08-16 20:14:00",118031,12.51,29.19,660.8,460,1638,1141
"2023-08-16 20:15:00",118032,12.51,29.15,663.8,457,1645,1136
"2023-08-16 20:16:00",118033,12.51,29.1,663.1,458,1643,1136
"2023-08-16 20:17:00",118034,12.51,29.06,666.8,460,1653,1141
"2023-08-16 20:18:00",118035,12.51,29.02,667.8,457,1653,1134
"2023-08-16 20:19:00",118036,12.51,28.98,668.9,459,1658,1139
"2023-08-16 20:20:00",118037,12.51,28.94,668.9,458,1658,1136
"2023-08-16 20:21:00",118038,12.51,28.89,668.9,459,1658,1139
"2023-08-16 20:22:00",118039,12.51,28.85,667.8,460,1655,1141
"2023-08-16 20:23:00",118040,12.51,28.81,668.9,460,1658,1141
"2023-08-16 20:24:00",118041,12.51,28.77,669.9,462,1660,1146
"2023-08-16 20:25:00",118042,12.51,28.72,670.9,462,1663,1146
"2023-08-16 20:26:00",118043,12.51,28.68,670.9,463,1663,1149
"2023-08-16 20:27:00",118044,12.51,28.64,671.9,464,1665,1151
"2023-08-16 20:28:00",118045,12.51,28.6,676.9,464,1678,1151
"2023-08-16 20:29:00",118046,12.51,28.55,674.9,469.1,1673,1164
"2023-08-16 20:30:00",118047,12.51,28.51,677.9,467,1680,1159
"2023-08-16 20:31:00",118048,12.51,28.47,678.9,466,1683,1156
"2023-08-16 20:32:00",118049,12.51,28.43,678.9,466,1683,1156
"2023-08-16 20:33:00",118050,12.51,28.39,675.9,465.1,1675,1154
"2023-08-16 20:34:00",118051,12.51,28.35,675.9,466.1,1675,1156
"2023-08-16 20:35:00",118052,12.51,28.31,674.9,470.1,1673,1166
"2023-08-16 20:36:00",118053,12.51,28.27,675.9,469.1,1675,1164
"2023-08-16 20:37:00",118054,12.51,28.23,674.9,470.1,1673,1166
"2023-08-16 20:38:00",118055,12.51,28.19,672.9,471.1,1668,1169
"2023-08-16 20:39:00",118056,12.51,28.15,673.9,472.1,1670,1171
"2023-08-16 20:40:00",118057,12.51,28.11,673.9,473.1,1670,1174
"2023-08-16 20:41:00",118058,12.51,28.07,674.9,472.1,1673,1171
"2023-08-16 20:42:00",118059,12.51,28.03,674.9,472.1,1673,1171
"2023-08-16 20:43:00",118060,12.51,27.99,677.9,473.1,1680,1174
"2023-08-16 20:44:00",118061,12.51,27.95,677.9,472.1,1680,1171
"2023-08-16 20:45:00",118062,12.51,27.91,678.9,475.1,1683,1179
"2023-08-16 20:46:00",118063,12.51,27.87,682.9,474.1,1693,1176
"2023-08-16 20:47:00",118064,12.51,27.83,680,475.1,1685,1179
"2023-08-16 20:48:00",118065,12.51,27.79,681,481.2,1688,1194
"2023-08-16 20:49:00",118066,12.51,27.75,679.9,480.1,1685,1191
"2023-08-16 20:50:00",118067,12.51,27.71,680.9,481.2,1688,1194
"2023-08-16 20:51:00",118068,12.51,27.67,681.9,481.2,1690,1194
"2023-08-16 20:52:00",118069,12.51,27.64,681.9,479.1,1690,1189
"2023-08-16 20:53:00",118070,12.51,27.6,681.9,480.2,1690,1191
"2023-08-16 20:54:00",118071,12.51,27.56,682.9,480.1,1693,1191
"2023-08-16 20:55:00",118072,12.51,27.52,684,479.1,1695,1189
"2023-08-16 20:56:00",118073,12.5,27.48,683.9,481.1,1695,1194
"2023-08-16 20:57:00",118074,12.51,27.45,683,483.2,1693,1199
"2023-08-16 20:58:00",118075,12.51,27.41,685,487.2,1698,1206
"2023-08-16 20:59:00",118076,12.51,27.37,687,486.2,1703,1206
"2023-08-16 21:00:00",118077,12.51,27.34,685,484.2,1698,1201
"2023-08-16 21:01:00",118078,12.5,27.3,685,483.1,1698,1199
"2023-08-16 21:02:00",118079,12.51,27.26,685,483.1,1698,1199
"2023-08-16 21:03:00",118080,12.51,27.23,685,490.2,1698,1216
"2023-08-16 21:04:00",118081,12.51,27.19,681.9,490.2,1690,1216
"2023-08-16 21:05:00",118082,12.51,27.15,684,488.2,1695,1211
"2023-08-16 21:06:00",118083,12.51,27.12,685,490.2,1698,1216
"2023-08-16 21:07:00",118084,12.51,27.08,685.9,492.2,1700,1221
"2023-08-16 21:08:00",118085,12.51,27.05,687,493.2,1703,1224
"2023-08-16 21:09:00",118086,12.5,27.01,689,492.2,1708,1221
"2023-08-16 21:10:00",118087,12.51,26.98,689,491.2,1708,1219
"2023-08-16 21:11:00",118088,12.51,26.94,690,491.2,1710,1219
"2023-08-16 21:12:00",118089,12.51,26.91,693,490.2,1718,1216
"2023-08-16 21:13:00",118090,12.51,26.88,693,491.2,1718,1219
"2023-08-16 21:14:00",118091,12.51,26.84,688,491.2,1705,1219
"2023-08-16 21:15:00",118092,12.51,26.81,688,491.2,1705,1219
"2023-08-16 21:16:00",118093,12.51,26.78,691,493.2,1713,1224
"2023-08-16 21:17:00",118094,12.51,26.74,690,495.2,1710,1229
"2023-08-16 21:18:00",118095,12.51,26.71,692,495.2,1715,1229
"2023-08-16 21:19:00",118096,12.51,26.68,693,495.2,1718,1229
"2023-08-16 21:20:00",118097,12.51,26.65,694,498.2,1720,1236
"2023-08-16 21:21:00",118098,12.51,26.62,694,498.2,1720,1236
"2023-08-16 21:22:00",118099,12.51,26.58,695,499.3,1723,1239
"2023-08-16 21:23:00",118100,12.51,26.55,691,499.3,1713,1239
"2023-08-16 21:24:00",118101,12.5,26.52,691,498.2,1713,1236
"2023-08-16 21:25:00",118102,12.51,26.49,692,498.2,1715,1236
"2023-08-16 21:26:00",118103,12.51,26.46,695,499.3,1723,1239
"2023-08-16 21:27:00",118104,12.51,26.43,695.1,499.3,1723,1239
"2023-08-16 21:28:00",118105,12.51,26.4,696,500.3,1725,1241
"2023-08-16 21:29:00",118106,12.51,26.37,696,501.3,1725,1244
"2023-08-16 21:30:00",118107,12.51,26.34,696.1,504.3,1725,1251
"2023-08-16 21:31:00",118108,12.51,26.31,697.1,503.3,1728,1249
"2023-08-16 21:32:00",118109,12.51,26.28,697,502.3,1728,1246
"2023-08-16 21:33:00",118110,12.51,26.26,697,503.3,1728,1249
"2023-08-16 21:34:00",118111,12.51,26.23,697,503.3,1728,1249
"2023-08-16 21:35:00",118112,12.51,26.2,698,504.3,1730,1251
"2023-08-16 21:36:00",118113,12.51,26.17,699.1,506.3,1733,1256
"2023-08-16 21:37:00",118114,12.51,26.14,698.1,504.3,1730,1251
